Slovo;Pád;Slovo2;Pád2
odhrnul;;odhrnul;
mi;datív;mi;datív
z;nominatív;z;
tváre;nominatív;tváre;genitív
mokré;nominatív;mokré;akuzatív
vlasy;nominatív;vlasy;akuzatív
Cítila;;Cítila;
som;;som;
na;;na;
pokožke;datív;pokožke;lokál
nežný;nominatív;nežný;akuzatív
dotyk;nominatív;dotyk;akuzatív
jeho;nominatív;jeho;genitív
prstov;genitív;prstov;genitív
Ešte;;Ešte;
chvíľu;;chvíľu;
na;;na;
mňa;genitív;mňa;akuzatív
skúmavo;;skúmavo;
s;nominatív;s;
úsmevom;datív;úsmevom;inštrumentál
hľadel;;hľadel;
Bol;genitív;Bol;
to;nominatív;to;nominatív
nádherný;nominatív;nádherný;nominatív
okamih;nominatív;okamih;nominatív
sedeli;;sedeli;
sme;;sme;
vedľa;;vedľa;
seba;genitív;seba;genitív
v;akuzatív;v;
prítmí;genitív;prítmí;lokál
autobusu;genitív;autobusu;genitív
a;nominatív;a;
žlté;nominatív;žlté;nominatív
pouličné;nominatív;pouličné;nominatív
osvetlenie;nominatív;osvetlenie;nominatív
ožiarilo;;ožiarilo;
tvár;nominatív;tvár;akuzatív
Usmiala;;Usmiala;
som;;som;
sa;akuzatív;sa;
na;;na;
Naozaj;;Naozaj;
mi;datív;mi;datív
šťastie;nominatív;šťastie;nominatív
prialo;;prialo;
Zvíťazila;;Zvíťazila;
som;;som;
v;akuzatív;v;
najdôležitejších;genitív;najdôležitejších;lokál
pretekoch;lokál;pretekoch;lokál
kapitola;nominatív;kapitola;nominatív
som;;som;
aby;;aby;
niekde;;niekde;
zablúdil;;zablúdil;
mama;nominatív;mama;nominatív
bude;;bude;
spať;;spať;
Len;;Len;
nedávno;;nedávno;
mali;;mali;
v;akuzatív;v;
banke;datív;banke;lokál
celoročné;nominatív;celoročné;akuzatív
hodnotenie;nominatív;hodnotenie;akuzatív
a;nominatív;a;
dnes;;dnes;
sa;akuzatív;sa;
dozvedela;;dozvedela;
že;;že;
jej;nominatív;jej;datív
riaditeľ;nominatív;riaditeľ;nominatív
zvýšil;;zvýšil;
plat;nominatív;plat;akuzatív
Blahoželám;;Blahoželám;
mami;vokatív;mami;vokatív
To;nominatív;To;nominatív
je;;je;
fantastická;nominatív;fantastická;nominatív
novina;nominatív;novina;nominatív
zvolala;;zvolala;
som;;som;
a;nominatív;a;
objala;;objala;
ju;akuzatív;ju;akuzatív
Pozrela;;Pozrela;
som;;som;
na;;na;
ňu;akuzatív;ňu;akuzatív
a;nominatív;a;
napravila;;napravila;
som;;som;
si;datív;si;
zelenú;akuzatív;zelenú;akuzatív
košeľu;akuzatív;košeľu;akuzatív
ktorú;akuzatív;ktorú;akuzatív
som;;som;
si;datív;si;
dala;;dala;
na;;na;
rande;nominatív;rande;akuzatív
Na;;Na;
oslavu;akuzatív;oslavu;akuzatív
tvojho;genitív;tvojho;genitív
úspechu;genitív;úspechu;genitív
dodala;;dodala;
som;;som;
Pochybovačne;;Pochybovačne;
zdvihla;;zdvihla;
obočie;nominatív;obočie;akuzatív
pozrela;;pozrela;
na;;na;
mňa;genitív;mňa;akuzatív
a;nominatív;a;
ďalej;;ďalej;
vykladala;;vykladala;
nákup;nominatív;nákup;akuzatív
Zaspíš;;Zaspíš;
kým;;kým;
sa;akuzatív;sa;
dopečie;;dopečie;
vyhlásila;;vyhlásila;
som;;som;
neisto;;neisto;
Čo;nominatív;Čo;nominatív
je;;je;
s;nominatív;s;
tebou;inštrumentál;tebou;inštrumentál
Keď;;Keď;
sa;akuzatív;sa;
raz;nominatív;raz;
rozhodla;;rozhodla;
piecť;;piecť;
v;akuzatív;v;
takú;akuzatív;takú;akuzatív
nezvyčajnú;akuzatív;nezvyčajnú;akuzatív
hodinu;akuzatív;hodinu;akuzatív
nikto;nominatív;nikto;nominatív
jej;nominatív;jej;datív
v;akuzatív;v;
tom;lokál;tom;lokál
Ak;;Ak;
prirátam;;prirátam;
hodinu;akuzatív;hodinu;akuzatív
na;;na;
pečenie;nominatív;pečenie;akuzatív
bude;;bude;
trištvrte;nominatív;trištvrte;akuzatív
na;;na;
jedenásť;nominatív;jedenásť;akuzatív
Aha;;Aha;
odvetila;;odvetila;
som;;som;
nemastno;;nemastno;
neslano;;neslano;
Podišla;;Podišla;
som;;som;
ku;datív;ku;
kuchynskej;genitív;kuchynskej;datív
doske;datív;doske;datív
a;nominatív;a;
zapla;;zapla;
rádio;nominatív;rádio;akuzatív
Zasmiala;;Zasmiala;
sa;akuzatív;sa;
Keď;;Keď;
sme;;sme;
všetko;nominatív;všetko;akuzatív
spratali;;spratali;
som;;som;
sa;akuzatív;sa;
do;;do;
obývačky;nominatív;obývačky;genitív
a;nominatív;a;
prepínala;;prepínala;
kanály;nominatív;kanály;akuzatív
na;;na;
televízore;lokál;televízore;lokál
Hľadala;;Hľadala;
som;;som;
niečo;nominatív;niečo;akuzatív
čo;nominatív;čo;nominatív
mamu;genitív;mamu;akuzatív
uspí;;uspí;
Usadili;;Usadili;
sme;;sme;
sa;akuzatív;sa;
na;;na;
pohovke;datív;pohovke;lokál
a;nominatív;a;
z;nominatív;z;
kuchyne;nominatív;kuchyne;genitív
sme;;sme;
počuli;;počuli;
hodín;genitív;hodín;genitív
na;;na;
rúre;datív;rúre;lokál
Opatrne;;Opatrne;
som;;som;
vstala;;vstala;
aby;;aby;
som;;som;
ju;akuzatív;ju;akuzatív
a;nominatív;a;
išla;;išla;
som;;som;
vypnúť;;vypnúť;
televízor;nominatív;televízor;akuzatív
V;;V;
šere;lokál;šere;lokál
som;;som;
vybrala;;vybrala;
deku;akuzatív;deku;akuzatív
a;nominatív;a;
pozakrývala;;pozakrývala;
ju;akuzatív;ju;akuzatív
Potom;;Potom;
som;;som;
sa;akuzatív;sa;
po;akuzatív;po;
špičkách;lokál;špičkách;lokál
odkradla;;odkradla;
do;;do;
kuchyne;nominatív;kuchyne;genitív
a;nominatív;a;
potichu;;potichu;
som;;som;
vypla;;vypla;
hodiny;nominatív;hodiny;akuzatív
kapitola;nominatív;kapitola;nominatív
Spokojne;;Spokojne;
som;;som;
sedela;;sedela;
na;;na;
trávniku;datív;trávniku;lokál
pred;akuzatív;pred;
domom;datív;domom;inštrumentál
vdychovala;;vdychovala;
eukalyptovú;akuzatív;eukalyptovú;akuzatív
vôňu;akuzatív;vôňu;akuzatív
a;nominatív;a;
chladnejší;nominatív;chladnejší;akuzatív
vzduch;nominatív;vzduch;akuzatív
i;nominatív;i;
sledovala;;sledovala;
som;;som;
ako;;ako;
nado;akuzatív;nado;
mnou;inštrumentál;mnou;inštrumentál
vetrík;nominatív;vetrík;nominatív
povieva;;povieva;
palmovými;inštrumentál;palmovými;inštrumentál
listami;inštrumentál;listami;inštrumentál
Čakala;;Čakala;
som;;som;
na;;na;
Videla;;Videla;
som;;som;
ako;;ako;
zabočil;;zabočil;
na;;na;
našu;akuzatív;našu;akuzatív
ulicu;akuzatív;ulicu;akuzatív
Odviazal;;Odviazal;
kôš;nominatív;kôš;akuzatív
a;nominatív;a;
podal;;podal;
mi;datív;mi;datív
ho;;ho;akuzatív
Závidela;;Závidela;
som;;som;
chalanom;datív;chalanom;datív
tí;nominatív;tí;nominatív
sa;akuzatív;sa;
majú;;majú;
Aby;;Aby;
ma;genitív;ma;akuzatív
za;genitív;za;
decko;nominatív;decko;akuzatív
pretože;;pretože;
súhlas;nominatív;súhlas;akuzatív
nič;nominatív;nič;akuzatív
som;;som;
mu;datív;mu;datív
Usadili;;Usadili;
sme;;sme;
sa;akuzatív;sa;
pripravení;nominatív;pripravení;nominatív
sledovať;;sledovať;
oblohu;akuzatív;oblohu;akuzatív
Sadla;genitív;Sadla;
som;;som;
si;datív;si;
vedľa;;vedľa;
neho;genitív;neho;genitív
a;nominatív;a;
rukami;inštrumentál;rukami;inštrumentál
som;;som;
si;datív;si;
objala;;objala;
kolená;nominatív;kolená;akuzatív
Cítila;;Cítila;
som;;som;
zvláštny;nominatív;zvláštny;akuzatív
pokoj;nominatív;pokoj;akuzatív
nám;;nám;datív
povedal;;povedal;
že;;že;
o;;o;
sa;akuzatív;sa;
mesiac;nominatív;mesiac;nominatív
začne;;začne;
postupne;;postupne;
pohybovať;;pohybovať;
do;;do;
tieňa;genitív;tieňa;genitív
zeme;nominatív;zeme;genitív
Nastavme;;Nastavme;
si;datív;si;
rovnako;;rovnako;
hodinky;nominatív;hodinky;akuzatív
povedal;;povedal;
Štvrť;nominatív;Štvrť;nominatív
na;;na;
dvanásť;nominatív;dvanásť;akuzatív
povedala;;povedala;
som;;som;
a;nominatív;a;
odvetil;;odvetil;
Správne;;Správne;
sa;akuzatív;sa;
zasmial;;zasmial;
a;nominatív;a;
pomrvil;;pomrvil;
sa;akuzatív;sa;
na;;na;
tvrdých;genitív;tvrdých;lokál
hranatých;genitív;hranatých;lokál
škridlách;lokál;škridlách;lokál
sa;akuzatív;sa;
oprel;;oprel;
o;;o;
lakeť;nominatív;lakeť;akuzatív
Neviem;;Neviem;
si;datív;si;
ťa;genitív;ťa;akuzatív
v;akuzatív;v;
uniforme;datív;uniforme;lokál
predstaviť;;predstaviť;
povedala;;povedala;
som;;som;
Čakali;;Čakali;
že;;že;
aspoň;;aspoň;
jeden;nominatív;jeden;nominatív
z;nominatív;z;
nás;genitív;nás;genitív
pôjde;lokál;pôjde;
v;akuzatív;v;
ich;nominatív;ich;lokál
šľapajach;lokál;šľapajach;lokál
Mhm;;Mhm;
odvetila;;odvetila;
som;;som;
I;;I;
ja;nominatív;ja;nominatív
mám;;mám;
občas;;občas;
dojem;nominatív;dojem;akuzatív
že;;že;
môj;nominatív;môj;akuzatív
život;nominatív;život;akuzatív
riadia;;riadia;
sny;nominatív;sny;nominatív
otvoril;;otvoril;
kôš;nominatív;kôš;akuzatív
a;nominatív;a;
vybral;;vybral;
dve;nominatív;dve;akuzatív
koly;nominatív;koly;akuzatív
Vieš;;Vieš;
minulé;nominatív;minulé;akuzatív
leto;nominatív;leto;akuzatív
som;;som;
mal;;mal;
fantastický;nominatív;fantastický;akuzatív
džob;nominatív;džob;akuzatív
Pokrčil;;Pokrčil;
plecami;inštrumentál;plecami;inštrumentál
a;nominatív;a;
podal;;podal;
mi;datív;mi;datív
Možno;;Možno;
spolu;;spolu;
na;;na;
niečo;nominatív;niečo;akuzatív
prídeme;;prídeme;
mama;nominatív;mama;nominatív
zabalila;;zabalila;
chlebíčky;nominatív;chlebíčky;akuzatív
po;akuzatív;po;
štyroch;genitív;štyroch;lokál
do;;do;
plastovej;genitív;plastovej;genitív
fólie;nominatív;fólie;genitív
a;nominatív;a;
ešte;;ešte;
do;;do;
alobalu;genitív;alobalu;genitív
roztrhol;;roztrhol;
jedno;;jedno;akuzatív
balenie;nominatív;balenie;akuzatív
ale;;ale;
veľmi;;veľmi;
sa;akuzatív;sa;
s;nominatív;s;
ním;inštrumentál;ním;inštrumentál
Poďakovala;;Poďakovala;
som;;som;
sa;akuzatív;sa;
mu;datív;mu;datív
keď;;keď;
mi;datív;mi;datív
kúsok;nominatív;kúsok;akuzatív
podal;;podal;
to;nominatív;to;akuzatív
odvetil;;odvetil;
Nemá;nominatív;Nemá;
čas;nominatív;čas;akuzatív
Zmĺkla;;Zmĺkla;
som;;som;
lebo;;lebo;
som;;som;
si;datív;si;
spomenula;;spomenula;
ako;;ako;
sa;akuzatív;sa;
moja;nominatív;moja;nominatív
mama;nominatív;mama;nominatív
pustila;;pustila;
do;;do;
pečenia;nominatív;pečenia;genitív
aj;;aj;
po;akuzatív;po;
dvoch;genitív;dvoch;lokál
šichtách;lokál;šichtách;lokál
A;;A;
teraz;;teraz;
ti;datív;ti;datív
poviem;;poviem;
niečo;nominatív;niečo;akuzatív
čo;nominatív;čo;nominatív
ti;datív;ti;datív
vyrazí;;vyrazí;
dych;nominatív;dych;akuzatív
začal;;začal;
Presne;;Presne;
povedal;;povedal;
O;;O;
dvadsať;nominatív;dvadsať;akuzatív
minút;genitív;minút;genitív
nastalo;;nastalo;
úplné;nominatív;úplné;nominatív
zatmenie;nominatív;zatmenie;nominatív
Neuveriteľné;nominatív;Neuveriteľné;nominatív
zvolala;;zvolala;
som;;som;
No;;No;
a;nominatív;a;
Tak;;Tak;
tú;;tú;akuzatív
mágiu;akuzatív;mágiu;akuzatív
sledujme;;sledujme;
Kam;;Kam;
ideš;;ideš;
spýtal;;spýtal;
sa;akuzatív;sa;
som;;som;
vyliezla;;vyliezla;
na;;na;
vrchol;nominatív;vrchol;akuzatív
strechy;nominatív;strechy;genitív
chvíľu;;chvíľu;
som;;som;
balansovala;;balansovala;
a;nominatív;a;
opatrne;;opatrne;
som;;som;
zliezla;;zliezla;
na;;na;
opačnú;akuzatív;opačnú;akuzatív
stranu;akuzatív;stranu;akuzatív
Poď;;Poď;
sem;;sem;
zašepkala;;zašepkala;
som;;som;
Keď;;Keď;
prišiel;;prišiel;
ku;datív;ku;
mne;datív;mne;datív
ukázala;;ukázala;
som;;som;
na;;na;
bazén;nominatív;bazén;akuzatív
Na;;Na;
pokojnej;genitív;pokojnej;lokál
hladine;datív;hladine;lokál
plával;;plával;
medený;nominatív;medený;nominatív
odraz;nominatív;odraz;nominatív
mesiaca;genitív;mesiaca;genitív
Aha;;Aha;
zvolali;;zvolali;
sme;;sme;
dvojhlasne;;dvojhlasne;
zašepkal;;zašepkal;
Cítila;;Cítila;
som;;som;
že;;že;
sa;akuzatív;sa;
pohybujú;;pohybujú;
ako;;ako;
keby;;keby;
mi;datív;mi;datív
chceli;;chceli;
prezradiť;;prezradiť;
nejaké;nominatív;nejaké;akuzatív
tajomstvo;nominatív;tajomstvo;akuzatív
ústa;nominatív;ústa;akuzatív
a;nominatív;a;
zľahka;;zľahka;
mi;datív;mi;datív
hrýzol;;hrýzol;
pery;nominatív;pery;akuzatív
ako;;ako;
keby;;keby;
ich;nominatív;ich;akuzatív
ochutnával;;ochutnával;
Okolo;;Okolo;
nás;genitív;nás;genitív
pulzovala;;pulzovala;
noc;nominatív;noc;nominatív
a;nominatív;a;
ozývali;;ozývali;
sa;akuzatív;sa;
známe;nominatív;známe;nominatív
zvuky;nominatív;zvuky;nominatív
okolia;nominatív;okolia;genitív
tlmený;nominatív;tlmený;nominatív
hukot;nominatív;hukot;nominatív
čerpadiel;genitív;čerpadiel;genitív
v;akuzatív;v;
okolitých;genitív;okolitých;lokál
bazénoch;lokál;bazénoch;lokál
Možno;;Možno;
to;nominatív;to;akuzatív
čo;nominatív;čo;nominatív
sa;akuzatív;sa;
potom;;potom;
stalo;;stalo;
zvalím;;zvalím;
na;;na;
mesiac;nominatív;mesiac;akuzatív
Vtom;;Vtom;
sa;akuzatív;sa;
odraz;nominatív;odraz;nominatív
mesiaca;genitív;mesiaca;genitív
rozbil;;rozbil;
na;;na;
črepy;nominatív;črepy;akuzatív
no;;no;
zakrátko;;zakrátko;
sa;akuzatív;sa;
zasa;;zasa;
zjavil;;zjavil;
na;;na;
hladine;datív;hladine;lokál
Voda;nominatív;Voda;nominatív
špliechala;;špliechala;
o;;o;
okraje;nominatív;okraje;akuzatív
a;nominatív;a;
zamočila;;zamočila;
ležadlá;nominatív;ležadlá;akuzatív
pri;lokál;pri;
bazéne;lokál;bazéne;lokál
Poď;;Poď;
aj;;aj;
ty;nominatív;ty;nominatív
zavolal;;zavolal;
pološeptom;;pološeptom;
a;nominatív;a;
šliapal;;šliapal;
vodu;akuzatív;vodu;akuzatív
Potom;;Potom;
som;;som;
oči;nominatív;oči;akuzatív
otvorila;;otvorila;
a;nominatív;a;
v;akuzatív;v;
tme;datív;tme;lokál
som;;som;
smerovala;;smerovala;
k;nominatív;k;
odrazu;;odrazu;datív
mesiaca;genitív;mesiaca;genitív
Je;;Je;
studená;nominatív;studená;nominatív
šliapal;;šliapal;
vodu;akuzatív;vodu;akuzatív
a;nominatív;a;
ako;;ako;
psík;nominatív;psík;nominatív
krúžil;;krúžil;
okolo;;okolo;
mňa;genitív;mňa;genitív
Padajme;;Padajme;
kým;;kým;
nás;genitív;nás;akuzatív
tu;;tu;
zbadá;;zbadá;
správca;nominatív;správca;nominatív
zašepkala;;zašepkala;
som;;som;
Keby;;Keby;
ste;lokál;ste;
tu;;tu;
vyrastali;;vyrastali;
pripadalo;;pripadalo;
by;;by;
vám;datív;vám;datív
to;nominatív;to;nominatív
normálne;;normálne;nominatív
Tak;;Tak;
poď;;poď;
zašepkal;;zašepkal;
Až;;Až;
teraz;;teraz;
som;;som;
si;datív;si;
všimla;;všimla;
že;;že;
je;;je;
Počkaj;;Počkaj;
povedal;;povedal;
vyzul;;vyzul;
si;datív;si;
tenisku;akuzatív;tenisku;akuzatív
a;nominatív;a;
vylial;;vylial;
z;nominatív;z;
nej;genitív;nej;genitív
vodu;akuzatív;vodu;akuzatív
na;;na;
trávnik;nominatív;trávnik;akuzatív
Najprv;;Najprv;
sme;;sme;
sa;akuzatív;sa;
pomaly;;pomaly;
a;nominatív;a;
opatrne;;opatrne;
zakrádali;;zakrádali;
k;nominatív;k;
ich;nominatív;ich;datív
domu;genitív;domu;datív
ale;;ale;
potom;;potom;
sme;;sme;
prebiehali;;prebiehali;
od;genitív;od;
lampy;nominatív;lampy;genitív
k;nominatív;k;
lampe;datív;lampe;datív
Ako;;Ako;
zlodeji;nominatív;zlodeji;nominatív
sme;;sme;
sa;akuzatív;sa;
vyhýbali;;vyhýbali;
osvetleniu;datív;osvetleniu;datív
a;nominatív;a;
snažili;;snažili;
sa;akuzatív;sa;
skrývať;;skrývať;
v;akuzatív;v;
bezpečí;genitív;bezpečí;lokál
noci;nominatív;noci;genitív
Prebehli;;Prebehli;
sme;;sme;
okolo;;okolo;
nich;genitív;nich;genitív
a;nominatív;a;
prešmykli;;prešmykli;
sa;akuzatív;sa;
dozadu;;dozadu;
k;nominatív;k;
dvojmetrovému;datív;dvojmetrovému;datív
múru;genitív;múru;datív
Tu;;Tu;
je;;je;
diera;nominatív;diera;nominatív
zašepkala;;zašepkala;
som;;som;
a;nominatív;a;
vybrala;;vybrala;
trs;nominatív;trs;akuzatív
trávy;nominatív;trávy;genitív
ktorý;nominatív;ktorý;nominatív
zakrýval;;zakrýval;
stupienok;nominatív;stupienok;akuzatív
z;nominatív;z;
palmového;genitív;palmového;genitív
dreva;genitív;dreva;genitív
Sú;;Sú;
tam;;tam;
psi;nominatív;psi;nominatív
spýtal;;spýtal;
sa;akuzatív;sa;
ma;genitív;ma;akuzatív
kým;;kým;
sa;akuzatív;sa;
vyšvihol;;vyšvihol;
na;;na;
múr;nominatív;múr;akuzatív
To;nominatív;To;nominatív
je;;je;
bomba;nominatív;bomba;nominatív
povedal;;povedal;
udivene;;udivene;
na;;na;
mňa;genitív;mňa;akuzatív
pozrel;;pozrel;
či;;či;
mi;datív;mi;datív
Asi;;Asi;
som;;som;
ho;;ho;akuzatív
zabudol;;zabudol;
u;nominatív;u;
vás;genitív;vás;genitív
na;;na;
streche;datív;streche;lokál
V;;V;
podstate;datív;podstate;lokál
som;;som;
blufovala;;blufovala;
Ponáhľala;;Ponáhľala;
som;;som;
sa;akuzatív;sa;
lebo;;lebo;
ak;;ak;
pozrú;;pozrú;
z;nominatív;z;
okna;genitív;okna;genitív
uvidia;;uvidia;
ako;;ako;
sedíme;;sedíme;
na;;na;
múre;lokál;múre;lokál
som;;som;
znepokojiť;;znepokojiť;
ale;;ale;
čím;;čím;
dlhšie;nominatív;dlhšie;
tu;;tu;
ostaneme;;ostaneme;
tým;;tým;
skôr;;skôr;
nás;genitív;nás;akuzatív
zbadajú;;zbadajú;
Majú;;Majú;
nás;genitív;nás;akuzatív
ako;;ako;
na;;na;
dlani;datív;dlani;lokál
Zoskočili;;Zoskočili;
sme;;sme;
do;;do;
mäkkej;genitív;mäkkej;genitív
trávy;nominatív;trávy;genitív
Schuti;;Schuti;
som;;som;
sa;akuzatív;sa;
zasmiala;;zasmiala;
keď;;keď;
na;;na;
trávniku;datív;trávniku;lokál
Potom;;Potom;
sa;akuzatív;sa;
vrhol;;vrhol;
do;;do;
vody;nominatív;vody;genitív
a;nominatív;a;
rozpleštil;;rozpleštil;
sa;akuzatív;sa;
na;;na;
člne;lokál;člne;lokál
až;;až;
ma;genitív;ma;akuzatív
od;genitív;od;
smiechu;genitív;smiechu;genitív
rozbolelo;;rozbolelo;
brucho;nominatív;brucho;nominatív
Od;genitív;Od;
smiechu;genitív;smiechu;genitív
som;;som;
takmer;;takmer;
chodiť;;chodiť;
Po;akuzatív;Po;
chvíli;datív;chvíli;lokál
sme;;sme;
sa;akuzatív;sa;
spamätali;;spamätali;
a;nominatív;a;
uháňali;;uháňali;
preč;;preč;
Chichúňali;;Chichúňali;
sme;;sme;
sa;akuzatív;sa;
ako;;ako;
pojašení;nominatív;pojašení;nominatív
prebehli;;prebehli;
sme;;sme;
cez;akuzatív;cez;
trávnik;nominatív;trávnik;akuzatív
a;nominatív;a;
smerovali;;smerovali;
k;nominatív;k;
múru;genitív;múru;datív
Spojil;;Spojil;
ruky;nominatív;ruky;akuzatív
a;nominatív;a;
ja;nominatív;ja;nominatív
som;;som;
sa;akuzatív;sa;
na;;na;
ne;akuzatív;ne;akuzatív
postavila;;postavila;
Ty;nominatív;Ty;nominatív
odvetil;;odvetil;
Drž;;Drž;
povedal;;povedal;
Snažila;;Snažila;
som;;som;
sa;akuzatív;sa;
zachovať;;zachovať;
rozvahu;akuzatív;rozvahu;akuzatív
ale;;ale;
u;nominatív;u;
sa;akuzatív;sa;
jedno;;jedno;nominatív
svetlo;nominatív;svetlo;nominatív
za;genitív;za;
druhým;datív;druhým;inštrumentál
Ruky;nominatív;Ruky;nominatív
ma;genitív;ma;akuzatív
zúfalo;;zúfalo;
boleli;;boleli;
a;nominatív;a;
na;;na;
krátky;nominatív;krátky;akuzatív
ale;;ale;
nepríjemný;nominatív;nepríjemný;akuzatív
okamih;nominatív;okamih;akuzatív
som;;som;
nadobudla;;nadobudla;
dojem;nominatív;dojem;akuzatív
že;;že;
spadnem;;spadnem;
na;;na;
nesprávnu;akuzatív;nesprávnu;akuzatív
stranu;akuzatív;stranu;akuzatív
Čo;nominatív;Čo;nominatív
sa;akuzatív;sa;
deje;nominatív;deje;
spýtal;;spýtal;
sa;akuzatív;sa;
hoci;;hoci;
sme;;sme;
to;nominatív;to;akuzatív
obaja;nominatív;obaja;nominatív
vedeli;;vedeli;
Zoskočili;;Zoskočili;
sme;;sme;
naraz;;naraz;
Smiali;;Smiali;
sme;;sme;
sa;akuzatív;sa;
až;;až;
sme;;sme;
lapali;;lapali;
dych;nominatív;dych;akuzatív
a;nominatív;a;
držali;;držali;
sa;akuzatív;sa;
za;genitív;za;
ruky;nominatív;ruky;akuzatív
Si;datív;Si;
super;nominatív;super;nominatív
povedal;;povedal;
Radšej;;Radšej;nominatív
padajme;;padajme;
Pred;akuzatív;Pred;
naším;inštrumentál;naším;inštrumentál
domom;datív;domom;inštrumentál
sme;;sme;
sa;akuzatív;sa;
zvalili;;zvalili;
do;;do;
trávy;nominatív;trávy;genitív
od;genitív;od;
behu;genitív;behu;genitív
sme;;sme;
sa;akuzatív;sa;
smiali;;smiali;
Po;akuzatív;Po;
chvíli;datív;chvíli;lokál
vyliezol;;vyliezol;
na;;na;
strechu;akuzatív;strechu;akuzatív
Vzal;;Vzal;
kôš;nominatív;kôš;akuzatív
a;nominatív;a;
deku;akuzatív;deku;akuzatív
do;;do;
ktorej;genitív;ktorej;genitív
sme;;sme;
sa;akuzatív;sa;
spolu;;spolu;
zabalili;;zabalili;
Myslíš;;Myslíš;
že;;že;
nás;genitív;nás;akuzatív
spoznal;;spoznal;
spýtal;;spýtal;
sa;akuzatív;sa;
keď;;keď;
sme;;sme;
sa;akuzatív;sa;
prestali;;prestali;
triasť;;triasť;
Pokrútila;;Pokrútila;
som;;som;
hlavou;inštrumentál;hlavou;inštrumentál
odvetila;;odvetila;
som;;som;
Asi;;Asi;
ho;;ho;akuzatív
viac;nominatív;viac;
zaujímal;;zaujímal;
mesiac;nominatív;mesiac;nominatív
Mlčky;;Mlčky;
sme;;sme;
sedeli;;sedeli;
a;nominatív;a;
dívali;;dívali;
sa;akuzatív;sa;
ako;;ako;
medená;nominatív;medená;nominatív
žiara;nominatív;žiara;nominatív
pomaly;;pomaly;
bledne;;bledne;
som;;som;
ho;;ho;akuzatív
Napokon;;Napokon;
sme;;sme;
z;nominatív;z;
kríkov;genitív;kríkov;genitív
vybrali;;vybrali;
bicykel;nominatív;bicykel;akuzatív
a;nominatív;a;
pomaly;;pomaly;
sme;;sme;
vyšli;;vyšli;
na;;na;
ulicu;akuzatív;ulicu;akuzatív
Poskladali;;Poskladali;
sme;;sme;
vlhkú;akuzatív;vlhkú;akuzatív
deku;akuzatív;deku;akuzatív
napchali;;napchali;
ju;akuzatív;ju;akuzatív
do;;do;
koša;genitív;koša;genitív
ktorý;nominatív;ktorý;akuzatív
sme;;sme;
pomaly;;pomaly;
uväzovali;;uväzovali;
o;;o;
Vedela;;Vedela;
som;;som;
že;;že;
obaja;nominatív;obaja;nominatív
túžime;;túžime;
aby;;aby;
táto;nominatív;táto;nominatív
čarovná;nominatív;čarovná;nominatív
noc;nominatív;noc;nominatív
trvala;;trvala;
večne;;večne;
zašepkal;;zašepkal;
objal;;objal;
ma;genitív;ma;akuzatív
okolo;;okolo;
krku;genitív;krku;genitív
a;nominatív;a;
hladkal;;hladkal;
ma;genitív;ma;akuzatív
po;akuzatív;po;
vlasoch;lokál;vlasoch;lokál
Nato;;Nato;
ma;genitív;ma;akuzatív
pobozkal;;pobozkal;
Bez;genitív;Bez;
problémov;genitív;problémov;genitív
našiel;;našiel;
moje;nominatív;moje;akuzatív
pery;nominatív;pery;akuzatív
akoby;;akoby;
dôverne;;dôverne;
poznal;;poznal;
moju;akuzatív;moju;akuzatív
tvár;nominatív;tvár;akuzatív
Váhavo;;Váhavo;
