Slovo;Číslo;Slovo2;Číslo2
v;;v;
sledovaných;množné;sledovaných;množné
právnych;množné;právnych;množné
normách;množné;normách;množné
Táto;jednotné;Táto;jednotné
výsada;jednotné;výsada;jednotné
zahŕňa;jednotné;zahŕňa;jednotné
najmä;;najmä;
stručne;;stručne;
povedané;množné;povedané;jednotné
právomoc;jednotné;právomoc;jednotné
uhorského;jednotné;uhorského;jednotné
panovníka;jednotné;panovníka;jednotné
zriaďovať;;zriaďovať;
vo;;vo;
svojej;jednotné;svojej;jednotné
krajine;jednotné;krajine;jednotné
nové;množné;nové;množné
diecézy;množné;diecézy;množné
a;množné;a;
právomoc;jednotné;právomoc;jednotné
dosadzovať;;dosadzovať;
biskupov;množné;biskupov;množné
a;množné;a;
ďalších;množné;ďalších;množné
vyšších;množné;vyšších;množné
cirkevných;množné;cirkevných;množné
hodnostárov;množné;hodnostárov;množné
do;;do;
svojich;množné;svojich;množné
úradov;množné;úradov;množné
V;;V;
období;množné;období;jednotné
vzniku;jednotné;vzniku;jednotné
uhorskej;jednotné;uhorskej;jednotné
cirkevnej;jednotné;cirkevnej;jednotné
organizácie;množné;organizácie;jednotné
problém;jednotné;problém;jednotné
či;;či;
si;;si;
uhorský;jednotné;uhorský;jednotné
kráľ;jednotné;kráľ;jednotné
uzurpoval;jednotné;uzurpoval;jednotné
práva;jednotné;práva;množné
Apoštolskému;jednotné;Apoštolskému;jednotné
stolcu;jednotné;stolcu;jednotné
ešte;;ešte;
rozhodujúcu;jednotné;rozhodujúcu;jednotné
úlohu;jednotné;úlohu;jednotné
Hlavnými;množné;Hlavnými;množné
aktérmi;množné;aktérmi;množné
tohto;jednotné;tohto;jednotné
procesu;jednotné;procesu;jednotné
boli;množné;boli;množné
cisár;jednotné;cisár;jednotné
Oto;jednotné;Oto;jednotné
a;množné;a;
pápež;jednotné;pápež;jednotné
Silvester;jednotné;Silvester;jednotné
Za;;Za;
pôvodcu;jednotné;pôvodcu;jednotné
politiky;množné;politiky;jednotné
ako;;ako;
aj;;aj;
jeho;množné;jeho;jednotné
politiky;množné;politiky;jednotné
voči;;voči;
krajinám;množné;krajinám;množné
ležiacim;množné;ležiacim;množné
na;;na;
východ;jednotné;východ;jednotné
od;;od;
ríšskych;množné;ríšskych;množné
hraníc;množné;hraníc;množné
sa;;sa;
pokladá;jednotné;pokladá;jednotné
z;množné;z;
Štefan;jednotné;Štefan;jednotné
bol;množné;bol;jednotné
prinajmenšom;;prinajmenšom;
od;;od;
kanonizácie;množné;kanonizácie;jednotné
roku;jednotné;roku;jednotné
ako;;ako;
apoštol;jednotné;apoštol;jednotné
svojho;jednotné;svojho;jednotné
ľudu;jednotné;ľudu;jednotné
Jeho;množné;Jeho;jednotné
kult;jednotné;kult;jednotné
mal;;mal;jednotné
okrem;;okrem;
rozmeru;jednotné;rozmeru;jednotné
spontánneho;jednotné;spontánneho;jednotné
ľudového;jednotné;ľudového;jednotné
uctievania;množné;uctievania;jednotné
aj;;aj;
rozmer;jednotné;rozmer;jednotné
štátneho;jednotné;štátneho;jednotné
kultu;jednotné;kultu;jednotné
a;množné;a;
panovnícky;jednotné;panovnícky;jednotné
dvor;jednotné;dvor;jednotné
ho;;ho;jednotné
šíril;jednotné;šíril;jednotné
Delikvent;jednotné;Delikvent;jednotné
ktorý;jednotné;ktorý;jednotné
tento;jednotné;tento;jednotné
zákaz;jednotné;zákaz;jednotné
poruší;jednotné;poruší;jednotné
má;jednotné;má;jednotné
byť;;byť;
Väčšina;jednotné;Väčšina;jednotné
neskorších;množné;neskorších;množné
bádateľov;množné;bádateľov;množné
sa;;sa;
uspokojila;jednotné;uspokojila;jednotné
s;množné;s;
jednoduchým;množné;jednoduchým;jednotné
tohto;jednotné;tohto;jednotné
zistenia;množné;zistenia;jednotné
V;;V;
širších;množné;širších;množné
súvislostiach;množné;súvislostiach;množné
to;jednotné;to;jednotné
zasa;;zasa;
podľa;;podľa;
nás;množné;nás;množné
poukazuje;jednotné;poukazuje;jednotné
na;;na;
podobnosť;jednotné;podobnosť;jednotné
postavenia;množné;postavenia;jednotné
franských;množné;franských;množné
panovníkov;množné;panovníkov;množné
a;množné;a;
Štefana;jednotné;Štefana;jednotné
I;;I;
vo;;vo;
svojich;množné;svojich;množné
štátnych;množné;štátnych;množné
cirkvách;množné;cirkvách;množné
V;;V;
sledovaných;množné;sledovaných;množné
zbierkach;množné;zbierkach;množné
kánonického;jednotné;kánonického;jednotné
práva;jednotné;práva;jednotné
nachádzame;množné;nachádzame;množné
celý;jednotné;celý;jednotné
rad;jednotné;rad;jednotné
podobných;množné;podobných;množné
ustanovení;množné;ustanovení;množné
Formulácia;jednotné;Formulácia;jednotné
implikuje;jednotné;implikuje;jednotné
interpretáciu;jednotné;interpretáciu;jednotné
že;;že;
biskupi;množné;biskupi;množné
vykonávali;množné;vykonávali;množné
svoj;jednotné;svoj;jednotné
úrad;jednotné;úrad;jednotné
z;množné;z;
vôle;množné;vôle;jednotné
panovníka;jednotné;panovníka;jednotné
že;;že;
on;jednotné;on;jednotné
im;množné;im;množné
udeľoval;jednotné;udeľoval;jednotné
mandát;jednotné;mandát;jednotné
na;;na;
reálne;;reálne;jednotné
pôsobenie;jednotné;pôsobenie;jednotné
v;;v;
ich;množné;ich;jednotné
úrade;jednotné;úrade;jednotné
Toto;jednotné;Toto;jednotné
spolu;;spolu;
s;množné;s;
predchádzajúcou;jednotné;predchádzajúcou;jednotné
svätoštefanskou;jednotné;svätoštefanskou;jednotné
právnou;jednotné;právnou;jednotné
normou;jednotné;normou;jednotné
dobre;;dobre;
korešponduje;jednotné;korešponduje;jednotné
s;množné;s;
výnimočným;množné;výnimočným;jednotné
postavením;jednotné;postavením;jednotné
uhorského;jednotné;uhorského;jednotné
kráľa;jednotné;kráľa;jednotné
v;;v;
krajinskej;jednotné;krajinskej;jednotné
cirkvi;množné;cirkvi;jednotné
V;;V;
prípade;jednotné;prípade;jednotné
že;;že;
klerik;jednotné;klerik;jednotné
žaluje;jednotné;žaluje;jednotné
laika;jednotné;laika;jednotné
má;jednotné;má;jednotné
sa;;sa;
spor;jednotné;spor;jednotné
prerokovať;;prerokovať;
pred;;pred;
svetským;množné;svetským;jednotné
sudcom;množné;sudcom;jednotné
V;;V;
našich;množné;našich;množné
zbierkach;množné;zbierkach;množné
kánonického;jednotné;kánonického;jednotné
práva;jednotné;práva;jednotné
máme;množné;máme;množné
doslova;;doslova;
záľahu;jednotné;záľahu;jednotné
ustanovení;množné;ustanovení;množné
ktoré;množné;ktoré;množné
hovoria;množné;hovoria;množné
o;;o;
tom;jednotné;tom;jednotné
istom;jednotné;istom;jednotné
Viac;jednotné;Viac;jednotné
ich;množné;ich;množné
je;jednotné;je;jednotné
pochopiteľne;;pochopiteľne;
v;;v;
zbierkach;množné;zbierkach;množné
z;množné;z;
reformného;jednotné;reformného;jednotné
obdobia;množné;obdobia;jednotné
K;;K;
tejto;jednotné;tejto;jednotné
problematike;jednotné;problematike;jednotné
patria;množné;patria;množné
podľa;;podľa;
nášho;jednotné;nášho;jednotné
názoru;jednotné;názoru;jednotné
i;množné;i;
právne;;právne;množné
normy;množné;normy;množné
ktoré;množné;ktoré;množné
upravujú;množné;upravujú;množné
niektoré;množné;niektoré;množné
procesné;množné;procesné;množné
záležitosti;množné;záležitosti;množné
Tieto;množné;Tieto;množné
právomoci;množné;právomoci;množné
platili;množné;platili;množné
i;množné;i;
v;;v;
nami;množné;nami;množné
sledovanom;jednotné;sledovanom;jednotné
období;množné;období;jednotné
Po;;Po;
skončení;množné;skončení;jednotné
vlády;množné;vlády;jednotné
prvého;jednotné;prvého;jednotné
stredovekého;jednotné;stredovekého;jednotné
západného;jednotné;západného;jednotné
cisára;jednotné;cisára;jednotné
totiž;;totiž;
v;;v;
krajine;jednotné;krajine;jednotné
ochabli;množné;ochabli;množné
štátne;množné;štátne;množné
garancie;množné;garancie;množné
dodržiavania;množné;dodržiavania;jednotné
zákonnosti;množné;zákonnosti;jednotné
Zároveň;;Zároveň;
sa;;sa;
ale;;ale;
postupne;;postupne;
menilo;jednotné;menilo;jednotné
aj;;aj;
ponímanie;jednotné;ponímanie;jednotné
zločinu;jednotné;zločinu;jednotné
a;množné;a;
trestu;jednotné;trestu;jednotné
Tu;;Tu;
ide;jednotné;ide;jednotné
vlastne;;vlastne;
len;;len;
o;;o;
už;;už;
citovaného;jednotné;citovaného;jednotné
zákona;jednotné;zákona;jednotné
teda;;teda;
opäť;;opäť;
o;;o;
určenie;jednotné;určenie;jednotné
prvostupňového;jednotné;prvostupňového;jednotné
odvolacieho;jednotné;odvolacieho;jednotné
súdu;jednotné;súdu;jednotné
Aj;;Aj;
reformný;jednotné;reformný;jednotné
uvádza;jednotné;uvádza;jednotné
vo;;vo;
svojej;jednotné;svojej;jednotné
zbierke;jednotné;zbierke;jednotné
viacero;jednotné;viacero;jednotné
nariadení;množné;nariadení;množné
o;;o;
konaní;množné;konaní;jednotné
synod;množné;synod;množné
V;;V;
zákonníkoch;množné;zákonníkoch;množné
nachádzame;množné;nachádzame;množné
aj;;aj;
ustanovenia;množné;ustanovenia;množné
o;;o;
Božích;množné;Božích;množné
súdoch;množné;súdoch;množné
iracionálnom;jednotné;iracionálnom;jednotné
dôkaznom;jednotné;dôkaznom;jednotné
prostriedku;jednotné;prostriedku;jednotné
ktorý;jednotné;ktorý;jednotné
sa;;sa;
v;;v;
stredovekom;množné;stredovekom;jednotné
súdnom;jednotné;súdnom;jednotné
konaní;množné;konaní;jednotné
hojne;;hojne;
aplikoval;jednotné;aplikoval;jednotné
Tento;jednotné;Tento;jednotné
spôsob;jednotné;spôsob;jednotné
vyšetrovania;množné;vyšetrovania;jednotné
viny;množné;viny;jednotné
či;;či;
neviny;množné;neviny;jednotné
podozrivých;množné;podozrivých;množné
osôb;množné;osôb;množné
je;jednotné;je;jednotné
vlastný;jednotné;vlastný;jednotné
mnohým;množné;mnohým;množné
archaickým;množné;archaickým;množné
kultúram;množné;kultúram;množné
a;množné;a;
do;;do;
cirkevného;jednotné;cirkevného;jednotné
súdnictva;jednotné;súdnictva;jednotné
sa;;sa;
dostal;jednotné;dostal;jednotné
prostredníctvom;;prostredníctvom;
germánskeho;jednotné;germánskeho;jednotné
práva;jednotné;práva;jednotné
v;;v;
období;množné;období;jednotné
jeho;množné;jeho;jednotné
výraznejšieho;jednotné;výraznejšieho;jednotné
vplyvu;jednotné;vplyvu;jednotné
na;;na;
cirkevné;množné;cirkevné;jednotné
právo;jednotné;právo;jednotné
teda;;teda;
v;;v;
období;množné;období;jednotné
od;;od;
prvej;jednotné;prvej;jednotné
polovice;množné;polovice;jednotné
storočia;množné;storočia;jednotné
do;;do;
začiatku;jednotné;začiatku;jednotné
storočia;množné;storočia;jednotné
V;;V;
sledovaných;množné;sledovaných;množné
cirkevnoprávnych;množné;cirkevnoprávnych;množné
zbierkach;množné;zbierkach;množné
sme;množné;sme;množné
pendanty;množné;pendanty;množné
k;množné;k;
uhorským;množné;uhorským;množné
úpravám;množné;úpravám;množné
V;;V;
tom;jednotné;tom;jednotné
prípade;jednotné;prípade;jednotné
však;;však;
ide;jednotné;ide;jednotné
o;;o;
veľmi;;veľmi;
zaujímavý;jednotné;zaujímavý;jednotné
príklad;jednotné;príklad;jednotné
prenosu;jednotné;prenosu;jednotné
archaických;množné;archaických;množné
právnych;množné;právnych;množné
zvyklostí;množné;zvyklostí;množné
do;;do;
uhorského;jednotné;uhorského;jednotné
práva;jednotné;práva;jednotné
a;množné;a;
ich;množné;ich;jednotné
aj;;aj;
v;;v;
podmienkach;množné;podmienkach;množné
reforiem;množné;reforiem;množné
Táto;jednotné;Táto;jednotné
téma;jednotné;téma;jednotné
by;jednotné;by;
si;;si;
preto;;preto;
iste;;iste;
zaslúžila;jednotné;zaslúžila;jednotné
samostatné;množné;samostatné;jednotné
obšírnejšie;;obšírnejšie;jednotné
spracovanie;jednotné;spracovanie;jednotné
Ide;jednotné;Ide;jednotné
v;;v;
nich;množné;nich;množné
napospol;;napospol;
o;;o;
podmienok;množné;podmienok;množné
azylu;jednotné;azylu;jednotné
pre;;pre;
zlodejov;množné;zlodejov;množné
ktorí;množné;ktorí;množné
utečú;množné;utečú;množné
do;;do;
kostolov;množné;kostolov;množné
Na;;Na;
druhej;jednotné;druhej;jednotné
strane;jednotné;strane;jednotné
je;jednotné;je;jednotné
zaujímavé;množné;zaujímavé;jednotné
že;;že;
v;;v;
sledovaných;množné;sledovaných;množné
cirkevnoprávnych;množné;cirkevnoprávnych;množné
zbierkach;množné;zbierkach;množné
sme;množné;sme;množné
žiadne;množné;žiadne;množné
ustanovenia;množné;ustanovenia;množné
o;;o;
podmienkach;množné;podmienkach;množné
využívania;množné;využívania;jednotné
azylu;jednotné;azylu;jednotné
Táto;jednotné;Táto;jednotné
imunita;jednotné;imunita;jednotné
sa;;sa;
potom;;potom;
vzťahovala;jednotné;vzťahovala;jednotné
aj;;aj;
na;;na;
všetkých;množné;všetkých;množné
ľudí;množné;ľudí;množné
ktorí;množné;ktorí;množné
sa;;sa;
v;;v;
objekte;jednotné;objekte;jednotné
zdržiavali;množné;zdržiavali;množné
Tak;;Tak;
je;jednotné;je;jednotné
to;jednotné;to;jednotné
i;množné;i;
vo;;vo;
viacerých;množné;viacerých;množné
právnych;množné;právnych;množné
normách;množné;normách;množné
Nimi;množné;Nimi;množné
sa;;sa;
budeme;množné;budeme;množné
zaoberať;;zaoberať;
podrobnejšie;;podrobnejšie;
Vo;;Vo;
svätoštefanských;množné;svätoštefanských;množné
zákonoch;množné;zákonoch;množné
je;jednotné;je;jednotné
prítomná;jednotné;prítomná;jednotné
už;;už;
spomínaná;jednotné;spomínaná;jednotné
kombinovaná;jednotné;kombinovaná;jednotné
sankcia;jednotné;sankcia;jednotné
za;;za;
tento;jednotné;tento;jednotné
zločin;jednotné;zločin;jednotné
Sankcia;jednotné;Sankcia;jednotné
teda;;teda;
obsahuje;jednotné;obsahuje;jednotné
v;;v;
sebe;jednotné;sebe;jednotné
ako;;ako;
hľadisko;jednotné;hľadisko;jednotné
trestné;množné;trestné;jednotné
tak;;tak;
aj;;aj;
hľadisko;jednotné;hľadisko;jednotné
náhrady;množné;náhrady;jednotné
škody;množné;škody;jednotné
pozostalým;množné;pozostalým;množné
Medzi;;Medzi;
zákonmi;množné;zákonmi;množné
máme;množné;máme;množné
cirkevnú;jednotné;cirkevnú;jednotné
sankciu;jednotné;sankciu;jednotné
v;;v;
prípade;jednotné;prípade;jednotné
zabitia;množné;zabitia;jednotné
nevernej;jednotné;nevernej;jednotné
ženy;množné;ženy;jednotné
a;množné;a;
znásilnenia;množné;znásilnenia;jednotné
Rovnakú;jednotné;Rovnakú;jednotné
spoluprácu;jednotné;spoluprácu;jednotné
so;;so;
svetským;množné;svetským;jednotné
sudcom;množné;sudcom;jednotné
predpokladajú;množné;predpokladajú;množné
v;;v;
citovaných;množné;citovaných;množné
ustanoveniach;množné;ustanoveniach;množné
aj;;aj;
sledované;množné;sledované;množné
súdobé;množné;súdobé;množné
cirkevnoprávne;množné;cirkevnoprávne;množné
príručky;množné;príručky;množné
Jeho;množné;Jeho;jednotné
zbierka;jednotné;zbierka;jednotné
totiž;;totiž;
podľa;;podľa;
nás;množné;nás;množné
predstavuje;jednotné;predstavuje;jednotné
prechodný;jednotné;prechodný;jednotné
typ;jednotné;typ;jednotné
cirkevnoprávnej;jednotné;cirkevnoprávnej;jednotné
zbierky;množné;zbierky;jednotné
ktorý;jednotné;ktorý;jednotné
stojí;jednotné;stojí;jednotné
medzi;;medzi;
cirkevnoprávnymi;množné;cirkevnoprávnymi;množné
zbierkami;množné;zbierkami;množné
v;;v;
období;množné;období;jednotné
dominancie;množné;dominancie;jednotné
germánskeho;jednotné;germánskeho;jednotné
práva;jednotné;práva;jednotné
a;množné;a;
zbierkami;množné;zbierkami;množné
reformnými;množné;reformnými;množné
ktoré;množné;ktoré;množné
sú;množné;sú;množné
diel;jednotné;diel;množné
klasickej;jednotné;klasickej;jednotné
Porušenie;jednotné;Porušenie;jednotné
tohto;jednotné;tohto;jednotné
zákazu;jednotné;zákazu;jednotné
sa;;sa;
trestá;jednotné;trestá;jednotné
odňatím;jednotné;odňatím;jednotné
ťažného;jednotné;ťažného;jednotné
zvieraťa;jednotné;zvieraťa;jednotné
a;množné;a;
náradia;množné;náradia;jednotné
Svätoštefanské;množné;Svätoštefanské;množné
zákony;množné;zákony;množné
okrem;;okrem;
toho;jednotné;toho;jednotné
nariaďujú;množné;nariaďujú;množné
aj;;aj;
povinnú;jednotné;povinnú;jednotné
nedeľnú;jednotné;nedeľnú;jednotné
návštevu;jednotné;návštevu;jednotné
kostola;jednotné;kostola;jednotné
Cirkevnoprávne;množné;Cirkevnoprávne;množné
zbierky;množné;zbierky;množné
naproti;;naproti;
tomu;jednotné;tomu;jednotné
obsahujú;množné;obsahujú;množné
iba;;iba;
všeobecne;;všeobecne;
formulované;množné;formulované;množné
zákazy;množné;zákazy;množné
nedeľnej;jednotné;nedeľnej;jednotné
práce;množné;práce;jednotné
bez;;bez;
udania;množné;udania;jednotné
sankcií;množné;sankcií;množné
Na;;Na;
rozdiel;jednotné;rozdiel;jednotné
od;;od;
svätoštefanskej;jednotné;svätoštefanskej;jednotné
sú;množné;sú;množné
tí;množné;tí;množné
ktorí;množné;ktorí;množné
v;;v;
nedeľu;jednotné;nedeľu;jednotné
do;;do;
kostola;jednotné;kostola;jednotné
potrestaní;množné;potrestaní;množné
prísnejšie;;prísnejšie;
telesným;množné;telesným;jednotné
trestom;množné;trestom;jednotné
Cirkevný;jednotné;Cirkevný;jednotné
trest;jednotné;trest;jednotné
spočíva;jednotné;spočíva;jednotné
v;;v;
pokání;množné;pokání;jednotné
Ide;jednotné;Ide;jednotné
vlastne;;vlastne;
o;;o;
stanovenie;jednotné;stanovenie;jednotné
uhorského;jednotné;uhorského;jednotné
cirkevného;jednotné;cirkevného;jednotné
kalendára;jednotné;kalendára;jednotné
Prvý;jednotné;Prvý;jednotné
z;množné;z;
apoštolov;množné;apoštolov;množné
patril;jednotné;patril;jednotné
v;;v;
celom;jednotné;celom;jednotné
kresťanskom;jednotné;kresťanskom;jednotné
