;Slovo;Slovný druh-Majka;Slovo2;Slovný druh-SNK;Jazykový štýl
6894;prezývka;Podstatné meno;prezývka;Podstatné meno;umelecky_romany
6895;mu;Zámeno;mu;Zámeno;umelecky_romany
6896;prischla;Sloveso;prischla;Sloveso;umelecky_romany
6897;preto;Spojka;preto;Zámeno;umelecky_romany
6898;lebo;Spojka;lebo;Spojka;umelecky_romany
6899;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
6900;v;Predložka;v;Predložka;umelecky_romany
6901;bazéne;Podstatné meno;bazéne;Podstatné meno;umelecky_romany
6902;rútil;Sloveso;rútil;Sloveso;umelecky_romany
6903;ako;Spojka;ako;Spojka;umelecky_romany
6904;rýchlik;Podstatné meno;rýchlik;Podstatné meno;umelecky_romany
6905;To;Zámeno;To;Častica;umelecky_romany
6906;nič;Podstatné meno;nič;Častica;umelecky_romany
6907;odvetila;Sloveso;odvetila;Sloveso;umelecky_romany
6908;som;Sloveso;som;Sloveso;umelecky_romany
6909;ale;Spojka;ale;Spojka;umelecky_romany
6910;pripúšťam;Sloveso;pripúšťam;Sloveso;umelecky_romany
6911;že;Spojka;že;Spojka;umelecky_romany
6912;som;Sloveso;som;Sloveso;umelecky_romany
6913;bola;Podstatné meno;bola;Sloveso;umelecky_romany
6914;sklamaná;Prídavné meno;sklamaná;Príčastie - Sloveso;umelecky_romany
6915;Keď;Spojka;Keď;Spojka;umelecky_romany
6916;sprisahanecky;Príslovka;sprisahanecky;Príslovka;umelecky_romany
6917;ma;Zámeno;ma;Zámeno;umelecky_romany
6918;objal;Sloveso;objal;Sloveso;umelecky_romany
6919;okolo;Príslovka;okolo;Predložka;umelecky_romany
6920;pliec;Podstatné meno;pliec;Podstatné meno;umelecky_romany
6921;a;Spojka;a;Spojka;umelecky_romany
6922;vliezol;Sloveso;vliezol;Sloveso;umelecky_romany
6923;na;Citoslovce;na;Predložka;umelecky_romany
6924;zadné;Prídavné meno;zadné;Prídavné meno;umelecky_romany
6925;sedadlo;Podstatné meno;sedadlo;Podstatné meno;umelecky_romany
6926;nič;Podstatné meno;nič;Zámeno;umelecky_romany
6927;zašepkal;Sloveso;zašepkal;Sloveso;umelecky_romany
6928;Smiala;Sloveso;Smiala;Sloveso;umelecky_romany
6929;som;Sloveso;som;Sloveso;umelecky_romany
6930;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
6931;akoby;Spojka;akoby;Spojka;umelecky_romany
6932;sme;Sloveso;sme;Sloveso;umelecky_romany
6933;boli;Sloveso;boli;Sloveso;umelecky_romany
6934;len;Spojka;len;Častica;umelecky_romany
6935;kamoši;Podstatné meno;kamoši;Podstatné meno;umelecky_romany
6936;ale;Spojka;ale;Spojka;umelecky_romany
6937;keď;Spojka;keď;Spojka;umelecky_romany
6938;som;Sloveso;som;Sloveso;umelecky_romany
6939;si;Zámeno;si;Zvratné zámeno;umelecky_romany
6940;sadla;Podstatné meno;sadla;Sloveso;umelecky_romany
6941;do;Citoslovce;do;Predložka;umelecky_romany
6942;auta;Podstatné meno;auta;Podstatné meno;umelecky_romany
6943;vedľa;Príslovka;vedľa;Predložka;umelecky_romany
6944;na;Citoslovce;na;Predložka;umelecky_romany
6945;ruke;Podstatné meno;ruke;Podstatné meno;umelecky_romany
6946;zimomriavky;Podstatné meno;zimomriavky;Podstatné meno;umelecky_romany
6947;keď;Spojka;keď;Spojka;umelecky_romany
6948;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
6949;ma;Zámeno;ma;Zámeno;umelecky_romany
6950;zakričal;Sloveso;zakričal;Sloveso;umelecky_romany
6951;niekto;Zámeno;niekto;Zámeno;umelecky_romany
6952;Švihaj;Sloveso;Švihaj;Sloveso;umelecky_romany
6953;Trochu;Číslovka;Trochu;Príslovka;umelecky_romany
6954;sme;Sloveso;sme;Sloveso;umelecky_romany
6955;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
6956;potlačili;Sloveso;potlačili;Sloveso;umelecky_romany
6957;aby;Spojka;aby;Spojka;umelecky_romany
6958;sme;Sloveso;sme;Sloveso;umelecky_romany
6959;mu;Zámeno;mu;Zámeno;umelecky_romany
6960;urobili;Sloveso;urobili;Sloveso;umelecky_romany
6961;miesto;Podstatné meno;miesto;Podstatné meno;umelecky_romany
6962;Tak;Príslovka;Tak;Častica;umelecky_romany
6963;toto;Zámeno;toto;Zámeno;umelecky_romany
6964;je;Sloveso;je;Sloveso;umelecky_romany
6965;ten;Zámeno;ten;Zámeno;umelecky_romany
6966;pocit;Podstatné meno;pocit;Podstatné meno;umelecky_romany
6967;ktorý;Zámeno;ktorý;Zámeno;umelecky_romany
6968;znamená;Sloveso;znamená;Sloveso;umelecky_romany
6969;že;Spojka;že;Spojka;umelecky_romany
6970;sú;Sloveso;sú;Sloveso;umelecky_romany
6971;dvaja;Číslovka;dvaja;Číslovka;umelecky_romany
6972;zaľúbení;Podstatné meno;zaľúbení;Príčastie - Sloveso;umelecky_romany
6973;O;Citoslovce;O;Predložka;umelecky_romany
6974;toto;Zámeno;toto;Zámeno;umelecky_romany
6975;som;Sloveso;som;Sloveso;umelecky_romany
6976;prišla;Sloveso;prišla;Sloveso;umelecky_romany
6977;Všetci;Zámeno;Všetci;Zámeno;umelecky_romany
6978;zakričal;Sloveso;zakričal;Sloveso;umelecky_romany
6979;Rýchlik;Podstatné meno;Rýchlik;Podstatné meno;umelecky_romany
6980;Páčilo;Sloveso;Páčilo;Sloveso;umelecky_romany
6981;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
6982;mu;Zámeno;mu;Zámeno;umelecky_romany
6983;že;Spojka;že;Spojka;umelecky_romany
6984;je;Sloveso;je;Sloveso;umelecky_romany
6985;kapitánom;Podstatné meno;kapitánom;Podstatné meno;umelecky_romany
6986;nášho;Zámeno;nášho;Zámeno;umelecky_romany
6987;tímu;Podstatné meno;tímu;Podstatné meno;umelecky_romany
6988;Dobre;Príslovka;Dobre;Častica;umelecky_romany
6989;povedal;Sloveso;povedal;Sloveso;umelecky_romany
6990;Počas;Predložka;Počas;Predložka;umelecky_romany
6991;jazdy;Podstatné meno;jazdy;Podstatné meno;umelecky_romany
6992;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
6993;Rýchlik;Podstatné meno;Rýchlik;Podstatné meno;umelecky_romany
6994;a;Spojka;a;Spojka;umelecky_romany
6995;stanicu;Podstatné meno;stanicu;Podstatné meno;umelecky_romany
6996;naladia;Sloveso;naladia;Sloveso;umelecky_romany
6997;vo;Predložka;vo;Predložka;umelecky_romany
6998;vreckách;Podstatné meno;vreckách;Podstatné meno;umelecky_romany
6999;aby;Spojka;aby;Spojka;umelecky_romany
7000;dali;Sloveso;dali;Sloveso;umelecky_romany
7001;dokopy;Príslovka;dokopy;Príslovka;umelecky_romany
7002;drobáky;Podstatné meno;drobáky;Podstatné meno;umelecky_romany
7003;na;Citoslovce;na;Predložka;umelecky_romany
7004;prvú;Číslovka;prvú;Číslovka;umelecky_romany
7005;pizzu;Podstatné meno;pizzu;Podstatné meno;umelecky_romany
7006;Čo;Zámeno;Čo;Zámeno;umelecky_romany
7007;by;Spojka;by;Kondicionálová morféma;umelecky_romany
7008;si;Zámeno;si;Sloveso;umelecky_romany
7009;chcela;Sloveso;chcela;Sloveso;umelecky_romany
7010;robiť;Sloveso;robiť;Sloveso;umelecky_romany
7011;v;Predložka;v;Predložka;umelecky_romany
7012;sobotu;Podstatné meno;sobotu;Podstatné meno;umelecky_romany
7013;spýtal;Sloveso;spýtal;Sloveso;umelecky_romany
7014;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7015;som;Sloveso;som;Sloveso;umelecky_romany
7016;na;Citoslovce;na;Predložka;umelecky_romany
7017;uchu;Podstatné meno;uchu;Podstatné meno;umelecky_romany
7018;zacítila;Sloveso;zacítila;Sloveso;umelecky_romany
7019;jeho;Zámeno;jeho;Zámeno;umelecky_romany
7020;dych;Podstatné meno;dych;Podstatné meno;umelecky_romany
7021;Tá;Zámeno;Tá;Zámeno;umelecky_romany
7022;otázka;Podstatné meno;otázka;Podstatné meno;umelecky_romany
7023;ma;Zámeno;ma;Zámeno;umelecky_romany
7024;zmiatla;Sloveso;zmiatla;Sloveso;umelecky_romany
7025;Kino;Podstatné meno;Kino;Podstatné meno;umelecky_romany
7026;navrhla;Sloveso;navrhla;Sloveso;umelecky_romany
7027;som;Sloveso;som;Sloveso;umelecky_romany
7028;som;Sloveso;som;Sloveso;umelecky_romany
7029;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7030;dívala;Sloveso;dívala;Sloveso;umelecky_romany
7031;na;Citoslovce;na;Predložka;umelecky_romany
7032;sedadlo;Podstatné meno;sedadlo;Podstatné meno;umelecky_romany
7033;pred;Predložka;pred;Predložka;umelecky_romany
7034;sebou;Zámeno;sebou;Zámeno;umelecky_romany
7035;som;Sloveso;som;Sloveso;umelecky_romany
7036;Začervenala;Sloveso;Začervenala;Sloveso;umelecky_romany
7037;som;Sloveso;som;Sloveso;umelecky_romany
7038;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7039;a;Spojka;a;Spojka;umelecky_romany
7040;zľahka;Príslovka;zľahka;Príslovka;umelecky_romany
7041;som;Sloveso;som;Sloveso;umelecky_romany
7042;ho;Zámeno;ho;Zámeno;umelecky_romany
7043;plesla;Sloveso;plesla;Sloveso;umelecky_romany
7044;po;Predložka;po;Predložka;umelecky_romany
7045;kolene;Podstatné meno;kolene;Podstatné meno;umelecky_romany
7046;Zasmial;Sloveso;Zasmial;Sloveso;umelecky_romany
7047;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7048;a;Spojka;a;Spojka;umelecky_romany
7049;ja;Zámeno;ja;Zámeno;umelecky_romany
7050;som;Sloveso;som;Sloveso;umelecky_romany
7051;si;Zámeno;si;Zvratné zámeno;umelecky_romany
7052;uvedomila;Sloveso;uvedomila;Sloveso;umelecky_romany
7053;že;Spojka;že;Spojka;umelecky_romany
7054;napätie;Podstatné meno;napätie;Podstatné meno;umelecky_romany
7055;pominulo;Sloveso;pominulo;Sloveso;umelecky_romany
7056;Vezmi;Sloveso;Vezmi;Sloveso;umelecky_romany
7057;ju;Zámeno;ju;Zámeno;umelecky_romany
7058;na;Citoslovce;na;Predložka;umelecky_romany
7059;preteky;Podstatné meno;preteky;Podstatné meno;umelecky_romany
7060;chrtov;Podstatné meno;chrtov;Podstatné meno;umelecky_romany
7061;navrhol;Sloveso;navrhol;Sloveso;umelecky_romany
7062;zrazu;Príslovka;zrazu;Príslovka;umelecky_romany
7063;všetci;Zámeno;všetci;Zámeno;umelecky_romany
7064;hýrili;Sloveso;hýrili;Sloveso;umelecky_romany
7065;nápadmi;Podstatné meno;nápadmi;Podstatné meno;umelecky_romany
7066;Radšej;Častice;Radšej;Prídavné meno;umelecky_romany
7067;choďte;Sloveso;choďte;Sloveso;umelecky_romany
7068;na;Citoslovce;na;Predložka;umelecky_romany
7069;večeru;Podstatné meno;večeru;Podstatné meno;umelecky_romany
7070;ku;Predložka;ku;Predložka;umelecky_romany
7071;Kojotovi;Podstatné meno;Kojotovi;Podstatné meno;umelecky_romany
7072;pokračovala;Sloveso;pokračovala;Sloveso;umelecky_romany
7073;som;Sloveso;som;Sloveso;umelecky_romany
7074;si;Zámeno;si;Zvratné zámeno;umelecky_romany
7075;Ani;Spojka;Ani;Častica;umelecky_romany
7076;jeden;Číslovka;jeden;Číslovka;umelecky_romany
7077;návrh;Podstatné meno;návrh;Podstatné meno;umelecky_romany
7078;ma;Zámeno;ma;Zámeno;umelecky_romany
7079;Vtom;Príslovka;Vtom;Príslovka;umelecky_romany
7080;mi;Zámeno;mi;Zámeno;umelecky_romany
7081;Našťastie;Častice;Našťastie;Častica;umelecky_romany
7082;sme;Sloveso;sme;Sloveso;umelecky_romany
7083;zastali;Sloveso;zastali;Sloveso;umelecky_romany
7084;pri;Predložka;pri;Predložka;umelecky_romany
7085;obrubníku;Podstatné meno;obrubníku;Podstatné meno;umelecky_romany
7086;pred;Predložka;pred;Predložka;umelecky_romany
7087;pizzeriou;Podstatné meno;pizzeriou;Podstatné meno;umelecky_romany
7088;Rajské;Prídavné meno;Rajské;Prídavné meno;umelecky_romany
7089;slasti;Podstatné meno;slasti;Podstatné meno;umelecky_romany
7090;a;Spojka;a;Spojka;umelecky_romany
7091;všetci;Zámeno;všetci;Zámeno;umelecky_romany
7092;náhle;Príslovka;náhle;Príslovka;umelecky_romany
7093;stratili;Sloveso;stratili;Sloveso;umelecky_romany
7094;o;Citoslovce;o;Predložka;umelecky_romany
7095;nás;Zámeno;nás;Zámeno;umelecky_romany
7096;záujem;Podstatné meno;záujem;Podstatné meno;umelecky_romany
7097;keďže;Spojka;keďže;Spojka;umelecky_romany
7098;snívali;Sloveso;snívali;Sloveso;umelecky_romany
7099;o;Citoslovce;o;Predložka;umelecky_romany
7100;pizze;Podstatné meno;pizze;Podstatné meno;umelecky_romany
7101;Zaplaťte;Sloveso;Zaplaťte;Sloveso;umelecky_romany
7102;povedal;Sloveso;povedal;Sloveso;umelecky_romany
7103;Rýchlik;Podstatné meno;Rýchlik;Podstatné meno;umelecky_romany
7104;ktorý;Zámeno;ktorý;Zámeno;umelecky_romany
7105;dal;Sloveso;dal;Sloveso;umelecky_romany
7106;kolovať;Sloveso;kolovať;Sloveso;umelecky_romany
7107;plaveckú;Prídavné meno;plaveckú;Prídavné meno;umelecky_romany
7108;čiapku;Podstatné meno;čiapku;Podstatné meno;umelecky_romany
7109;Veľká;Prídavné meno;Veľká;Prídavné meno;umelecky_romany
7110;vegetariánska;Prídavné meno;vegetariánska;Prídavné meno;umelecky_romany
7111;stojí;Sloveso;stojí;Sloveso;umelecky_romany
7112;deväť;Číslovka;deväť;Číslovka;umelecky_romany
7113;dolárov;Podstatné meno;dolárov;Podstatné meno;umelecky_romany
7114;Mám;Sloveso;Mám;Sloveso;umelecky_romany
7115;len;Spojka;len;Častica;umelecky_romany
7116;dvadsiatku;Podstatné meno;dvadsiatku;Číslovka;umelecky_romany
7117;povedala;Sloveso;povedala;Sloveso;umelecky_romany
7118;prišla;Sloveso;prišla;Sloveso;umelecky_romany
7119;až;Príslovka;až;Častica;umelecky_romany
7120;k;Podstatné meno;k;Predložka;umelecky_romany
7121;nej;Zámeno;nej;Zámeno;umelecky_romany
7122;Môžeš;Sloveso;Môžeš;Sloveso;umelecky_romany
7123;si;Zámeno;si;Zvratné zámeno;umelecky_romany
7124;dať;Sloveso;dať;Sloveso;umelecky_romany
7125;za;Predložka;za;Predložka;umelecky_romany
7126;mňa;Zámeno;mňa;Zámeno;umelecky_romany
7127;povedala;Sloveso;povedala;Sloveso;umelecky_romany
7128;som;Sloveso;som;Sloveso;umelecky_romany
7129;Máš;Sloveso;Máš;Sloveso;umelecky_romany
7130;žalúdočné;Prídavné meno;žalúdočné;Prídavné meno;umelecky_romany
7131;problémy;Podstatné meno;problémy;Podstatné meno;umelecky_romany
7132;odvetila;Sloveso;odvetila;Sloveso;umelecky_romany
7133;som;Sloveso;som;Sloveso;umelecky_romany
7134;a;Spojka;a;Spojka;umelecky_romany
7135;žmurkla;Sloveso;žmurkla;Sloveso;umelecky_romany
7136;na;Citoslovce;na;Predložka;umelecky_romany
7137;povedala;Sloveso;povedala;Sloveso;umelecky_romany
7138;som;Sloveso;som;Sloveso;umelecky_romany
7139;alergický;Prídavné meno;alergický;Prídavné meno;umelecky_romany
7140;zastonal;Sloveso;zastonal;Sloveso;umelecky_romany
7141;by;Spojka;by;Kondicionálová morféma;umelecky_romany
7142;mal;Skratka;mal;Sloveso;umelecky_romany
7143;mať;Podstatné meno;mať;Sloveso;umelecky_romany
7144;šofér;Podstatné meno;šofér;Podstatné meno;umelecky_romany
7145;právo;Podstatné meno;právo;Podstatné meno;umelecky_romany
7146;veta;Podstatné meno;veta;Podstatné meno;umelecky_romany
7147;navrhol;Sloveso;navrhol;Sloveso;umelecky_romany
7148;Rýchlik;Podstatné meno;Rýchlik;Podstatné meno;umelecky_romany
7149;akože;Zámeno;akože;Spojka;umelecky_romany
7150;naňho;Zámeno;naňho;Zámeno;umelecky_romany
7151;zakričí;Sloveso;zakričí;Sloveso;umelecky_romany
7152;ale;Spojka;ale;Spojka;umelecky_romany
7153;vzápätí;Príslovka;vzápätí;Príslovka;umelecky_romany
7154;si;Zámeno;si;Zvratné zámeno;umelecky_romany
7155;to;Zámeno;to;Zámeno;umelecky_romany
7156;rozmyslela;Sloveso;rozmyslela;Sloveso;umelecky_romany
7157;Vybrala;Sloveso;Vybrala;Sloveso;umelecky_romany
7158;peňaženku;Podstatné meno;peňaženku;Podstatné meno;umelecky_romany
7159;a;Spojka;a;Spojka;umelecky_romany
7160;znova;Príslovka;znova;Príslovka;umelecky_romany
7161;ju;Zámeno;ju;Zámeno;umelecky_romany
7162;dala;Sloveso;dala;Sloveso;umelecky_romany
7163;do;Citoslovce;do;Predložka;umelecky_romany
7164;plecniaka;Podstatné meno;plecniaka;Podstatné meno;umelecky_romany
7165;Môžem;Sloveso;Môžem;Sloveso;umelecky_romany
7166;si;Zámeno;si;Zvratné zámeno;umelecky_romany
7167;to;Zámeno;to;Zámeno;umelecky_romany
7168;ešte;Príslovka;ešte;Príslovka;umelecky_romany
7169;rozmyslieť;Sloveso;rozmyslieť;Sloveso;umelecky_romany
7170;spýtala;Sloveso;spýtala;Sloveso;umelecky_romany
7171;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7172;Šesť;Číslovka;Šesť;Číslovka;umelecky_romany
7173;povedala;Sloveso;povedala;Sloveso;umelecky_romany
7174;odvetil;Sloveso;odvetil;Sloveso;umelecky_romany
7175;Rýchlik;Podstatné meno;Rýchlik;Podstatné meno;umelecky_romany
7176;Boli;Sloveso;Boli;Sloveso;umelecky_romany
7177;sme;Sloveso;sme;Sloveso;umelecky_romany
7178;vyhlásil;Sloveso;vyhlásil;Sloveso;umelecky_romany
7179;že;Spojka;že;Spojka;umelecky_romany
7180;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7181;ide;Sloveso;ide;Sloveso;umelecky_romany
7182;na;Citoslovce;na;Predložka;umelecky_romany
7183;príjazdovej;Prídavné meno;príjazdovej;Prídavné meno;umelecky_romany
7184;ceste;Podstatné meno;ceste;Podstatné meno;umelecky_romany
7185;pred;Predložka;pred;Predložka;umelecky_romany
7186;áut;Podstatné meno;áut;Podstatné meno;umelecky_romany
7187;v;Predložka;v;Predložka;umelecky_romany
7188;ktorých;Zámeno;ktorých;Zámeno;umelecky_romany
7189;sedeli;Sloveso;sedeli;Sloveso;umelecky_romany
7190;decká;Podstatné meno;decká;Podstatné meno;umelecky_romany
7191;z;Podstatné meno;z;Predložka;umelecky_romany
7192;našej;Zámeno;našej;Zámeno;umelecky_romany
7193;školy;Podstatné meno;školy;Podstatné meno;umelecky_romany
7194;Tú;Zámeno;Tú;Zámeno;umelecky_romany
7195;prípade;Podstatné meno;prípade;Podstatné meno;umelecky_romany
7196;a;Spojka;a;Spojka;umelecky_romany
7197;začal;Sloveso;začal;Sloveso;umelecky_romany
7198;cúvať;Sloveso;cúvať;Sloveso;umelecky_romany
7199;Idem;Sloveso;Idem;Sloveso;umelecky_romany
7200;podujala;Sloveso;podujala;Sloveso;umelecky_romany
7201;som;Sloveso;som;Sloveso;umelecky_romany
7202;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7203;Mala;Príslovka;Mala;Sloveso;umelecky_romany
7204;som;Sloveso;som;Sloveso;umelecky_romany
7205;pocit;Podstatné meno;pocit;Podstatné meno;umelecky_romany
7206;že;Spojka;že;Spojka;umelecky_romany
7207;potrebujem;Sloveso;potrebujem;Sloveso;umelecky_romany
7208;vypadnúť;Sloveso;vypadnúť;Sloveso;umelecky_romany
7209;na;Citoslovce;na;Predložka;umelecky_romany
7210;čerstvý;Prídavné meno;čerstvý;Prídavné meno;umelecky_romany
7211;vzduch;Podstatné meno;vzduch;Podstatné meno;umelecky_romany
7212;Chvíľu;Príslovka;Chvíľu;Príslovka;umelecky_romany
7213;sme;Sloveso;sme;Sloveso;umelecky_romany
7214;stáli;Prídavné meno;stáli;Sloveso;umelecky_romany
7215;vo;Predložka;vo;Predložka;umelecky_romany
7216;dverách;Podstatné meno;dverách;Podstatné meno;umelecky_romany
7217;pretože;Spojka;pretože;Spojka;umelecky_romany
7218;nás;Zámeno;nás;Zámeno;umelecky_romany
7219;ovalil;Sloveso;ovalil;Sloveso;umelecky_romany
7220;svieži;Prídavné meno;svieži;Prídavné meno;umelecky_romany
7221;závan;Podstatné meno;závan;Podstatné meno;umelecky_romany
7222;klimatizovaného;Prídavné meno;klimatizovaného;Prídavné meno;umelecky_romany
7223;vzduchu;Podstatné meno;vzduchu;Podstatné meno;umelecky_romany
7224;Absolútna;Podstatné meno;Absolútna;Prídavné meno;umelecky_romany
7225;odvetil;Sloveso;odvetil;Sloveso;umelecky_romany
7226;k;Podstatné meno;k;Predložka;umelecky_romany
7227;pultu;Podstatné meno;pultu;Podstatné meno;umelecky_romany
7228;kde;Príslovka;kde;Zámeno;umelecky_romany
7229;som;Sloveso;som;Sloveso;umelecky_romany
7230;objednala;Sloveso;objednala;Sloveso;umelecky_romany
7231;Ešte;Príslovka;Ešte;Príslovka;umelecky_romany
7232;by;Spojka;by;Kondicionálová morféma;umelecky_romany
7233;som;Sloveso;som;Sloveso;umelecky_romany
7234;si;Zámeno;si;Zvratné zámeno;umelecky_romany
7235;niečo;Zámeno;niečo;Zámeno;umelecky_romany
7236;dal;Sloveso;dal;Sloveso;umelecky_romany
7237;povedal;Sloveso;povedal;Sloveso;umelecky_romany
7238;na;Citoslovce;na;Predložka;umelecky_romany
7239;jedálny;Prídavné meno;jedálny;Prídavné meno;umelecky_romany
7240;lístok;Podstatné meno;lístok;Podstatné meno;umelecky_romany
7241;Ty;Zámeno;Ty;Zámeno;umelecky_romany
7242;žartuješ;Sloveso;žartuješ;Sloveso;umelecky_romany
7243;odvetila;Sloveso;odvetila;Sloveso;umelecky_romany
7244;som;Sloveso;som;Sloveso;umelecky_romany
7245;som;Sloveso;som;Sloveso;umelecky_romany
7246;som;Sloveso;som;Sloveso;umelecky_romany
7247;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7248;My;Zámeno;My;Zámeno;umelecky_romany
7249;spýtala;Sloveso;spýtala;Sloveso;umelecky_romany
7250;som;Sloveso;som;Sloveso;umelecky_romany
7251;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
7252;My;Zámeno;My;Zámeno;umelecky_romany
7253;dvaja;Číslovka;dvaja;Číslovka;umelecky_romany
7254;Tie;Zámeno;Tie;Zámeno;umelecky_romany
7255;slová;Podstatné meno;slová;Podstatné meno;umelecky_romany
7256;akoby;Spojka;akoby;Častica;umelecky_romany
7257;viseli;Sloveso;viseli;Sloveso;umelecky_romany
7258;medzi;Predložka;medzi;Predložka;umelecky_romany
7259;nami;Zámeno;nami;Zámeno;umelecky_romany
7260;vo;Predložka;vo;Predložka;umelecky_romany
7261;vzduchu;Podstatné meno;vzduchu;Podstatné meno;umelecky_romany
7262;Pozrela;Sloveso;Pozrela;Sloveso;umelecky_romany
7263;som;Sloveso;som;Sloveso;umelecky_romany
7264;na;Citoslovce;na;Predložka;umelecky_romany
7265;jedálny;Prídavné meno;jedálny;Prídavné meno;umelecky_romany
7266;lístok;Podstatné meno;lístok;Podstatné meno;umelecky_romany
7267;potom;Spojka;potom;Príslovka;umelecky_romany
7268;na;Citoslovce;na;Predložka;umelecky_romany
7269;zem;Podstatné meno;zem;Podstatné meno;umelecky_romany
7270;a;Spojka;a;Spojka;umelecky_romany
7271;do;Citoslovce;do;Predložka;umelecky_romany
7272;výkladu;Podstatné meno;výkladu;Podstatné meno;umelecky_romany
7273;Fajn;Prídavné meno;Fajn;Častica;umelecky_romany
7274;povedal;Sloveso;povedal;Sloveso;umelecky_romany
7275;so;Predložka;so;Predložka;umelecky_romany
7276;sileným;Prídavné meno;sileným;Príčastie - Sloveso;umelecky_romany
