;Slovo;Slovný druh;Jazykový štýl
11184;za;Predložka;umelecky_romany
11185;srdce;Podstatné meno;umelecky_romany
11186;a;Spojka;umelecky_romany
11187;predstieral;Sloveso;umelecky_romany
11188;,;Interpunkcia;umelecky_romany
11189;že;Spojka;umelecky_romany
11190;padá;Sloveso;umelecky_romany
11191;dozadu;Príslovka;umelecky_romany
11192;.;Interpunkcia;umelecky_romany
11193;V;Predložka;umelecky_romany
11194;poslednej;Číslovka;umelecky_romany
11195;chvíli;Podstatné meno;umelecky_romany
11196;sa;Zvratné zámeno;umelecky_romany
11197;chytil;Sloveso;umelecky_romany
11198;zárubne;Podstatné meno;umelecky_romany
11199;.;Interpunkcia;umelecky_romany
11200;“;Interpunkcia;umelecky_romany
11201;Zastavte;Sloveso;umelecky_romany
11202;svet;Podstatné meno;umelecky_romany
11203;,;Interpunkcia;umelecky_romany
11204;nech;Spojka;umelecky_romany
11205;sa;Zvratné zámeno;umelecky_romany
11206;prestane;Sloveso;umelecky_romany
11207;krútiť;Sloveso;umelecky_romany
11208;!;Interpunkcia;umelecky_romany
11209;“;Interpunkcia;umelecky_romany
11210;zvolal;Sloveso;umelecky_romany
11211;.;Interpunkcia;umelecky_romany
11212;“;Interpunkcia;umelecky_romany
11213;Fajn;Častica;umelecky_romany
11214;,;Interpunkcia;umelecky_romany
11215;“;Interpunkcia;umelecky_romany
11216;odvetil;Sloveso;umelecky_romany
11217;Chris;Podstatné meno;umelecky_romany
11218;,;Interpunkcia;umelecky_romany
11219;ale;Spojka;umelecky_romany
11220;keď;Spojka;umelecky_romany
11221;prechádzal;Sloveso;umelecky_romany
11222;okolo;Predložka;umelecky_romany
11223;modelu;Podstatné meno;umelecky_romany
11224;,;Interpunkcia;umelecky_romany
11225;rozkrútil;Sloveso;umelecky_romany
11226;prstence;Podstatné meno;umelecky_romany
11227;Saturna;Podstatné meno;umelecky_romany
11228;.;Interpunkcia;umelecky_romany
11229;Zatiaľ;Spojka;umelecky_romany
11230;čo;Spojka;umelecky_romany
11231;sa;Zvratné zámeno;umelecky_romany
11232;Chris;Podstatné meno;umelecky_romany
11233;profesora;Podstatné meno;umelecky_romany
11234;na;Predložka;umelecky_romany
11235;všeličo;Zámeno;umelecky_romany
11236;vypytoval;Sloveso;umelecky_romany
11237;,;Interpunkcia;umelecky_romany
11238;Rick;Podstatné meno;umelecky_romany
11239;si;Zvratné zámeno;umelecky_romany
11240;pedantne;Príslovka;umelecky_romany
11241;zapisoval;Sloveso;umelecky_romany
11242;každé;Zámeno;umelecky_romany
11243;jeho;Zámeno;umelecky_romany
11244;slovo;Podstatné meno;umelecky_romany
11245;.;Interpunkcia;umelecky_romany
11246;Pokiaľ;Spojka;umelecky_romany
11247;išlo;Sloveso;umelecky_romany
11248;o;Predložka;umelecky_romany
11249;poznámky;Podstatné meno;umelecky_romany
11250;,;Interpunkcia;umelecky_romany
11251;Rick;Podstatné meno;umelecky_romany
11252;bol;Sloveso;umelecky_romany
11253;takpovediac;Častica;umelecky_romany
11254;profesionál;Podstatné meno;umelecky_romany
11255;.;Interpunkcia;umelecky_romany
11256;Mal;Sloveso;umelecky_romany
11257;ohromnú;Prídavné meno;umelecky_romany
11258;prax;Podstatné meno;umelecky_romany
11259;zo;Predložka;umelecky_romany
11260;školských;Prídavné meno;umelecky_romany
11261;novín;Podstatné meno;umelecky_romany
11262;Hrom;Podstatné meno;umelecky_romany
11263;.;Interpunkcia;umelecky_romany
11264;“;Interpunkcia;umelecky_romany
11265;Pán;Podstatné meno;umelecky_romany
11266;Shepherd;Podstatné meno;umelecky_romany
11267;,;Interpunkcia;umelecky_romany
11268;“;Interpunkcia;umelecky_romany
11269;povedal;Sloveso;umelecky_romany
11270;profesor;Podstatné meno;umelecky_romany
11271;Tayerle;Podstatné meno;umelecky_romany
11272;a;Spojka;umelecky_romany
11273;kývol;Sloveso;umelecky_romany
11274;rukou;Podstatné meno;umelecky_romany
11275;,;Interpunkcia;umelecky_romany
11276;“;Interpunkcia;umelecky_romany
11277;nemyslite;Sloveso;umelecky_romany
11278;si;Zvratné zámeno;umelecky_romany
11279;,;Interpunkcia;umelecky_romany
11280;že;Spojka;umelecky_romany
11281;som;Sloveso;umelecky_romany
11282;nevidel;Sloveso;umelecky_romany
11283;lístok;Podstatné meno;umelecky_romany
11284;,;Interpunkcia;umelecky_romany
11285;ktorý;Zámeno;umelecky_romany
11286;ste;Sloveso;umelecky_romany
11287;dali;Sloveso;umelecky_romany
11288;pred;Predložka;umelecky_romany
11289;chvíľou;Podstatné meno;umelecky_romany
11290;slečne;Podstatné meno;umelecky_romany
11291;Wyseovej;Podstatné meno;umelecky_romany
11292;.;Interpunkcia;umelecky_romany
11293;Hotová;Prídavné meno;umelecky_romany
11294;čierna;Prídavné meno;umelecky_romany
11295;mora;Podstatné meno;umelecky_romany
11296;.;Interpunkcia;umelecky_romany
11297;“;Interpunkcia;umelecky_romany
11298;To;Zámeno;umelecky_romany
11299;je;Sloveso;umelecky_romany
11300;legálne;Prídavné meno;umelecky_romany
11301;?;Interpunkcia;umelecky_romany
11302;“;Interpunkcia;umelecky_romany
11303;vykríkol;Sloveso;umelecky_romany
11304;ktosi;Zámeno;umelecky_romany
11305;a;Spojka;umelecky_romany
11306;všetci;Zámeno;umelecky_romany
11307;sa;Zvratné zámeno;umelecky_romany
11308;pustili;Sloveso;umelecky_romany
11309;do;Predložka;umelecky_romany
11310;rehotu;Podstatné meno;umelecky_romany
11311;.;Interpunkcia;umelecky_romany
11312;“;Interpunkcia;umelecky_romany
11313;Je;Sloveso;umelecky_romany
11314;to;Zámeno;umelecky_romany
11315;tradícia;Podstatné meno;umelecky_romany
11316;.;Interpunkcia;umelecky_romany
11317;Nevládala;Sloveso;umelecky_romany
11318;som;Sloveso;umelecky_romany
11319;naňho;Zámeno;umelecky_romany
11320;pozrieť;Sloveso;umelecky_romany
11321;.;Interpunkcia;umelecky_romany
11322;Jeho;Zámeno;umelecky_romany
11323;monotónny;Prídavné meno;umelecky_romany
11324;hlas;Podstatné meno;umelecky_romany
11325;mi;Zámeno;umelecky_romany
11326;pripadal;Sloveso;umelecky_romany
11327;znesiteľný;Prídavné meno;umelecky_romany
11328;až;Častica;umelecky_romany
11329;dovčera;Neurčiteľný slovný druh;umelecky_romany
11330;,;Interpunkcia;umelecky_romany
11331;keď;Spojka;umelecky_romany
11332;Chris;Podstatné meno;umelecky_romany
11333;povedal;Sloveso;umelecky_romany
11334;,;Interpunkcia;umelecky_romany
11335;že;Spojka;umelecky_romany
11336;mu;Zámeno;umelecky_romany
11337;chýba;Sloveso;umelecky_romany
11338;iskra;Podstatné meno;umelecky_romany
11339;.;Interpunkcia;umelecky_romany
11340;Usilujem;Sloveso;umelecky_romany
11341;sa;Zvratné zámeno;umelecky_romany
11342;počúvať;Sloveso;umelecky_romany
11343;,;Interpunkcia;umelecky_romany
11344;ale;Spojka;umelecky_romany
11345;myslím;Sloveso;umelecky_romany
11346;pritom;Príslovka;umelecky_romany
11347;na;Predložka;umelecky_romany
11348;Chrisa;Podstatné meno;umelecky_romany
11349;.;Interpunkcia;umelecky_romany
11350;Podchvíľou;Príslovka;umelecky_romany
11351;naňho;Zámeno;umelecky_romany
11352;ukradomky;Príslovka;umelecky_romany
11353;pozriem;Sloveso;umelecky_romany
11354;bez;Predložka;umelecky_romany
11355;toho;Zámeno;umelecky_romany
11356;,;Interpunkcia;umelecky_romany
11357;aby;Spojka;umelecky_romany
11358;som;Sloveso;umelecky_romany
11359;pohla;Sloveso;umelecky_romany
11360;hlavou;Podstatné meno;umelecky_romany
11361;.;Interpunkcia;umelecky_romany
11362;Zrazu;Príslovka;umelecky_romany
11363;Tayerle;Podstatné meno;umelecky_romany
11364;stratil;Sloveso;umelecky_romany
11365;prehľad;Podstatné meno;umelecky_romany
11366;,;Interpunkcia;umelecky_romany
11367;kde;Zámeno;umelecky_romany
11368;je;Sloveso;umelecky_romany
11369;,;Interpunkcia;umelecky_romany
11370;ale;Spojka;umelecky_romany
11371;v;Predložka;umelecky_romany
11372;triede;Podstatné meno;umelecky_romany
11373;bolo;Sloveso;umelecky_romany
11374;ticho;Podstatné meno;umelecky_romany
11375;.;Interpunkcia;umelecky_romany
11376;Snažili;Sloveso;umelecky_romany
11377;sa;Zvratné zámeno;umelecky_romany
11378;zachytiť;Sloveso;umelecky_romany
11379;každučké;Prídavné meno;umelecky_romany
11380;jeho;Zámeno;umelecky_romany
11381;slovo;Podstatné meno;umelecky_romany
11382;.;Interpunkcia;umelecky_romany
11383;Iba;Častica;umelecky_romany
11384;my;Zámeno;umelecky_romany
11385;s;Predložka;umelecky_romany
11386;Chrisom;Podstatné meno;umelecky_romany
11387;sme;Sloveso;umelecky_romany
11388;tak;Častica;umelecky_romany
11389;zúrivo;Príslovka;umelecky_romany
11390;nepísali;Sloveso;umelecky_romany
11391;a;Spojka;umelecky_romany
11392;nehrbili;Sloveso;umelecky_romany
11393;sa;Zvratné zámeno;umelecky_romany
11394;nad;Predložka;umelecky_romany
11395;lavicami;Podstatné meno;umelecky_romany
11396;.;Interpunkcia;umelecky_romany
11397;Ak;Spojka;umelecky_romany
11398;mám;Sloveso;umelecky_romany
11399;byť;Sloveso;umelecky_romany
11400;úprimná;Prídavné meno;umelecky_romany
11401;,;Interpunkcia;umelecky_romany
11402;ešte;Častica;umelecky_romany
11403;včera;Príslovka;umelecky_romany
11404;by;Kondicionálová morféma;umelecky_romany
11405;som;Sloveso;umelecky_romany
11406;odušu;Príslovka;umelecky_romany
11407;písala;Sloveso;umelecky_romany
11408;ako;Spojka;umelecky_romany
11409;ostatní;Prídavné meno;umelecky_romany
11410;spolužiaci;Podstatné meno;umelecky_romany
11411;.;Interpunkcia;umelecky_romany
11412;Chris;Podstatné meno;umelecky_romany
11413;sa;Zvratné zámeno;umelecky_romany
11414;obrátil;Sloveso;umelecky_romany
11415;a;Spojka;umelecky_romany
11416;zbadal;Sloveso;umelecky_romany
11417;,;Interpunkcia;umelecky_romany
11418;že;Spojka;umelecky_romany
11419;naňho;Zámeno;umelecky_romany
11420;pozerám;Sloveso;umelecky_romany
11421;,;Interpunkcia;umelecky_romany
11422;akoby;Spojka;umelecky_romany
11423;mi;Zámeno;umelecky_romany
11424;čítal;Sloveso;umelecky_romany
11425;myšlienky;Podstatné meno;umelecky_romany
11426;.;Interpunkcia;umelecky_romany
11427;Asi;Častica;umelecky_romany
11428;mal;Sloveso;umelecky_romany
11429;na;Predložka;umelecky_romany
11430;mysli;Podstatné meno;umelecky_romany
11431;ten;Zámeno;umelecky_romany
11432;lístok;Podstatné meno;umelecky_romany
11433;.;Interpunkcia;umelecky_romany
11434;Začervenala;Sloveso;umelecky_romany
11435;som;Sloveso;umelecky_romany
11436;sa;Zvratné zámeno;umelecky_romany
11437;,;Interpunkcia;umelecky_romany
11438;ale;Spojka;umelecky_romany
11439;s;Predložka;umelecky_romany
11440;úsmevom;Podstatné meno;umelecky_romany
11441;som;Sloveso;umelecky_romany
11442;pokrčila;Sloveso;umelecky_romany
11443;plecami;Podstatné meno;umelecky_romany
11444;.;Interpunkcia;umelecky_romany
11445;Škoda;Častica;umelecky_romany
11446;,;Interpunkcia;umelecky_romany
11447;že;Spojka;umelecky_romany
11448;Tayerle;Podstatné meno;umelecky_romany
11449;je;Sloveso;umelecky_romany
11450;taký;Zámeno;umelecky_romany
11451;nezáživný;Prídavné meno;umelecky_romany
11452;profesor;Podstatné meno;umelecky_romany
11453;,;Interpunkcia;umelecky_romany
11454;pretože;Spojka;umelecky_romany
11455;astronómia;Podstatné meno;umelecky_romany
11456;,;Interpunkcia;umelecky_romany
11457;ktorú;Zámeno;umelecky_romany
11458;sme;Sloveso;umelecky_romany
11459;tento;Zámeno;umelecky_romany
11460;týždeň;Podstatné meno;umelecky_romany
11461;preberali;Sloveso;umelecky_romany
11462;,;Interpunkcia;umelecky_romany
11463;mi;Zámeno;umelecky_romany
11464;pripadala;Sloveso;umelecky_romany
11465;nesmierne;Príslovka;umelecky_romany
11466;zaujímavá;Prídavné meno;umelecky_romany
11467;.;Interpunkcia;umelecky_romany
11468;Teraz;Príslovka;umelecky_romany
11469;som;Sloveso;umelecky_romany
11470;však;Častica;umelecky_romany
11471;pocítila;Sloveso;umelecky_romany
11472;akúsi;Zámeno;umelecky_romany
11473;neznámu;Prídavné meno;umelecky_romany
11474;magnetickú;Prídavné meno;umelecky_romany
11475;silu;Podstatné meno;umelecky_romany
11476;.;Interpunkcia;umelecky_romany
11477;Nezdalo;Sloveso;umelecky_romany
11478;sa;Zvratné zámeno;umelecky_romany
11479;mi;Zámeno;umelecky_romany
11480;,;Interpunkcia;umelecky_romany
11481;že;Spojka;umelecky_romany
11482;veštia;Sloveso;umelecky_romany
11483;nejaké;Zámeno;umelecky_romany
11484;zásadné;Prídavné meno;umelecky_romany
11485;zmeny;Podstatné meno;umelecky_romany
11486;.;Interpunkcia;umelecky_romany
11487;“;Interpunkcia;umelecky_romany
11488;Prekvapil;Sloveso;umelecky_romany
11489;ma;Zámeno;umelecky_romany
11490;Tayerleho;Prídavné meno;umelecky_romany
11491;pokus;Podstatné meno;umelecky_romany
11492;o;Predložka;umelecky_romany
11493;humor;Podstatné meno;umelecky_romany
11494;.;Interpunkcia;umelecky_romany
11495;Keď;Spojka;umelecky_romany
11496;Tayerle;Podstatné meno;umelecky_romany
11497;povedal;Sloveso;umelecky_romany
11498;slovo;Podstatné meno;umelecky_romany
11499;dvojica;Podstatné meno;umelecky_romany
11500;,;Interpunkcia;umelecky_romany
11501;Chris;Podstatné meno;umelecky_romany
11502;sa;Zvratné zámeno;umelecky_romany
11503;otočil;Sloveso;umelecky_romany
11504;a;Spojka;umelecky_romany
11505;spýtavo;Príslovka;umelecky_romany
11506;na;Predložka;umelecky_romany
11507;mňa;Zámeno;umelecky_romany
11508;pozrel;Sloveso;umelecky_romany
11509;,;Interpunkcia;umelecky_romany
11510;pričom;Spojka;umelecky_romany
11511;nadvihol;Sloveso;umelecky_romany
11512;obočie;Podstatné meno;umelecky_romany
11513;.;Interpunkcia;umelecky_romany
11514;Prikývla;Sloveso;umelecky_romany
11515;som;Sloveso;umelecky_romany
11516;.;Interpunkcia;umelecky_romany
11517;Vzápätí;Príslovka;umelecky_romany
11518;som;Sloveso;umelecky_romany
11519;to;Zámeno;umelecky_romany
11520;však;Častica;umelecky_romany
11521;oľutovala;Sloveso;umelecky_romany
11522;.;Interpunkcia;umelecky_romany
11523;Spomenula;Sloveso;umelecky_romany
11524;som;Sloveso;umelecky_romany
11525;si;Zvratné zámeno;umelecky_romany
11526;na;Predložka;umelecky_romany
11527;Blythe;Podstatné meno;umelecky_romany
11528;.;Interpunkcia;umelecky_romany
11529;“;Interpunkcia;umelecky_romany
11530;Mala;Sloveso;umelecky_romany
11531;by;Kondicionálová morféma;umelecky_romany
11532;si;Sloveso;umelecky_romany
11533;sa;Zvratné zámeno;umelecky_romany
11534;dať;Sloveso;umelecky_romany
11535;dokopy;Príslovka;umelecky_romany
11536;s;Predložka;umelecky_romany
11537;Rickom;Podstatné meno;umelecky_romany
11538;,;Interpunkcia;umelecky_romany
11539;“;Interpunkcia;umelecky_romany
11540;radila;Sloveso;umelecky_romany
11541;som;Sloveso;umelecky_romany
11542;jej;Zámeno;umelecky_romany
11543;šeptom;Príslovka;umelecky_romany
11544;.;Interpunkcia;umelecky_romany
11545;Blythe;Podstatné meno;umelecky_romany
11546;pokrútila;Sloveso;umelecky_romany
11547;hlavou;Podstatné meno;umelecky_romany
11548;.;Interpunkcia;umelecky_romany
11549;Vyspevovali;Sloveso;umelecky_romany
11550;sme;Sloveso;umelecky_romany
11551;odrhovačky;Podstatné meno;umelecky_romany
11552;,;Interpunkcia;umelecky_romany
11553;občas;Príslovka;umelecky_romany
11554;sme;Sloveso;umelecky_romany
11555;lúštili;Sloveso;umelecky_romany
11556;krížovky;Podstatné meno;umelecky_romany
11557;alebo;Spojka;umelecky_romany
11558;sa;Zvratné zámeno;umelecky_romany
11559;hrali;Sloveso;umelecky_romany
11560;slovné;Prídavné meno;umelecky_romany
11561;hry;Podstatné meno;umelecky_romany
11562;.;Interpunkcia;umelecky_romany
11563;Blythe;Podstatné meno;umelecky_romany
11564;dobre;Príslovka;umelecky_romany
11565;vedela;Sloveso;umelecky_romany
11566;,;Interpunkcia;umelecky_romany
11567;že;Spojka;umelecky_romany
11568;mama;Podstatné meno;umelecky_romany
11569;by;Kondicionálová morféma;umelecky_romany
11570;ma;Zámeno;umelecky_romany
11571;pustila;Sloveso;umelecky_romany
11572;.;Interpunkcia;umelecky_romany
11573;Uvítala;Sloveso;umelecky_romany
11574;každú;Zámeno;umelecky_romany
11575;príležitosť;Podstatné meno;umelecky_romany
11576;,;Interpunkcia;umelecky_romany
11577;aby;Spojka;umelecky_romany
11578;som;Sloveso;umelecky_romany
11579;vypadla;Sloveso;umelecky_romany
11580;z;Predložka;umelecky_romany
11581;mesta;Podstatné meno;umelecky_romany
11582;na;Predložka;umelecky_romany
11583;čerstvý;Prídavné meno;umelecky_romany
11584;vzduch;Podstatné meno;umelecky_romany
11585;.;Interpunkcia;umelecky_romany
11586;“;Interpunkcia;umelecky_romany
11587;Tento;Zámeno;umelecky_romany
11588;víkend;Podstatné meno;umelecky_romany
11589;ostanem;Sloveso;umelecky_romany
11590;doma;Príslovka;umelecky_romany
11591;.;Interpunkcia;umelecky_romany
11592;Chcem;Sloveso;umelecky_romany
11593;dokončiť;Sloveso;umelecky_romany
11594;prácu;Podstatné meno;umelecky_romany
11595;z;Predložka;umelecky_romany
11596;angličtiny;Podstatné meno;umelecky_romany
11597;.;Interpunkcia;umelecky_romany
11598;5;Číslica;umelecky_romany
11599;.;Interpunkcia;umelecky_romany
11600;kapitola;Podstatné meno;umelecky_romany
11601;“;Interpunkcia;umelecky_romany
11602;S;Predložka;umelecky_romany
11603;Rýchlikom;Podstatné meno;umelecky_romany
11604;,;Interpunkcia;umelecky_romany
11605;“;Interpunkcia;umelecky_romany
11606;povedal;Sloveso;umelecky_romany
11607;.;Interpunkcia;umelecky_romany
11608;Tá;Zámeno;umelecky_romany
11609;prezývka;Podstatné meno;umelecky_romany
11610;mu;Zámeno;umelecky_romany
11611;prischla;Sloveso;umelecky_romany
11612;preto;Zámeno;umelecky_romany
11613;,;Interpunkcia;umelecky_romany
11614;lebo;Spojka;umelecky_romany
11615;sa;Zvratné zámeno;umelecky_romany
11616;v;Predložka;umelecky_romany
11617;bazéne;Podstatné meno;umelecky_romany
11618;rútil;Sloveso;umelecky_romany
11619;ako;Spojka;umelecky_romany
11620;rýchlik;Podstatné meno;umelecky_romany
11621;.;Interpunkcia;umelecky_romany
11622;“;Interpunkcia;umelecky_romany
11623;To;Častica;umelecky_romany
11624;nič;Častica;umelecky_romany
11625;,;Interpunkcia;umelecky_romany
11626;“;Interpunkcia;umelecky_romany
11627;odvetila;Sloveso;umelecky_romany
11628;som;Sloveso;umelecky_romany
11629;,;Interpunkcia;umelecky_romany
11630;ale;Spojka;umelecky_romany
11631;pripúšťam;Sloveso;umelecky_romany
11632;,;Interpunkcia;umelecky_romany
11633;že;Spojka;umelecky_romany
11634;som;Sloveso;umelecky_romany
11635;bola;Sloveso;umelecky_romany
11636;sklamaná;Príčastie - Sloveso;umelecky_romany
11637;.;Interpunkcia;umelecky_romany
11638;Keď;Spojka;umelecky_romany
11639;Shannon;Podstatné meno;umelecky_romany
11640;otvorila;Sloveso;umelecky_romany
11641;dvere;Podstatné meno;umelecky_romany
11642;,;Interpunkcia;umelecky_romany
11643;sprisahanecky;Príslovka;umelecky_romany
11644;ma;Zámeno;umelecky_romany
11645;objal;Sloveso;umelecky_romany
11646;okolo;Predložka;umelecky_romany
11647;pliec;Podstatné meno;umelecky_romany
11648;a;Spojka;umelecky_romany
11649;vliezol;Sloveso;umelecky_romany
11650;na;Predložka;umelecky_romany
11651;zadné;Prídavné meno;umelecky_romany
11652;sedadlo;Podstatné meno;umelecky_romany
11653;.;Interpunkcia;umelecky_romany
11654;“;Interpunkcia;umelecky_romany
11655;Nejedz;Sloveso;umelecky_romany
11656;od;Predložka;umelecky_romany
11657;nej;Zámeno;umelecky_romany
11658;nič;Zámeno;umelecky_romany
11659;,;Interpunkcia;umelecky_romany
11660;“;Interpunkcia;umelecky_romany
11661;zašepkal;Sloveso;umelecky_romany
11662;.;Interpunkcia;umelecky_romany
11663;Smiala;Sloveso;umelecky_romany
11664;som;Sloveso;umelecky_romany
11665;sa;Zvratné zámeno;umelecky_romany
11666;,;Interpunkcia;umelecky_romany
11667;akoby;Spojka;umelecky_romany
11668;sme;Sloveso;umelecky_romany
11669;boli;Sloveso;umelecky_romany
11670;len;Častica;umelecky_romany
11671;kamoši;Podstatné meno;umelecky_romany
11672;,;Interpunkcia;umelecky_romany
11673;ale;Spojka;umelecky_romany
11674;keď;Spojka;umelecky_romany
11675;som;Sloveso;umelecky_romany
11676;si;Zvratné zámeno;umelecky_romany
11677;sadla;Sloveso;umelecky_romany
11678;do;Predložka;umelecky_romany
11679;auta;Podstatné meno;umelecky_romany
11680;vedľa;Predložka;umelecky_romany
11681;Shannon;Podstatné meno;umelecky_romany
11682;,;Interpunkcia;umelecky_romany
11683;naskočili;Sloveso;umelecky_romany
11684;mi;Zámeno;umelecky_romany
11685;na;Predložka;umelecky_romany
11686;ruke;Podstatné meno;umelecky_romany
11687;zimomriavky;Podstatné meno;umelecky_romany
11688;,;Interpunkcia;umelecky_romany
