Slovo;POSTAG;Slovo2;POSTAG2
decentralizácie;SSfs2;decentralizácie;SSfs2
“;Z;“;Z
.;SENT;.;Z
Ak;O;Ak;O
Tichomirov;SSms1:r;Tichomirov;SSms1:r
vidí;VKesc+;vidí;VKesc+
v;Eu6;v;Eu6
povstaniach;SSnp6;povstaniach;SSnp6
iba;T;iba;T
element;SSis1;element;SSis4
sociálny;AAis1x;sociálny;AAis4x
,;Z;,;Z
Frojanov;SSms1:r;Frojanov;SSms1:r
na;Eu4;na;Eu4
jeho;PUis4;jeho;PUis4
úkor;SSis4;úkor;SSis4
vyzdvihuje;VKesc+;vyzdvihuje;VKesc+
moment;SSis1;moment;SSis4
politický;AAis1x;politický;AAis4x
.;SENT;.;Z
Teória;SSfs1;Teória;SSfs1
etnicko;Q;etnicko;Q
‐;Z;‐;Z
ideová;AAfs1x;ideová;AAfs1x
.;SENT;.;Z
Je;VKesc+;Je;VKesc+
pokusom;SSis7;pokusom;SSis7
o;Eu4;o;Eu4
teóriu;SSfs4;teóriu;SSfs4
našu;PFfs4;našu;PFfs4
.;SENT;.;Z
Neúroda;SSfs1;Neúroda;SSfs1
na;Eu6;na;Eu6
Rusi;SSfs6:r;Rusi;SSfs6:r
.;SENT;.;Z
Fakt;SSis1;Fakt;SSis1
spomínaný;Gtis1x;spomínaný;Gtis1x
oboma;NNmp7;oboma;NNmp7
bádateľmi;SSmp7;bádateľmi;SSmp7
.;SENT;.;Z
M;W;M;W
.;SENT;.;Z
N;W;N;W
.;SENT;.;Z
Tichomirov;SSms1:r;Tichomirov;SSms1:r
fakt;T;fakt;SSis4
jednostranné;Dx;jednostranné;Dx:q
vykladá;VKesc+;vykladá;VKesc+
len;T;len;T
ako;O;ako;O
príčinu;SSfs4;príčinu;SSfs4
„;Z;„;Z
hladových;AAfp2x;hladových;AAfp2x
vzbúr;SSfp2;vzbúr;SSfp2
“;Z;“;Z
,;Z;,;Z
Frojanov;SSms1:r;Frojanov;SSms1:r
si;R;si;R
všíma;VKesc+;všíma;VKesc+
dôležitú;AAfs4x;dôležitú;AAfs4x
okolnosť;SSfs4;okolnosť;SSfs4
—;Z;—;Z
volchovia;SSmp1;volchovia;SSmp1:q
sa;R;sa;R
zjavujú;VKepc+;zjavujú;VKepc+
,;Z;,;Z
aby;OY;aby;OY
zabezpečili;VLdpcm+;zabezpečili;VLdpcm+
blahobyt;SSis4;blahobyt;SSis4
,;Z;,;Z
hojnosť;SSfs4;hojnosť;SSfs4
,;Z;,;Z
úrodu;SSfs4;úrodu;SSfs4
.;SENT;.;Z
Podľa;Eu2;Podľa;Eu2
N;W;N;W
.;SENT;.;Z
M;W;M;W
.;SENT;.;Z
Tichomirova;SSms2:r;Tichomirova;SSms2:r
ide;VKesc+;ide;VKesc+
len;T;len;T
o;Eu4;o;Eu4
označenie;SSns4;označenie;SSns4
ich;PUns2;ich;PUns2
sociálneho;AAns2x;sociálneho;AAns2x
postavenia;SSns2;postavenia;SSns2
,;Z;,;Z
my;PPhp1;my;PPhp1
však;T;však;O
vyslovujeme;VKepa+;vyslovujeme;VKepa+
domnienku;SSfs4;domnienku;SSfs4
,;Z;,;Z
že;O;že;O
ide;VKesc+;ide;VKesc+
o;Eu4;o;Eu4
pozostatok;SSis4;pozostatok;SSis4
matriarchátu;SSis2;matriarchátu;SSis2
,;Z;,;Z
zvlášť;Dx;zvlášť;Dx
silného;AAms4x;silného;AAis2x
u;Eu2;u;Eu2
ugrofínskych;AAnp2x;ugrofínskych;AAnp2x
plemien;SSnp2;plemien;SSnp2
.;SENT;.;Z
1;0;1;0
.;SENT;.;Z
zázračné;AAns1x;zázračné;AAns1x
vyberanie;SSns1;vyberanie;SSns1
obilia;SSns2;obilia;SSns2
a;O;a;O
rýb;SSfp2;rýb;SSfp2
spoza;Eu2;spoza;Eu2
ženských;AAnp2x;ženských;AAnp2x
pliec;SSnp2;pliec;SSnp2
.;SENT;.;Z
Sám;PFms1;Sám;PFms1
M;W;M;W
.;SENT;.;Z
N;W;N;W
.;SENT;.;Z
Tichomirov;SSms1:r;Tichomirov;SSms1:r
uvádza;VKesc+;uvádza;VKesc+
,;Z;,;Z
že;O;že;O
ide;VKesc+;ide;VKesc+
o;Eu4;o;Eu4
pozostatok;SSis4;pozostatok;SSis4
starého;AAis2x;starého;AAis2x
rítu;SSis2;rítu;SSis2
Mordovcov;SSmp2:r;Mordovcov;SSmp2:r
.;SENT;.;Z
1;0;1;0
.;SENT;.;Z
rozpory;SSip1;rozpory;SSip1
vnútri;Eu2;vnútri;Dx
spoločenstva;SSns2;spoločenstva;SSns2
.;SENT;.;Z
Spory;SSip1;Spory;SSip1
spoločenstva;SSns2;spoločenstva;SSns2
a;O;a;O
okolia;SSns2;okolia;SSns2
.;SENT;.;Z
A;O;A;O
uzlovým;AAis7x;uzlovým;AAis7x
bodom;SSis7;bodom;SSis7
všetkých;PFfp2;všetkých;PFfp2
právnych;AAfp2x;právnych;AAfp2x
formúl;SSfp2;formúl;SSfp2
,;Z;,;Z
ktoré;PAfp1;ktoré;PAfp1
sa;R;sa;R
týkajú;VKepc+;týkajú;VKepc+
rozoberaných;Gtnp2x;rozoberaných;Gtnp2x
hnutí;SSnp2;hnutí;SSnp2
,;Z;,;Z
je;VKesc+;je;VKesc+
vzťah;SSis1;vzťah;SSis1
tohto;PFns2;tohto;PFns2
spoločenstva;SSns2;spoločenstva;SSns2
k;Eu3;k;Eu3
štátnej;AAfs3x;štátnej;AAfs3x
moci;SSfs3;moci;SSfs3
,;Z;,;Z
t;W;t;W
.;SENT;.;Z
j;W;j;W
.;SENT;.;Z
stret;SSis1;stret;SSis1
sveta;SSis2;sveta;SSis2
šamanistického;AAis2x;šamanistického;AAis2x
dualizmu;SSis2;dualizmu;SSis2
s;Eu7;s;Eu7
predstaviteľmi;SSmp7;predstaviteľmi;SSmp7
kniežacej;AAfs2x;kniežacej;AAfs2x
moci;SSfs2;moci;SSfs2
,;Z;,;Z
zjednocujúcimi;Gkmp7x;zjednocujúcimi;Gkmp7x
krajinu;SSfs4;krajinu;SSfs4
.;SENT;.;Z
Prirodzeným;AAis7x;Prirodzeným;AAis7x
dôsledkom;SSis7;dôsledkom;SSis7
takéhoto;PAis2;takéhoto;PAis2
stretu;SSis2;stretu;SSis2
je;VKesc+;je;VKesc+
rozbíjanie;SSns1;rozbíjanie;SSns1
vervi;SSfs2;vervi;SSfs2
a;O;a;O
úsilie;SSns4;úsilie;SSns1
o;Eu4;o;Eu4
znevoľnenie;SSns4;znevoľnenie;SSns4
smerdov;SSmp2;smerdov;SSmp2
.;SENT;.;Z
V;Eu6;V;Eu6
kapitole;SSfs6;kapitole;SSfs6
o;Eu6;o;Eu6
Novgorode;SSis6:r;Novgorode;SSis6:r
sme;VKepa+;sme;VKepa+
už;Dx;už;Dx
rozobrali;VLdpah+;rozobrali;VLdpah+
súvis;SSis4;súvis;SSis4
tzv;W;tzv;W
.;SENT;.;Z
Najstaršej;AAfs2z;Najstaršej;AAfs2z:r
Pravdy;SSfs2:r;Pravdy;SSfs2:r
s;Eu7;s;Eu7
protivarjažskými;AAip7x;protivarjažskými;AAip7x
nepokojmi;SSip7;nepokojmi;SSip7
.;SENT;.;Z
Miznú;VKepc+;Miznú;VKepc+
tak;PD;tak;PD
i;T;i;T
zvyšky;SSip4;zvyšky;SSip1
existencie;SSfs2;existencie;SSfs2
predkresťanskej;AAfs2x;predkresťanskej;AAfs2x
náhrady;SSfs2;náhrady;SSfs2
za;Eu4;za;Eu4
škodu;SSfs4;škodu;SSfs4
,;Z;,;Z
nahradzujúce;Gkip1x;nahradzujúce;Gkip1x
prechodne;Dx;prechodne;Dx
krvnú;AAfs4x;krvnú;AAfs4x
pomstu;SSfs4;pomstu;SSfs4
.;SENT;.;Z
Vzniknutý;Gtis1x;Vzniknutý;Gtis1x
kódex;SSis1;kódex;SSis1
sa;R;sa;R
stáva;VKesc+;stáva;VKesc+
základom;SSis7;základom;SSis7
tzv;W;tzv;W
.;SENT;.;Z
Krátkej;AAfs2x;Krátkej;AAfs2x:r
redakcie;SSfs2;redakcie;SSfs2
pravdy;SSfs2;pravdy;SSfs2
/;Z;/;Z
kým;O;kým;O
kódex;SSis1;kódex;SSis1
,;Z;,;Z
vzniknutý;Gtis1x;vzniknutý;Gtis1x
roku;SSis2;roku;SSis2
1037;0;1037;0
v;Eu6;v;Eu6
Kyjeve;SSis6:r;Kyjeve;SSis6:r
sa;R;sa;R
stáva;VKesc+;stáva;VKesc+
základom;SSis7;základom;SSis7
pravdy;SSfs2;pravdy;SSfs2
priestrannej;AAfs2x;priestrannej;AAfs2x
/;Z;/;Z
.;SENT;.;Z
Prvým;NAis7;Prvým;NAis7
príznakom;SSis7;príznakom;SSis7
jej;PUfs2;jej;PUfs2
existencie;SSfs2;existencie;SSfs2
je;VKesc+;je;VKesc+
pasáž;SSfs1;pasáž;SSfs1
o;Eu6;o;Eu6
stvorení;SSns6;stvorení;SSns6
sveta;SSis2;sveta;SSis2
.;SENT;.;Z
.;SENT;.;Z
.;SENT;.;Z
I;T;I;T
v;Eu6;v;Eu6
našom;PFns6;našom;PFns6
rozprávaní;SSns6;rozprávaní;SSns6
ide;VKesc+;ide;VKesc+
o;Eu4;o;Eu4
tvorenie;SSns4;tvorenie;SSns4
—;Z;—;Z
o;Eu4;o;Eu4
tvorenie;SSns4;tvorenie;SSns4
človeka;SSms2;človeka;SSms2
.;SENT;.;Z
Uvedená;Gtfs1x;Uvedená;Gtfs1x
pasáž;SSfs1;pasáž;SSfs1
býva;VKesc+;býva;VKesc+
často;Dx;často;Dx
vykladaná;Gtfs1x;vykladaná;Gtfs1x
ako;O;ako;O
vplyv;SSis1;vplyv;SSis1
bogomilstva;SSns2;bogomilstva;SSns2
.;SENT;.;Z
Takáto;PAfs1;Takáto;PAfs1
interpretácia;SSfs1;interpretácia;SSfs1
stvorenia;SSns2;stvorenia;SSns2
človeka;SSms2;človeka;SSms2
diablom;SSms7;diablom;SSms7
je;VKesc+;je;VKesc+
zjednodušením;SSns7;zjednodušením;SSns7
.;SENT;.;Z
Bogomilstvo;SSns1;Bogomilstvo;SSns1
je;VKesc+;je;VKesc+
totiž;T;totiž;T
iba;T;iba;T
jednou;NFfs7;jednou;NFfs7
z;Eu2;z;Eu2
nepreberného;AAns2x;nepreberného;AAns2x
množstva;SSns2;množstva;SSns2
náuk;SSfp2;náuk;SSfp2
,;Z;,;Z
obsahujúcich;Gkfp2x;obsahujúcich;Gkfp2x
prvky;SSip4;prvky;SSip4
dualizmu;SSis2;dualizmu;SSis2
.;SENT;.;Z
Pokúsime;VKdpa+;Pokúsime;VKdpa+
sa;R;sa;R
teraz;Dx;teraz;Dx
vyčleniť;VId+;vyčleniť;VId+
takéto;PAfp4;takéto;PAfp4
opozície;SSfp4;opozície;SSfp4
v;Eu6;v;Eu6
rozoberaných;AAip6x;rozoberaných;AAip6x
úryvkoch;SSip6;úryvkoch;SSip6
.;SENT;.;Z
Aktom;SSis7;Aktom;SSis7
spojenia;SSns2;spojenia;SSns2
sa;R;sa;R
s;Eu7;s;Eu7
takouto;PAfs7;takouto;PFfs7
bytosťou;SSfs7;bytosťou;SSfs7
sa;R;sa;R
šaman;SSms1;šaman;SSms1
vlastne;T;vlastne;T
dostáva;VKesc+;dostáva;VKesc+
na;Eu4;na;Eu4
úroveň;SSfs4;úroveň;SSfs4
božských;AAmp2x;božských;AAmp2x
tvorcov;SSmp2;tvorcov;SSmp2
.;SENT;.;Z
Symbolika;SSfs1;Symbolika;SSfs1
fúza;SSis2;fúza;SSis2
je;VKesc+;je;VKesc+
v;Eu6;v;Eu6
už;Dx;už;Dx
spomenutom;Gtis6x;spomenutom;Gtis6x
severoamerickom;AAis6x;severoamerickom;AAis6x
mýte;SSis6;mýte;SSis6
spojená;Gtfs1x;spojená;Gtfs1x
s;Eu7;s;Eu7
vyvolaním;SSns7;vyvolaním;SSns7
hmly;SSfs2;hmly;SSfs2
.;SENT;.;Z
Hmla;SSfs1;Hmla;SSfs1
je;VKesc+;je;VKesc+
vlastne;T;vlastne;T
len;T;len;T
jednou;NFfs7;jednou;NFfs7
z;Eu2;z;Eu2
podôb;SSfp2;podôb;SSfp2
pary;SSfs2;pary;SSfs2
,;Z;,;Z
vznikajúcej;Gkfs2x;vznikajúcej;Gkfs2x
v;Eu6;v;Eu6
parnom;AAis6x;parnom;AAis6x
kúpeli;SSis6;kúpeli;SSis6
,;Z;,;Z
spomínanom;Gtis6x;spomínanom;Gtis6x
v;Eu6;v;Eu6
rozprávaní;SSns6;rozprávaní;SSns6
o;Eu6;o;Eu6
vzniku;SSis6;vzniku;SSis6
sveta;SSis2;sveta;SSis2
.;SENT;.;Z
V;Eu6;V;Eu6
prvom;NAis6;prvom;NAis6
prípade;SSis6;prípade;SSis6
po;Eu6;po;Eu6
vytrhaní;SSns6;vytrhaní;SSns6
brady;SSfs2;brady;SSfs2
nasleduje;VKesc+;nasleduje;VKesc+
vlečenie;SSns1;vlečenie;SSns1
loďou;SSfs7;loďou;SSfs7
a;O;a;O
pomsta;SSfs1;pomsta;SSfs1
Janom;SSms7:r;Janom;SSms7:r
najatých;Gtmp2x;najatých;Gtmp2x
ľudí;SSmp2;ľudí;SSmp2
.;SENT;.;Z
Mediácii;SSfs3;Mediácii;SSfs3
bráni;VKesc+;bráni;VKesc+
násilný;AAis1x;násilný;AAis1x
zásah;SSis1;zásah;SSis1
zvonku;Dx;zvonku;Dx
—;Z;—;Z
Janova;AFfs1x:r;Janova;AFfs1x:r
prítomnosť;SSfs1;prítomnosť;SSfs1
,;Z;,;Z
narúšajúca;Gkfs1x;narúšajúca;Gkfs1x
tak;PD;tak;PD
prvotnú;AAfs4x;prvotnú;AAfs4x
rovinu;SSfs4;rovinu;SSfs4
mýtu;SSis2;mýtu;SSis2
.;SENT;.;Z
Jeho;PUfs1;Jeho;PUfs1
prítomnosť;SSfs1;prítomnosť;SSfs1
vnáša;VKesc+;vnáša;VKesc+
do;Eu2;do;Eu2
útvaru;SSis2;útvaru;SSis2
už;Dx;už;Dx
spomenuté;Gtip4x;spomenuté;Gtip4x
prvky;SSip4;prvky;SSip4
hrdinskej;AAfs2x;hrdinskej;AAfs2x
epiky;SSfs2;epiky;SSfs2
—;Z;—;Z
mýtický;AAis1x;mýtický;AAis1x
boj;SSis1;boj;SSis1
za;Eu4;za;Eu4
odstránenie;SSns4;odstránenie;SSns4
chaosu;SSis2;chaosu;SSis2
sa;R;sa;R
mení;VKesc+;mení;VKesc+
na;Eu4;na;Eu4
ochranu;SSfs4;ochranu;SSfs4
štátu;SSis2;štátu;SSis2
a;O;a;O
viery;SSfs2;viery;SSfs2
proti;Eu3;proti;Eu3
cudzím;AAmp3x;cudzím;AAmp3x
pohanom;SSmp3;pohanom;SSmp3
.;SENT;.;Z
Prečo;PD;Prečo;PD
sa;R;sa;R
potom;Dx;potom;Dx
letopisec;SSms1;letopisec;SSms1
zaoberá;VKesc+;zaoberá;VKesc+
ešte;T;ešte;T
akýmsi;PAms7;akýmsi;PAms7
medveďom;SSms7;medveďom;SSms7
?;SENT;?;Z
Všimnime;VMdpa+;Všimnime;VMdpa+
si;R;si;R
teraz;Dx;teraz;Dx
zaujímavú;AAfs4x;zaujímavú;AAfs4x
transformáciu;SSfs4;transformáciu;SSfs4
.;SENT;.;Z
V;Eu6;V;Eu6
úvode;SSis6;úvode;SSis6
pasáže;SSfs2;pasáže;SSfs2
volchvi;SSmp1;volchvi;SSmp1
symbolizujú;VKjpc+;symbolizujú;VKjpc+
bielych;AAmp4x;bielych;AAmp4x
šamanov;SSmp4;šamanov;SSmp4
,;Z;,;Z
vysporiadávajúcich;Gkmp4x;vysporiadávajúcich;Gkmp4x
sa;R;sa;R
s;Eu7;s;Eu7
čiernymi;AAmp7x;čiernymi;AAmp7x
šamanmi;SSmp7;šamanmi;SSmp7
.;SENT;.;Z
Bieleho;AAms4x;Bieleho;AAms4x
šamana;SSms4;šamana;SSms4
—;Z;—;Z
biskupa;SSms4;biskupa;SSms4
má;VKesc+;má;VKesc+
na;Eu6;na;Eu6
svojej;PFfs6;svojej;PFfs6
strane;SSfs6;strane;SSfs6
.;SENT;.;Z
Sily;SSfp1;Sily;SSfp1
sú;VKepc+;sú;VKepc+
vyrovnané;Gtfp1x;vyrovnané;Gtfp1x
—;Z;—;Z
a;O;a;O
tak;PD;tak;O
sa;R;sa;R
začína;VKesc+;začína;VKesc+
„;Z;„;Z
mýtická;AAfs1x;mýtická;AAfs1x
súťaž;SSfs1;súťaž;SSfs1
“;Z;“;Z
.;SENT;.;Z
Vseslav;SSms1:r;Vseslav;SSms1:r
—;Z;—;Z
vodca;SSms1;vodca;SSms1
kyjevského;AAns2x;kyjevského;AAns2x
povstania;SSns2;povstania;SSns2
je;VKesc+;je;VKesc+
z;Eu2;z;Eu2
Polocka;SSis2:r;Polocka;SSis2:r
a;O;a;O
nepokoje;SSip1;nepokoje;SSip1
sú;VKepc+;sú;VKepc+
i;T;i;O
v;Eu6;v;Eu6
Novgorode;SSis6:r;Novgorode;SSis6:r
.;SENT;.;Z
Zdôraznený;Gtis1x;Zdôraznený;Gtis1x
je;VKesc+;je;VKesc+
teda;T;teda;T
celoruský;AAis1x;celoruský;AAis1x
charakter;SSis1;charakter;SSis1
zmätkov;SSip2;zmätkov;SSip2
.;SENT;.;Z
Mesto;SSns1;Mesto;SSns1
s;Eu7;s;Eu7
ním;PFms7;ním;PFms7
späté;AAns1x;späté;Gtns1x
sa;R;sa;R
stáva;VKesc+;stáva;VKesc+
dejiskom;SSns7;dejiskom;SSns7
podivných;AAfp2x;podivných;AAfp2x
udalostí;SSfp2;udalostí;SSfp2
.;SENT;.;Z
Rozoberané;AAip1x;Rozoberané;Gtip1x
nepokoje;SSip1;nepokoje;SSip1
sa;R;sa;R
odohrávajú;VKepc+;odohrávajú;VKepc+
v;Eu6;v;Eu6
Beloozere;SSns6:r;Beloozere;SSns6:r
,;Z;,;Z
Novgorode;SSis6:r;Novgorode;SSis6:r
,;Z;,;Z
Suzdali;SSis6:r;Suzdali;SSis6:r
,;Z;,;Z
roku;SSis2;roku;SSis2
1091;0;1091;0
sa;R;sa;R
objavuje;VKesc+;objavuje;VKesc+
volchv;SSms1;volchv;SSms1
i;O;i;O
v;Eu6;v;Eu6
Rostove;SSis6:r;Rostove;SSis6:r
.;SENT;.;Z
Títo;PFmp1;Títo;PFmp1
Sosolci;SSmp1;Sosolci;SSmp1
tiahnú;VKepc+;tiahnú;VKepc+:q
proti;Eu3;proti;Eu3
Rusom;SSmp3:r;Rusom;SSmp3:r
,;Z;,;Z
plienia;VKepc+;plienia;VKepc+
ruský;AAis4x;ruský;AAis4x
oporný;AAis4x;oporný;AAis4x
bod;SSis4;bod;SSis4
Jurjev;SSis4:r;Jurjev;SSis4:r
a;O;a;O
útočia;VKepc+;útočia;VKepc+
na;Eu4;na;Eu4
Pskov;SSis4:r;Pskov;SSis4:r
.;SENT;.;Z
Tento;PFis1;Tento;PFis1
národ;SSis1;národ;SSis1
teda;T;teda;T
kládol;VLesci+;kládol;VLesci+
zúrivý;AAis4x;zúrivý;AAis4x
odpor;SSis4;odpor;SSis4
kolonizačným;AAfp3x;kolonizačným;AAfp3x
snahám;SSfp3;snahám;SSfp3
ruských;AAnp2x;ruských;AAnp2x
kniežat;SSnp2;kniežat;SSnp2
.;SENT;.;Z
Vystúpenie;SSns1;Vystúpenie;SSns1
veľkého;AAns2x;veľkého;AAns2x
množstva;SSns2;množstva;SSns2
jeho;PUip2;jeho;PUip2
bojových;AAip2x;bojových;AAip2x
oddielov;SSip2;oddielov;SSip2
sa;R;sa;R
dalo;VLjscn+;dalo;VLjscn+
chápať;VIe+;chápať;VIe+
i;O;i;T
ako;O;ako;O
pohanský;AAis1x;pohanský;AAis1x
nepokoj;SSis1;nepokoj;SSis1
—;Z;—;Z
prežitky;SSip1;prežitky;SSip1
predkresťanskej;AAfs2x;predkresťanskej;AAfs2x
viery;SSfs2;viery;SSfs2
sa;R;sa;R
u;Eu2;u;Eu2
Estóncov;SSmp2:r;Estóncov;SSmp2:r
udržali;VLdpci+;udržali;VLdpci+
neobvykle;Dx;neobvykle;Dx
dlho;Dx;dlho;Dx
.;SENT;.;Z
V;Eu6;V;Eu6
ich;PUis6;ich;PUis6
národnom;AAis6x;národnom;AAis6x
epose;SSis6;epose;SSis6
Kalevala;SSfs1:r;Kalevala;SSfs1:r
nájdeme;VKdpa+;nájdeme;VKdpa+
napr;W;napr;W
.;SENT;.;Z
starobylý;AAis4x;starobylý;AAis4x
výklad;SSis4;výklad;SSis4
o;Eu6;o;Eu6
pôvode;SSis6;pôvode;SSis6
sveta;SSis2;sveta;SSis2
z;Eu2;z;Eu2
vajca;SSns2;vajca;SSns2
.;SENT;.;Z
Jednou;NFfs7;Jednou;NFfs7
z;Eu2;z;Eu2
hlavných;AAfp2x;hlavných;AAfp2x
postáv;SSfp2;postáv;SSfp2
eposu;SSis2;eposu;SSis2
je;VKesc+;je;VKesc+
mýtický;AAms1x;mýtický;AAms1x
kováč;SSms1;kováč;SSms1
lllmarillen;SSms1:r;lllmarillen;SSms1:r
.;SENT;.;Z
V;Eu6;V;Eu6
estónskej;AAfs6x;estónskej;AAfs6x
rozprávke;SSfs6;rozprávke;SSfs6
Hromovládcové;AFfp1x:r;Hromovládcové;AFfp1x:r
gajdy;SSfp1;gajdy;SSfp1
je;VKesc+;je;VKesc+
zasa;Dx;zasa;Dx
zachovaný;Gtis1x;zachovaný;Gtis1x
obraz;SSis1;obraz;SSis1
starobylého;AAis2x;starobylého;AAis2x
dualizmu;SSis2;dualizmu;SSis2
v;Eu6;v;Eu6
postavách;SSfp6;postavách;SSfp6
vládcu;SSms2;vládcu;SSms2
hromov;SSip2;hromov;SSip2
Pikneho;SFms2:r;Pikneho;SFms2:r
a;O;a;O
vrchného;AAms2x;vrchného;AAms2x
čerta;SSms2;čerta;SSms2
Vanatuhiho;SFms2:r;Vanatuhiho;SFms2:r
.;SENT;.;Z
Jan;SSms1:r;Jan;SSms1:r
prichádza;VKesc+;prichádza;VKesc+
do;Eu2;do;Eu2
kraja;SSis2;kraja;SSis2
po;Eu6;po;Eu6
zvestiach;SSfp6;zvestiach;SSfp6
o;Eu6;o;Eu6
zabití;SSns6;zabití;SSns6
žien;SSfp2;žien;SSfp2
volchvami;SSmp7;volchvami;SSmp7
.;SENT;.;Z
Po;Eu6;Po;Eu6
príchode;SSis6;príchode;SSis6
„;Z;„;Z
trestnej;AAfs2x;trestnej;AAfs2x
výpravy;SSfs2;výpravy;SSfs2
“;Z;“;Z
však;O;však;O
nepokoje;SSip1;nepokoje;SSip1
už;Dx;už;Dx
opadli;VLdpci+;opadli;VLdpci+
a;O;a;O
všetko;PFns1;všetko;PFns1
bolo;VLescn+;bolo;VLescn+
v;Eu6;v;Eu6
poriadku;SSis6;poriadku;SSis6
—;Z;—;Z
no;O;no;O
príchodzích;SAmp4;príchodzích;SAmp4
museli;VLepcm+;museli;VLepcm+
kolonisti;SSmp1;kolonisti;SSmp1
živiť;VIe+;živiť;VIe+
.;SENT;.;Z
Zhrnutie;SSns1;Zhrnutie;SSns1
a;O;a;O
porovnanie;SSns1;porovnanie;SSns1
,;Z;,;Z
súvislosti;SSfp1;súvislosti;SSfp1
.;SENT;.;Z
Robili;VLepcm+;Robili;VLepcm+
tak;PD;tak;PD
skôr;T;skôr;T
mocní;AAmp1x;mocní;AAmp1x
šľachtici;SSmp1;šľachtici;SSmp1
,;Z;,;Z
usilujúci;Gkmp1x;usilujúci;Gkmp1x
sa;R;sa;R
o;Eu4;o;Eu4
odtrhnutie;SSns4;odtrhnutie;SSns4
časti;SSfs2;časti;SSfs2
krajiny;SSfs2;krajiny;SSfs2
/;Z;/;Z
najpríhodnejším;AAis7z;najpríhodnejším;AAis7z
príkladom;SSis7;príkladom;SSis7
je;VKesc+;je;VKesc+
tu;PD;tu;PD
uhorské;AAns1x;uhorské;AAns1x
povstanie;SSns1;povstanie;SSns1
Vathu;SSms2:r;Vathu;SSms2:r
roku;SSis2;roku;SSis2
1046;0;1046;0
v;Eu6;v;Eu6
Bekeszi;SSis6:r;Bekeszi;SSis6:r
/;Z;/;Z
.;SENT;.;Z
Takéto;PAns1;Takéto;PAns1
zistenie;SSns1;zistenie;SSns1
zaujímavo;Dx;zaujímavo;Dx
dopĺňa;VKesc+;dopĺňa;VKesc+
a;O;a;O
modifikuje;VKjsc+;modifikuje;VKjsc+
pohľad;SSis4;pohľad;SSis4
na;Eu4;na;Eu4
najvyspelejšie;AAns4z;najvyspelejšie;AAns4z
mesto;SSns4;mesto;SSns4
stredovekej;AAfs2x;stredovekej;AAfs2x
Rusi;SSfs2:r;Rusi;SSfs2:r
,;Z;,;Z
mesto;SSns4;mesto;SSns4
majúce;Gkns4x;majúce;Gkns4x
bohaté;AAip4x;bohaté;AAip4x
styky;SSip4;styky;SSip4
s;Eu7;s;Eu7
civilizačným;AAis7x;civilizačným;AAis7x
okruhom;SSis7;okruhom;SSis7
západnej;AAfs2x;západnej;AAfs2x
Európy;SSfs2:r;Európy;SSfs2:r
.;SENT;.;Z
Pri;Eu6;Pri;Eu6
analýze;SSfs6;analýze;SSfs6
skúmaného;Gtis2x;skúmaného;Gtis2x
javu;SSis2;javu;SSis2
v;Eu6;v;Eu6
práci;SSfs6;práci;SSfs6
sme;VKepa+;sme;VKepa+
použili;VLdpah+;použili;VLdpah+
viac;NUns4;viac;NUns4
vrstiev;SSfp2;vrstiev;SSfp2
v;Eu6;v;Eu6
úvode;SSis6;úvode;SSis6
spomenutých;Gtip2x;spomenutých;Gtip2x
prvkov;SSip2;prvkov;SSip2
.;SENT;.;Z
Prvým;NAis7;Prvým;NAis7
stupňom;SSis7;stupňom;SSis7
boli;VLepcf+;boli;VLepcf+
archeologické;AAfp1x;archeologické;AAfp1x
vykopávky;SSfp1;vykopávky;SSfp1
svojou;PFfs7;svojou;PFfs7
uchopiteľnosťou;SSfs7;uchopiteľnosťou;SSfs7
zhmotňujúce;Gkfp1x;zhmotňujúce;Gkfp1x
rozplývavé;AAip4x;rozplývavé;AAip4x
symboly;SSip4;symboly;SSip4
starých;AAfp2x;starých;AAfp2x
povier;SSfp2;povier;SSfp2
a;O;a;O
zároveň;Dx;zároveň;Dx
ich;PFip4;ich;PFip4
presne;Dx;presne;Dx
lokalizujúce;Gkfp1x;lokalizujúce;Gkfp1x
.;SENT;.;Z
Tri;NNip1;Tri;NNip1
uvedené;Gtip1x;uvedené;Gtip1x
stupne;SSip1;stupne;SSip1
výskumu;SSis2;výskumu;SSis2
nás;PPhp4;nás;PPhp4
vedú;VKepc+;vedú;VKepc+
ku;Ev3;ku;Ev3
konštatovaniu;SSns3;konštatovaniu;SSns3
,;Z;,;Z
potvrdzujúcemu;Gkns3x;potvrdzujúcemu;Gkns3x
úvodnú;AAfs4x;úvodnú;AAfs4x
tézu;SSfs4;tézu;SSfs4
o;Eu6;o;Eu6
tesnej;AAfs6x;tesnej;AAfs6x
prepletenosti;SSfs6;prepletenosti;SSfs6
oboch;NNip2;oboch;NNip2
systémov;SSip2;systémov;SSip2
,;Z;,;Z
obohatenému;Gtns3x;obohatenému;Gtns3x
však;T;však;O
poznaním;SSns7;poznaním;SSns7
vnútornej;AAfs2x;vnútornej;AAfs2x
dynamiky;SSfs2;dynamiky;SSfs2
jej;PUis2;jej;PUis2
vývoja;SSis2;vývoja;SSis2
.;SENT;.;Z
Zároveň;Dx;Zároveň;Dx
dochádza;VKesc+;dochádza;VKesc+
k;Eu3;k;Eu3
postupnému;AAns3x;postupnému;AAns3x
vyprázdňovaniu;SSns3;vyprázdňovaniu;SSns3
