Slovo;Číslo;Slovo2;Číslo2
znamenalo;jednotné;znamenalo;jednotné
,;;,;
že;;že;
ho;jednotné;ho;jednotné
nemôžem;jednotné;nemôžem;jednotné
pozvať;;pozvať;
dnu;;dnu;
,;;,;
a;;a;
nie;;nie;
bozkávať;;bozkávať;
sa;;sa;
.;;.;
Obaja;množné;Obaja;množné
sme;množné;sme;množné
začuli;množné;začuli;množné
mamino;jednotné;mamino;jednotné
zlostné;jednotné;zlostné;jednotné
vzdychnutie;jednotné;vzdychnutie;jednotné
.;;.;
Mamina;jednotné;Mamina;jednotné
silueta;jednotné;silueta;jednotné
stála;jednotné;stála;jednotné
vo;;vo;
dverách;množné;dverách;množné
a;;a;
obaja;množné;obaja;množné
sme;množné;sme;množné
vycítili;množné;vycítili;množné
,;;,;
že;;že;
sa;;sa;
hnevá;jednotné;hnevá;jednotné
.;;.;
“;;“;
Čo;jednotné;Čo;jednotné
tam;;tam;
robíš;jednotné;robíš;jednotné
,;;,;
Amy;jednotné;Amy;jednotné
?;;?;
Vychrlila;jednotné;Vychrlila;jednotné
tie;množné;tie;množné
otázky;množné;otázky;množné
tak;;tak;
rýchlo;;rýchlo;
,;;,;
že;;že;
som;jednotné;som;jednotné
nestačila;jednotné;nestačila;jednotné
reagovať;;reagovať;
.;;.;
“;;“;
Zaklopal;jednotné;Zaklopal;jednotné
som;jednotné;som;jednotné
Amy;jednotné;Amy;jednotné
na;;na;
okno;jednotné;okno;jednotné
.;;.;
Mama;jednotné;Mama;jednotné
rázne;;rázne;
podišla;jednotné;podišla;jednotné
k;;k;
oknu;jednotné;oknu;jednotné
.;;.;
“;;“;
Prečo;;Prečo;
si;jednotné;si;jednotné
to;jednotné;to;jednotné
spravila;jednotné;spravila;jednotné
?;;?;
“;;“;
skríkla;jednotné;skríkla;jednotné
som;jednotné;som;jednotné
na;;na;
ňu;jednotné;ňu;jednotné
.;;.;
Silno;;Silno;
som;jednotné;som;jednotné
ho;jednotné;ho;jednotné
zovrela;jednotné;zovrela;jednotné
,;;,;
akoby;;akoby;
ma;jednotné;ma;jednotné
mal;jednotné;mal;jednotné
ochrániť;;ochrániť;
.;;.;
“;;“;
Ja;jednotné;Ja;jednotné
to;jednotné;to;jednotné
zvládnem;jednotné;zvládnem;jednotné
,;;,;
“;;“;
odvetila;jednotné;odvetila;jednotné
som;jednotné;som;jednotné
trochu;;trochu;
tichšie;;tichšie;
,;;,;
lebo;;lebo;
som;jednotné;som;jednotné
nebola;jednotné;nebola;jednotné
o;;o;
tom;jednotné;tom;jednotné
stopercentne;;stopercentne;
presvedčená;jednotné;presvedčená;jednotné
.;;.;
“;;“;
Viem;jednotné;Viem;jednotné
,;;,;
si;jednotné;si;jednotné
o;;o;
tom;jednotné;tom;jednotné
presvedčená;jednotné;presvedčená;jednotné
,;;,;
“;;“;
povedala;jednotné;povedala;jednotné
mama;jednotné;mama;jednotné
.;;.;
“;;“;
To;jednotné;To;jednotné
je;jednotné;je;jednotné
nespravodlivé;jednotné;nespravodlivé;jednotné
!;;!;
“;;“;
namietla;jednotné;namietla;jednotné
som;jednotné;som;jednotné
.;;.;
“;;“;
Nemôžeš;jednotné;Nemôžeš;jednotné
mi;jednotné;mi;jednotné
nič;jednotné;nič;jednotné
zakazovať;;zakazovať;
!;;!;
Mama;jednotné;Mama;jednotné
vybehla;jednotné;vybehla;jednotné
naštvane;;naštvane;
na;;na;
chodbu;jednotné;chodbu;jednotné
.;;.;
13;;13;
.;;.;
kapitola;jednotné;kapitola;jednotné
Dúfala;jednotné;Dúfala;jednotné
som;jednotné;som;jednotné
,;;,;
že;;že;
sa;;sa;
nápadne;;nápadne;
zablyští;jednotné;zablyští;jednotné
na;;na;
slnku;jednotné;slnku;jednotné
,;;,;
ale;;ale;
,;;,;
žiaľ;;žiaľ;
,;;,;
v;;v;
ten;jednotné;ten;jednotné
deň;jednotné;deň;jednotné
bolo;jednotné;bolo;jednotné
zatiahnuté;jednotné;zatiahnuté;jednotné
.;;.;
Kov;jednotné;Kov;jednotné
ma;jednotné;ma;jednotné
príjemne;;príjemne;
chladil;jednotné;chladil;jednotné
.;;.;
Pravdu;jednotné;Pravdu;jednotné
povediac;;povediac;
,;;,;
nemala;jednotné;nemala;jednotné
som;jednotné;som;jednotné
to;jednotné;to;jednotné
v;;v;
úmysle;jednotné;úmysle;jednotné
.;;.;
“;;“;
Prečo;;Prečo;
nie;;nie;
,;;,;
“;;“;
zakričala;jednotné;zakričala;jednotné
som;jednotné;som;jednotné
a;;a;
zamierila;jednotné;zamierila;jednotné
k;;k;
dverám;množné;dverám;množné
.;;.;
Dvakrát;;Dvakrát;
sa;;sa;
mi;jednotné;mi;jednotné
pod;;pod;
vodou;jednotné;vodou;jednotné
omotal;jednotné;omotal;jednotné
okolo;;okolo;
krku;jednotné;krku;jednotné
a;;a;
prehodil;jednotné;prehodil;jednotné
sa;;sa;
na;;na;
chrbát;jednotné;chrbát;jednotné
.;;.;
Pri;;Pri;
štvrtej;jednotné;štvrtej;jednotné
obrátke;jednotné;obrátke;jednotné
sa;;sa;
mi;jednotné;mi;jednotné
stužka;jednotné;stužka;jednotné
s;;s;
kľúčikom;jednotné;kľúčikom;jednotné
z;;z;
krku;jednotné;krku;jednotné
vyvliekla;jednotné;vyvliekla;jednotné
.;;.;
Keď;;Keď;
som;jednotné;som;jednotné
v;;v;
dráhe;jednotné;dráhe;jednotné
zastala;jednotné;zastala;jednotné
a;;a;
šliapala;jednotné;šliapala;jednotné
vodu;jednotné;vodu;jednotné
,;;,;
zabrzdila;jednotné;zabrzdila;jednotné
som;jednotné;som;jednotné
ostatných;množné;ostatných;množné
plavcov;množné;plavcov;množné
.;;.;
Šmátrala;jednotné;Šmátrala;jednotné
som;jednotné;som;jednotné
okolo;;okolo;
seba;jednotné;seba;jednotné
a;;a;
hľadala;jednotné;hľadala;jednotné
môj;jednotné;môj;jednotné
poklad;jednotné;poklad;jednotné
.;;.;
“;;“;
Máš;jednotné;Máš;jednotné
nejaký;jednotné;nejaký;jednotné
problém;jednotné;problém;jednotné
?;;?;
“;;“;
spýtala;jednotné;spýtala;jednotné
sa;;sa;
Jill;jednotné;Jill;jednotné
,;;,;
keď;;keď;
plávala;jednotné;plávala;jednotné
popri;;popri;
mne;jednotné;mne;jednotné
.;;.;
Ty;jednotné;Ty;jednotné
si;jednotné;si;jednotné
ten;jednotné;ten;jednotné
problém;jednotné;problém;jednotné
,;;,;
pomyslela;jednotné;pomyslela;jednotné
som;jednotné;som;jednotné
si;;si;
.;;.;
Vtom;;Vtom;
som;jednotné;som;jednotné
pozrela;jednotné;pozrela;jednotné
hore;;hore;
a;;a;
zbadala;jednotné;zbadala;jednotné
pri;;pri;
bazéne;jednotné;bazéne;jednotné
Chrisa;jednotné;Chrisa;jednotné
.;;.;
Sledoval;jednotné;Sledoval;jednotné
ma;jednotné;ma;jednotné
.;;.;
“;;“;
Toto;jednotné;Toto;jednotné
hľadáš;jednotné;hľadáš;jednotné
?;;?;
“;;“;
spýtal;jednotné;spýtal;jednotné
sa;;sa;
s;;s;
úsmevom;jednotné;úsmevom;jednotné
,;;,;
keď;;keď;
sa;;sa;
po;;po;
chvíli;jednotné;chvíli;jednotné
vynoril;jednotné;vynoril;jednotné
aj;;aj;
s;;s;
kľúčikom;jednotné;kľúčikom;jednotné
.;;.;
Zatiaľ;;Zatiaľ;
čo;;čo;
silnejšie;;silnejšie;
uviazal;jednotné;uviazal;jednotné
stužku;jednotné;stužku;jednotné
a;;a;
zavesil;jednotné;zavesil;jednotné
mi;jednotné;mi;jednotné
ju;jednotné;ju;jednotné
na;;na;
krk;jednotné;krk;jednotné
,;;,;
stála;jednotné;stála;jednotné
som;jednotné;som;jednotné
na;;na;
mieste;jednotné;mieste;jednotné
.;;.;
“;;“;
Dúfam;jednotné;Dúfam;jednotné
,;;,;
že;;že;
si;jednotné;si;jednotné
nemala;jednotné;nemala;jednotné
problémy;množné;problémy;množné
,;;,;
Amy;jednotné;Amy;jednotné
,;;,;
“;;“;
zašepkal;jednotné;zašepkal;jednotné
.;;.;
Videla;jednotné;Videla;jednotné
som;jednotné;som;jednotné
mu;jednotné;mu;jednotné
na;;na;
očiach;množné;očiach;množné
,;;,;
že;;že;
to;jednotné;to;jednotné
berie;jednotné;berie;jednotné
vážne;;vážne;
.;;.;
Práve;;Práve;
vtedy;;vtedy;
tréner;jednotné;tréner;jednotné
August;jednotné;August;jednotné
zapískal;jednotné;zapískal;jednotné
.;;.;
Mali;množné;Mali;množné
sme;množné;sme;množné
sa;;sa;
zaradiť;;zaradiť;
na;;na;
miesta;množné;miesta;množné
,;;,;
aby;;aby;
sme;množné;sme;množné
začali;množné;začali;množné
s;;s;
tréningom;jednotné;tréningom;jednotné
.;;.;
“;;“;
To;jednotné;To;jednotné
ti;jednotné;ti;jednotné
vo;;vo;
vode;jednotné;vode;jednotné
vrátim;jednotné;vrátim;jednotné
,;;,;
“;;“;
povedala;jednotné;povedala;jednotné
som;jednotné;som;jednotné
.;;.;
TRESK;;TRESK;
!;;!;
“;;“;
Tu;;Tu;
som;jednotné;som;jednotné
,;;,;
Amy;jednotné;Amy;jednotné
!;;!;
“;;“;
zakričala;jednotné;zakričala;jednotné
škodoradostne;;škodoradostne;
.;;.;
Odpočívala;jednotné;Odpočívala;jednotné
na;;na;
kraji;jednotné;kraji;jednotné
bazéna;jednotné;bazéna;jednotné
a;;a;
hompáľala;jednotné;hompáľala;jednotné
nohami;množné;nohami;množné
.;;.;
Nedokázala;jednotné;Nedokázala;jednotné
som;jednotné;som;jednotné
urobiť;;urobiť;
jedinú;jednotné;jedinú;jednotné
slušnú;jednotné;slušnú;jednotné
obrátku;jednotné;obrátku;jednotné
.;;.;
Chrisov;jednotné;Chrisov;jednotné
autobus;jednotné;autobus;jednotné
zarachotil;jednotné;zarachotil;jednotné
v;;v;
zákrute;jednotné;zákrute;jednotné
a;;a;
zabočil;jednotné;zabočil;jednotné
na;;na;
HLavnú;jednotné;HLavnú;jednotné
ulicu;jednotné;ulicu;jednotné
.;;.;
Bola;jednotné;Bola;jednotné
špička;jednotné;špička;jednotné
a;;a;
cez;;cez;
okienka;množné;okienka;množné
som;jednotné;som;jednotné
videla;jednotné;videla;jednotné
,;;,;
že;;že;
všetky;množné;všetky;množné
sedadlá;množné;sedadlá;množné
obsadili;množné;obsadili;množné
ľudia;množné;ľudia;množné
,;;,;
čo;jednotné;čo;jednotné
pracujú;množné;pracujú;množné
v;;v;
centre;jednotné;centre;jednotné
.;;.;
Podľa;;Podľa;
mojich;množné;mojich;množné
predstáv;množné;predstáv;množné
sa;;sa;
vracali;množné;vracali;množné
do;;do;
pekných;množné;pekných;množné
domov;množné;domov;množné
s;;s;
vyhrievanými;množné;vyhrievanými;množné
bazénmi;množné;bazénmi;množné
.;;.;
“;;“;
Poď;jednotné;Poď;jednotné
k;;k;
nám;množné;nám;množné
,;;,;
Amy;jednotné;Amy;jednotné
,;;,;
“;;“;
navrhol;jednotné;navrhol;jednotné
Chris;jednotné;Chris;jednotné
,;;,;
keď;;keď;
autobus;jednotné;autobus;jednotné
zastal;jednotné;zastal;jednotné
pri;;pri;
obrubníku;jednotné;obrubníku;jednotné
.;;.;
Po;;Po;
večere;jednotné;večere;jednotné
v;;v;
lunaparku;jednotné;lunaparku;jednotné
sme;množné;sme;množné
išli;množné;išli;množné
zopár;jednotné;zopár;jednotné
ráz;množné;ráz;množné
po;;po;
škole;jednotné;škole;jednotné
do;;do;
knižnice;jednotné;knižnice;jednotné
.;;.;
Na;;Na;
okraje;množné;okraje;množné
slohového;jednotné;slohového;jednotné
zošita;jednotné;zošita;jednotné
mi;jednotné;mi;jednotné
písal;jednotné;písal;jednotné
ľúbostné;množné;ľúbostné;množné
odkazy;množné;odkazy;množné
,;;,;
alebo;;alebo;
ma;jednotné;ma;jednotné
chcel;jednotné;chcel;jednotné
bozkávať;;bozkávať;
,;;,;
kým;;kým;
som;jednotné;som;jednotné
čítala;jednotné;čítala;jednotné
.;;.;
Samozrejme;;Samozrejme;
,;;,;
že;;že;
som;jednotné;som;jednotné
mu;jednotné;mu;jednotné
nepovedala;jednotné;nepovedala;jednotné
,;;,;
že;;že;
mám;jednotné;mám;jednotné
domáce;jednotné;domáce;jednotné
väzenie;jednotné;väzenie;jednotné
.;;.;
Shepherdovci;množné;Shepherdovci;množné
bývali;množné;bývali;množné
v;;v;
luxusnej;jednotné;luxusnej;jednotné
štvrti;jednotné;štvrti;jednotné
,;;,;
kde;;kde;
boli;množné;boli;množné
samé;množné;samé;množné
honosné;množné;honosné;množné
domy;množné;domy;množné
.;;.;
Spomenula;jednotné;Spomenula;jednotné
som;jednotné;som;jednotné
si;;si;
na;;na;
mamu;jednotné;mamu;jednotné
,;;,;
ktorá;jednotné;ktorá;jednotné
pracovala;jednotné;pracovala;jednotné
na;;na;
dvoch;množné;dvoch;množné
miestach;množné;miestach;množné
,;;,;
aby;;aby;
vládala;jednotné;vládala;jednotné
platiť;;platiť;
účty;množné;účty;množné
.;;.;
Potom;;Potom;
otvoril;jednotné;otvoril;jednotné
sklené;množné;sklené;množné
dvere;množné;dvere;množné
na;;na;
terasu;jednotné;terasu;jednotné
.;;.;
Nežartoval;jednotné;Nežartoval;jednotné
.;;.;
“;;“;
Keby;;Keby;
som;jednotné;som;jednotné
nevedela;jednotné;nevedela;jednotné
,;;,;
že;;že;
máte;množné;máte;množné
bezpečnostný;jednotné;bezpečnostný;jednotné
systém;jednotné;systém;jednotné
,;;,;
“;;“;
doberala;jednotné;doberala;jednotné
som;jednotné;som;jednotné
si;;si;
Chrisa;jednotné;Chrisa;jednotné
,;;,;
“;;“;
preliezla;jednotné;preliezla;jednotné
by;;by;
som;jednotné;som;jednotné
plot;jednotné;plot;jednotné
a;;a;
skočila;jednotné;skočila;jednotné
dnu;;dnu;
.;;.;
“;;“;
Plesk;;Plesk;
!;;!;
Hodil;jednotné;Hodil;jednotné
ma;jednotné;ma;jednotné
do;;do;
vody;jednotné;vody;jednotné
.;;.;
Oblečenú;jednotné;Oblečenú;jednotné
!;;!;
Chcel;jednotné;Chcel;jednotné
byť;;byť;
vtipný;jednotné;vtipný;jednotné
,;;,;
ale;;ale;
rozzúrilo;jednotné;rozzúrilo;jednotné
ma;jednotné;ma;jednotné
to;jednotné;to;jednotné
.;;.;
Zrazu;;Zrazu;
mi;jednotné;mi;jednotné
napadlo;jednotné;napadlo;jednotné
,;;,;
že;;že;
vtedy;;vtedy;
nás;množné;nás;množné
to;jednotné;to;jednotné
zblížilo;jednotné;zblížilo;jednotné
,;;,;
keď;;keď;
bral;jednotné;bral;jednotné
vážne;;vážne;
môj;jednotné;môj;jednotné
problém;jednotné;problém;jednotné
s;;s;
obrátkou;jednotné;obrátkou;jednotné
.;;.;
On;jednotné;On;jednotné
sa;;sa;
smial;jednotné;smial;jednotné
a;;a;
ja;jednotné;ja;jednotné
som;jednotné;som;jednotné
bola;jednotné;bola;jednotné
čoraz;;čoraz;
zúrivejšia;jednotné;zúrivejšia;jednotné
.;;.;
Vyzliekol;jednotné;Vyzliekol;jednotné
si;;si;
košeľu;jednotné;košeľu;jednotné
a;;a;
skočil;jednotné;skočil;jednotné
za;;za;
mnou;jednotné;mnou;jednotné
.;;.;
Čím;;Čím;
dlhšie;;dlhšie;
som;jednotné;som;jednotné
tam;;tam;
šliapala;jednotné;šliapala;jednotné
vodu;jednotné;vodu;jednotné
,;;,;
tým;;tým;
väčšia;jednotné;väčšia;jednotné
zlosť;jednotné;zlosť;jednotné
ma;jednotné;ma;jednotné
chytala;jednotné;chytala;jednotné
.;;.;
“;;“;
Z;;Z;
očí;množné;očí;množné
mi;jednotné;mi;jednotné
vyhŕkli;množné;vyhŕkli;množné
slzy;množné;slzy;množné
.;;.;
Priplávala;jednotné;Priplávala;jednotné
som;jednotné;som;jednotné
ku;;ku;
kovovým;množné;kovovým;množné
schodíkom;množné;schodíkom;množné
a;;a;
s;;s;
námahou;jednotné;námahou;jednotné
som;jednotné;som;jednotné
vystupovala;jednotné;vystupovala;jednotné
von;;von;
,;;,;
keď;;keď;
ma;jednotné;ma;jednotné
striaslo;jednotné;striaslo;jednotné
.;;.;
Znova;;Znova;
som;jednotné;som;jednotné
vliezla;jednotné;vliezla;jednotné
do;;do;
vody;jednotné;vody;jednotné
.;;.;
Nemala;jednotné;Nemala;jednotné
som;jednotné;som;jednotné
veľmi;;veľmi;
na;;na;
výber;jednotné;výber;jednotné
,;;,;
a;;a;
tak;;tak;
som;jednotné;som;jednotné
ostala;jednotné;ostala;jednotné
vo;;vo;
vode;jednotné;vode;jednotné
.;;.;
Chris;jednotné;Chris;jednotné
vyliezol;jednotné;vyliezol;jednotné
von;;von;
a;;a;
cez;;cez;
terasu;jednotné;terasu;jednotné
prebehol;jednotné;prebehol;jednotné
do;;do;
domu;jednotné;domu;jednotné
.;;.;
Ostávala;jednotné;Ostávala;jednotné
po;;po;
ňom;jednotné;ňom;jednotné
mokrá;jednotné;mokrá;jednotné
stopa;jednotné;stopa;jednotné
.;;.;
Príjemne;;Príjemne;
ma;jednotné;ma;jednotné
hrial;jednotné;hrial;jednotné
.;;.;
Aj;;Aj;
on;jednotné;on;jednotné
sa;;sa;
medzitým;;medzitým;
prezliekol;jednotné;prezliekol;jednotné
.;;.;
Preglgla;jednotné;Preglgla;jednotné
som;jednotné;som;jednotné
.;;.;
“;;“;
Vitajte;;Vitajte;
.;;.;
Vy;množné;Vy;množné
ste;množné;ste;množné
asi;;asi;
Amy;jednotné;Amy;jednotné
,;;,;
“;;“;
povedala;jednotné;povedala;jednotné
prívetivo;;prívetivo;
.;;.;
Teší;jednotné;Teší;jednotné
ma;jednotné;ma;jednotné
,;;,;
“;;“;
jachtala;jednotné;jachtala;jednotné
som;jednotné;som;jednotné
.;;.;
Videla;jednotné;Videla;jednotné
som;jednotné;som;jednotné
ju;jednotné;ju;jednotné
zopár;jednotné;zopár;jednotné
ráz;množné;ráz;množné
na;;na;
plaveckých;množné;plaveckých;množné
pretekoch;množné;pretekoch;množné
,;;,;
lenže;;lenže;
nikdy;;nikdy;
nás;množné;nás;množné
nikto;jednotné;nikto;jednotné
nepredstavil;jednotné;nepredstavil;jednotné
.;;.;
Pani;jednotné;Pani;jednotné
Shepherdová;jednotné;Shepherdová;jednotné
sa;;sa;
zasmiala;jednotné;zasmiala;jednotné
,;;,;
no;;no;
mala;jednotné;mala;jednotné
som;jednotné;som;jednotné
nepríjemný;jednotné;nepríjemný;jednotné
pocit;jednotné;pocit;jednotné
,;;,;
že;;že;
mi;jednotné;mi;jednotné
neverí;jednotné;neverí;jednotné
.;;.;
Chris;jednotné;Chris;jednotné
,;;,;
skutočný;jednotné;skutočný;jednotné
vinník;jednotné;vinník;jednotné
,;;,;
sa;;sa;
tváril;jednotné;tváril;jednotné
pokojne;;pokojne;
ako;;ako;
Angličan;jednotné;Angličan;jednotné
.;;.;
Náhlila;jednotné;Náhlila;jednotné
som;jednotné;som;jednotné
sa;;sa;
do;;do;
kabínky;jednotné;kabínky;jednotné
pri;;pri;
bazéne;jednotné;bazéne;jednotné
,;;,;
napchala;jednotné;napchala;jednotné
som;jednotné;som;jednotné
mokré;množné;mokré;množné
veci;množné;veci;množné
do;;do;
vaku;jednotné;vaku;jednotné
,;;,;
obula;jednotné;obula;jednotné
si;;si;
mokré;množné;mokré;množné
tenisky;množné;tenisky;množné
a;;a;
vybehla;jednotné;vybehla;jednotné
von;;von;
.;;.;
Napokon;;Napokon;
prišiel;jednotné;prišiel;jednotné
autobus;jednotné;autobus;jednotné
.;;.;
Celou;jednotné;Celou;jednotné
cestou;jednotné;cestou;jednotné
domov;;domov;
som;jednotné;som;jednotné
sa;;sa;
dívala;jednotné;dívala;jednotné
z;;z;
okna;jednotné;okna;jednotné
do;;do;
tmavej;jednotné;tmavej;jednotné
prázdnoty;jednotné;prázdnoty;jednotné
.;;.;
14;;14;
.;;.;
kapitola;jednotné;kapitola;jednotné
“;;“;
Myslela;jednotné;Myslela;jednotné
som;jednotné;som;jednotné
,;;,;
že;;že;
robíš;jednotné;robíš;jednotné
v;;v;
El;;El;
Rancho;jednotné;Rancho;jednotné
,;;,;
“;;“;
vyhŕkla;jednotné;vyhŕkla;jednotné
som;jednotné;som;jednotné
bez;;bez;
rozmyslu;jednotné;rozmyslu;jednotné
.;;.;
“;;“;
Ja;jednotné;Ja;jednotné
som;jednotné;som;jednotné
inteligentná;jednotné;inteligentná;jednotné
osoba;jednotné;osoba;jednotné
,;;,;
“;;“;
povedala;jednotné;povedala;jednotné
mama;jednotné;mama;jednotné
.;;.;
Namiesto;;Namiesto;
toho;jednotné;toho;jednotné
urobila;jednotné;urobila;jednotné
večeru;jednotné;večeru;jednotné
,;;,;
ako;;ako;
na;;na;
zmierenie;jednotné;zmierenie;jednotné
,;;,;
a;;a;
celú;jednotné;celú;jednotné
večnosť;jednotné;večnosť;jednotné
čakala;jednotné;čakala;jednotné
,;;,;
že;;že;
sa;;sa;
vrátim;jednotné;vrátim;jednotné
.;;.;
“;;“;
Nechcela;jednotné;Nechcela;jednotné
som;jednotné;som;jednotné
ťa;jednotné;ťa;jednotné
nahnevať;;nahnevať;
,;;,;
“;;“;
vravela;jednotné;vravela;jednotné
som;jednotné;som;jednotné
rozpačito;;rozpačito;
.;;.;
V;;V;
tej;jednotné;tej;jednotné
chvíli;jednotné;chvíli;jednotné
mi;jednotné;mi;jednotné
bolo;jednotné;bolo;jednotné
všetko;jednotné;všetko;jednotné
jasné;jednotné;jasné;jednotné
,;;,;
vedela;jednotné;vedela;jednotné
som;jednotné;som;jednotné
,;;,;
v;;v;
čom;jednotné;čom;jednotné
je;jednotné;je;jednotné
problém;jednotné;problém;jednotné
.;;.;
Mama;jednotné;Mama;jednotné
by;;by;
sa;;sa;
nepotešila;jednotné;nepotešila;jednotné
,;;,;
keby;;keby;
som;jednotné;som;jednotné
sa;;sa;
správala;jednotné;správala;jednotné
podľa;;podľa;
vlastných;množné;vlastných;množné
predstáv;množné;predstáv;množné
.;;.;
Ani;;Ani;
najmenej;;najmenej;
.;;.;
Predpokladala;jednotné;Predpokladala;jednotné
som;jednotné;som;jednotné
,;;,;
že;;že;
hovorí;jednotné;hovorí;jednotné
o;;o;
Chrisovi;jednotné;Chrisovi;jednotné
.;;.;
“;;“;
Ty;jednotné;Ty;jednotné
si;jednotné;si;jednotné
bola;jednotné;bola;jednotné
"""";;;
u;;;
neho;jednotné;;
doma;;doma;
?;;?;
“;;“;
prekvapene;;prekvapene;
sa;;sa;
spýtala;jednotné;spýtala;jednotné
Blythe;jednotné;Blythe;jednotné
.;;.;
S;;S;
čím;jednotné;čím;jednotné
som;jednotné;som;jednotné
mala;jednotné;mala;jednotné
súhlasiť;;súhlasiť;
?;;?;
“;;“;
nechápala;jednotné;nechápala;jednotné
som;jednotné;som;jednotné
.;;.;
“;;“;
S;;S;
čím;jednotné;čím;jednotné
?;;?;
“;;“;
zvolala;jednotné;zvolala;jednotné
zúfalo;;zúfalo;
.;;.;
“;;“;
Asi;;Asi;
nikam;;nikam;
nepôjdem;jednotné;nepôjdem;jednotné
.;;.;
“;;“;
Rick;jednotné;Rick;jednotné
?;;?;
“;;“;
spýtala;jednotné;spýtala;jednotné
som;jednotné;som;jednotné
sa;;sa;
prekvapene;;prekvapene;
.;;.;
Tuším;;Tuším;
mi;jednotné;mi;jednotné
to;jednotné;to;jednotné
lichotilo;jednotné;lichotilo;jednotné
.;;.;
Aké;jednotné;Aké;jednotné
milé;jednotné;milé;jednotné
od;;od;
neho;jednotné;neho;jednotné
.;;.;
Asi;;Asi;
sa;;sa;
dopočul;jednotné;dopočul;jednotné
,;;,;
že;;že;
chodím;jednotné;chodím;jednotné
s;;s;
Chrisom;jednotné;Chrisom;jednotné
.;;.;
Blythe;jednotné;Blythe;jednotné
sa;;sa;
však;;však;
nesmiala;jednotné;nesmiala;jednotné
.;;.;
Keď;;Keď;
som;jednotné;som;jednotné
zložila;jednotné;zložila;jednotné
,;;,;
mama;jednotné;mama;jednotné
na;;na;
mňa;jednotné;mňa;jednotné
zhrozene;;zhrozene;
pozrela;jednotné;pozrela;jednotné
.;;.;
“;;“;
Prekvapuješ;jednotné;Prekvapuješ;jednotné
ma;jednotné;ma;jednotné
,;;,;
Amy;jednotné;Amy;jednotné
.;;.;
Rýchlo;;Rýchlo;
som;jednotné;som;jednotné
