Slovo;Rod;Slovo2;Rod2
vojvoda;mužský životný;vojvoda;mužský životný
,;;,;
tak;;tak;
aj;;aj;
flámsky;mužský životný;flámsky;mužský životný
markgróf;mužský životný;markgróf;mužský životný
mu;mužský životný;mu;mužský životný
odovzdali;mužský životný;odovzdali;mužský životný
viaceré;mužský neživotný;viaceré;mužský neživotný
kláštory;mužský neživotný;kláštory;mužský neživotný
,;;,;
aby;;aby;
v;;v;
nich;ženský;nich;mužský neživotný
obnovil;mužský životný;obnovil;mužský životný
rehoľný;mužský neživotný;rehoľný;mužský neživotný
život;mužský neživotný;život;mužský neživotný
podľa;;podľa;
reformných;mužský neživotný;reformných;mužský neživotný
princípov;mužský neživotný;princípov;mužský neživotný
.;;.;
Šance;ženský;Šance;ženský
na;;na;
zachovanie;stredný;zachovanie;stredný
výsledkov;mužský neživotný;výsledkov;mužský neživotný
tunajších;ženský;tunajších;ženský
reforiem;ženský;reforiem;ženský
boli;ženský;boli;ženský
lepšie;ženský;lepšie;ženský
ako;;ako;
v;;v;
Dolnom;stredný;Dolnom;stredný
Lotrinsku;stredný;Lotrinsku;stredný
,;;,;
lebo;;lebo;
tieto;stredný;tieto;stredný
reformné;stredný;reformné;stredný
strediská;stredný;strediská;stredný
požívali;stredný;požívali;stredný
citeľnú;ženský;citeľnú;ženský
podporu;ženský;podporu;ženský
svetskej;ženský;svetskej;ženský
aristokracie;ženský;aristokracie;ženský
.;;.;
Samo;stredný;Samo;stredný
Gorze;stredný;Gorze;stredný
sa;;sa;
na;;na;
začiatku;mužský neživotný;začiatku;mužský neživotný
11;;11;
.;;.;
storočia;stredný;storočia;stredný
dostalo;stredný;dostalo;stredný
vďaka;;vďaka;
zásahu;mužský neživotný;zásahu;mužský neživotný
svojho;mužský životný;svojho;mužský životný
diecézneho;mužský životný;diecézneho;mužský životný
biskupa;mužský životný;biskupa;mužský životný
do;;do;
rúk;ženský;rúk;ženský
clunyjského;mužský životný;clunyjského;mužský životný
reformátora;mužský životný;reformátora;mužský životný
Viliama;mužský životný;Viliama;mužský životný
z;;z;
Dijonu;mužský neživotný;Dijonu;mužský neživotný
.;;.;
Nilus;mužský životný;Nilus;mužský životný
bol;mužský životný;bol;mužský životný
skôr;;skôr;
predstaviteľom;mužský životný;predstaviteľom;mužský životný
východného;mužský neživotný;východného;mužský neživotný
typu;mužský neživotný;typu;mužský neživotný
mnícha;mužský životný;mnícha;mužský životný
,;;,;
v;;v;
osobe;ženský;osobe;ženský
ktorého;mužský životný;ktorého;mužský životný
sa;;sa;
spájala;ženský;spájala;ženský
vysoká;ženský;vysoká;ženský
miera;ženský;miera;ženský
asketizmu;mužský neživotný;asketizmu;mužský neživotný
s;;s;
rovnako;;rovnako;
vysokou;ženský;vysokou;ženský
úrovňou;ženský;úrovňou;ženský
vzdelanosti;ženský;vzdelanosti;ženský
a;;a;
kvality;ženský;kvality;ženský
duchovného;mužský neživotný;duchovného;mužský neživotný
života;mužský neživotný;života;mužský neživotný
.;;.;
Hľadajúc;;Hľadajúc;
osamotenosť;ženský;osamotenosť;ženský
založil;mužský životný;založil;mužský životný
niekoľko;stredný;niekoľko;stredný
pustovní;ženský;pustovní;ženský
,;;,;
no;;no;
pod;;pod;
vplyvom;mužský neživotný;vplyvom;mužský neživotný
Ota;mužský životný;Ota;mužský životný
III;;III;
.;;.;
prevzal;mužský životný;prevzal;mužský životný
vedenie;stredný;vedenie;stredný
rímskeho;mužský neživotný;rímskeho;mužský neživotný
kláštora;mužský neživotný;kláštora;mužský neživotný
Tre;;Tre;
Fontane;stredný;Fontane;stredný
.;;.;
Bol;mužský životný;Bol;mužský životný
rehoľníkom;mužský životný;rehoľníkom;mužský životný
v;;v;
niekoľkých;mužský neživotný;niekoľkých;mužský neživotný
kláštoroch;mužský neživotný;kláštoroch;mužský neživotný
v;;v;
Itálii;ženský;Itálii;ženský
i;;i;
Hispánii;ženský;Hispánii;ženský
,;;,;
no;;no;
oveľa;;oveľa;
viac;;viac;
ho;mužský životný;ho;mužský životný
priťahoval;mužský neživotný;priťahoval;mužský neživotný
eremitský;mužský neživotný;eremitský;mužský neživotný
spôsob;mužský neživotný;spôsob;mužský neživotný
života;mužský neživotný;života;mužský neživotný
.;;.;
Konkrétnym;ženský;Konkrétnym;ženský
formám;ženský;formám;ženský
tohto;mužský neživotný;tohto;mužský neživotný
boja;mužský neživotný;boja;mužský neživotný
za;;za;
slobodu;ženský;slobodu;ženský
cirkvi;ženský;cirkvi;ženský
počas;;počas;
reformy;ženský;reformy;ženský
sa;;sa;
budeme;;budeme;
venovať;;venovať;
neskôr;;neskôr;
.;;.;
Zároveň;;Zároveň;
však;;však;
Cluny;stredný;Cluny;stredný
urobilo;stredný;urobilo;stredný
veľký;mužský neživotný;veľký;mužský neživotný
krok;mužský neživotný;krok;mužský neživotný
na;;na;
ceste;ženský;ceste;ženský
k;;k;
libertas;;libertas;
,;;,;
lebo;;lebo;
vytvorilo;stredný;vytvorilo;stredný
spoločenstvo;stredný;spoločenstvo;stredný
(;;(;
zväčša;;zväčša;
);;);
úplne;;úplne;
slobodných;mužský neživotný;slobodných;mužský neživotný
kláštorov;mužský neživotný;kláštorov;mužský neživotný
,;;,;
ktoré;mužský neživotný;ktoré;mužský neživotný
nepodliehali;mužský neživotný;nepodliehali;mužský neživotný
laikom;mužský životný;laikom;mužský životný
.;;.;
Ako;;Ako;
sme;;sme;
už;;už;
spomenuli;všeobecný;spomenuli;všeobecný
,;;,;
clunyjská;ženský;clunyjská;ženský
reforma;ženský;reforma;ženský
sa;;sa;
dostala;ženský;dostala;ženský
aj;;aj;
do;;do;
Lotrinska;stredný;Lotrinska;stredný
.;;.;
V;;V;
tom;mužský neživotný;tom;mužský neživotný
čase;mužský neživotný;čase;mužský neživotný
bol;mužský neživotný;bol;mužský neživotný
taký;mužský neživotný;taký;mužský neživotný
postoj;mužský neživotný;postoj;mužský neživotný
niečím;stredný;niečím;stredný
úplne;;úplne;
novým;stredný;novým;stredný
.;;.;
Nemecký;mužský životný;Nemecký;mužský životný
kráľ;mužský životný;kráľ;mužský životný
Henrich;mužský životný;Henrich;mužský životný
III;;III;
.;;.;
sa;;sa;
v;;v;
lete;stredný;lete;stredný
nasledujúceho;mužský neživotný;nasledujúceho;mužský neživotný
roku;mužský neživotný;roku;mužský neživotný
vydal;mužský životný;vydal;mužský životný
do;;do;
Ríma;mužský neživotný;Ríma;mužský neživotný
,;;,;
aby;;aby;
sa;;sa;
dal;mužský životný;dal;mužský životný
korunovať;;korunovať;
za;;za;
cisára;mužský životný;cisára;mužský životný
.;;.;
V;;V;
Piacenze;ženský;Piacenze;ženský
sa;;sa;
stretol;mužský životný;stretol;mužský životný
s;;s;
novým;mužský životný;novým;mužský životný
pápežom;mužský životný;pápežom;mužský životný
(;;(;
Gregorom;mužský životný;Gregorom;mužský životný
VI;;VI;
.;;.;
);;);
a;;a;
prijal;mužský životný;prijal;mužský životný
ho;mužský životný;ho;mužský životný
s;;s;
náležitými;ženský;náležitými;ženský
poctami;ženský;poctami;ženský
.;;.;
Budúci;mužský životný;Budúci;mužský životný
pápež;mužský životný;pápež;mužský životný
však;;však;
podmienil;mužský životný;podmienil;mužský životný
svoj;mužský neživotný;svoj;mužský neživotný
nástup;mužský neživotný;nástup;mužský neživotný
do;;do;
úradu;mužský neživotný;úradu;mužský neživotný
–;;–;
a;;a;
to;stredný;to;stredný
bolo;stredný;bolo;stredný
v;;v;
súdobých;ženský;súdobých;ženský
podmienkach;ženský;podmienkach;ženský
niečím;stredný;niečím;stredný
úplne;;úplne;
novým;stredný;novým;stredný
–;;–;
vykonaním;stredný;vykonaním;stredný
regulárnej;ženský;regulárnej;ženský
voľby;ženský;voľby;ženský
klérom;mužský neživotný;klérom;mužský neživotný
a;;a;
ľudom;mužský neživotný;ľudom;mužský neživotný
Ríma;mužský neživotný;Ríma;mužský neživotný
.;;.;
Nimi;mužský životný;Nimi;mužský životný
vysvätení;mužský životný;vysvätení;mužský životný
kňazi;mužský životný;kňazi;mužský životný
teda;;teda;
nie;;nie;
sú;;sú;
právoplatne;;právoplatne;
vysvätenými;mužský životný;vysvätenými;mužský životný
a;;a;
nemôžu;;nemôžu;
teda;;teda;
veriacim;mužský životný;veriacim;mužský životný
sprostredkovať;;sprostredkovať;
dary;mužský neživotný;dary;mužský neživotný
Ducha;mužský životný;Ducha;mužský životný
Svätého;mužský životný;Svätého;mužský životný
.;;.;
V;;V;
konečnom;mužský neživotný;konečnom;mužský neživotný
dôsledku;mužský neživotný;dôsledku;mužský neživotný
je;;je;
takto;;takto;
ohrozené;stredný;ohrozené;stredný
spasenie;stredný;spasenie;stredný
veriaceho;mužský neživotný;veriaceho;mužský neživotný
ľudu;mužský neživotný;ľudu;mužský neživotný
.;;.;
Tento;mužský neživotný;Tento;mužský neživotný
spor;mužský neživotný;spor;mužský neživotný
nemal;mužský neživotný;nemal;mužský neživotný
priamy;mužský neživotný;priamy;mužský neživotný
dopad;mužský neživotný;dopad;mužský neživotný
na;;na;
reformu;ženský;reformu;ženský
.;;.;
Tým;stredný;Tým;stredný
výrazne;;výrazne;
prispeli;mužský životný;prispeli;mužský životný
ku;;ku;
vzniku;mužský neživotný;vzniku;mužský neživotný
učenia;stredný;učenia;stredný
o;;o;
transsubstanciácii;ženský;transsubstanciácii;ženský
.;;.;
Dosadzovanie;stredný;Dosadzovanie;stredný
duchovných;mužský životný;duchovných;mužský životný
do;;do;
úradov;mužský neživotný;úradov;mužský neživotný
laikmi;mužský životný;laikmi;mužský životný
bolo;stredný;bolo;stredný
bežnou;ženský;bežnou;ženský
praxou;ženský;praxou;ženský
raného;mužský neživotný;raného;mužský neživotný
stredoveku;mužský neživotný;stredoveku;mužský neživotný
.;;.;
Súviselo;stredný;Súviselo;stredný
to;stredný;to;stredný
jednak;;jednak;
s;;s;
už;;už;
spomenutým;stredný;spomenutým;stredný
rozvinutým;stredný;rozvinutým;stredný
fungovaním;stredný;fungovaním;stredný
systému;mužský neživotný;systému;mužský neživotný
vlastníckych;mužský neživotný;vlastníckych;mužský neživotný
kostolov;mužský neživotný;kostolov;mužský neživotný
a;;a;
kláštorov;mužský neživotný;kláštorov;mužský neživotný
a;;a;
jednak;;jednak;
s;;s;
existenciou;ženský;existenciou;ženský
otónsko;;otónsko;
-;;-;
sálskeho;mužský neživotný;sálskeho;mužský neživotný
ríšskeho;mužský neživotný;ríšskeho;mužský neživotný
cirkevného;mužský neživotný;cirkevného;mužský neživotný
systému;mužský neživotný;systému;mužský neživotný
v;;v;
Nemecku;stredný;Nemecku;stredný
.;;.;
Z;;Z;
hľadiska;stredný;hľadiska;stredný
reformátorov;mužský životný;reformátorov;mužský životný
bol;mužský neživotný;bol;mužský neživotný
tento;mužský neživotný;tento;mužský neživotný
fakt;mužský neživotný;fakt;mužský neživotný
jednou;ženský;jednou;ženský
z;;z;
najvážnejších;ženský;najvážnejších;ženský
prekážok;ženský;prekážok;ženský
na;;na;
ceste;ženský;ceste;ženský
k;;k;
dosiahnutiu;stredný;dosiahnutiu;stredný
slobody;ženský;slobody;ženský
cirkvi;ženský;cirkvi;ženský
.;;.;
Našla;ženský;Našla;ženský
ho;mužský životný;ho;mužský životný
v;;v;
novo;;novo;
poňatom;mužský neživotný;poňatom;mužský neživotný
úrade;mužský neživotný;úrade;mužský neživotný
pápeža;mužský životný;pápeža;mužský životný
.;;.;
Už;;Už;
sme;;sme;
spomenuli;všeobecný;spomenuli;všeobecný
,;;,;
že;;že;
pápežský;mužský neživotný;pápežský;mužský neživotný
úrad;mužský neživotný;úrad;mužský neživotný
bol;mužský neživotný;bol;mužský neživotný
v;;v;
desaťročiach;stredný;desaťročiach;stredný
pred;;pred;
reformou;ženský;reformou;ženský
v;;v;
hlbokej;ženský;hlbokej;ženský
kríze;ženský;kríze;ženský
.;;.;
Lev;mužský životný;Lev;mužský životný
IX;;IX;
.;;.;
a;;a;
jeho;mužský životný;jeho;mužský životný
nástupcovia;mužský životný;nástupcovia;mužský životný
sa;;sa;
teda;;teda;
snažili;mužský životný;snažili;mužský životný
cirkev;ženský;cirkev;ženský
už;;už;
skutočne;;skutočne;
riadiť;;riadiť;
.;;.;
Plnenie;stredný;Plnenie;stredný
týchto;ženský;týchto;ženský
nových;ženský;nových;ženský
úloh;ženský;úloh;ženský
vyvolalo;stredný;vyvolalo;stredný
viacero;stredný;viacero;stredný
závažných;ženský;závažných;ženský
zmien;ženský;zmien;ženský
.;;.;
Títo;mužský životný;Títo;mužský životný
reformne;;reformne;
naladení;mužský životný;naladení;mužský životný
klerici;mužský životný;klerici;mužský životný
sa;;sa;
stali;mužský životný;stali;mužský životný
najbližšími;mužský životný;najbližšími;mužský životný
pápežovými;mužský životný;pápežovými;mužský životný
spolupracovníkmi;mužský životný;spolupracovníkmi;mužský životný
a;;a;
poradcami;mužský životný;poradcami;mužský životný
.;;.;
Zdôrazňoval;mužský životný;Zdôrazňoval;mužský životný
pritom;;pritom;
výsadné;stredný;výsadné;stredný
postavenie;stredný;postavenie;stredný
apoštolom;mužský životný;apoštolom;mužský životný
Petrom;mužský životný;Petrom;mužský životný
založenej;ženský;založenej;ženský
rímskej;ženský;rímskej;ženský
cirkvi;ženský;cirkvi;ženský
a;;a;
Apoštolského;mužský neživotný;Apoštolského;mužský neživotný
stolca;mužský neživotný;stolca;mužský neživotný
.;;.;
Kráľ;mužský životný;Kráľ;mužský životný
nebol;mužský životný;nebol;mužský životný
v;;v;
očiach;stredný;očiach;stredný
súčasníkov;mužský životný;súčasníkov;mužský životný
obyčajným;mužský životný;obyčajným;mužský životný
laikom;mužský životný;laikom;mužský životný
.;;.;
Žiaden;mužský životný;Žiaden;mužský životný
z;;z;
pápežov;mužský životný;pápežov;mužský životný
pred;;pred;
Gregorom;mužský životný;Gregorom;mužský životný
VII;;VII;
.;;.;
nešiel;mužský životný;nešiel;mužský životný
do;;do;
priamej;ženský;priamej;ženský
konfrontácie;ženský;konfrontácie;ženský
s;;s;
najvyšším;mužský životný;najvyšším;mužský životný
reprezentantom;mužský životný;reprezentantom;mužský životný
svetskej;ženský;svetskej;ženský
moci;ženský;moci;ženský
.;;.;
Rímska;ženský;Rímska;ženský
cirkev;ženský;cirkev;ženský
a;;a;
jej;mužský životný;jej;mužský životný
biskup;mužský životný;biskup;mužský životný
na;;na;
základe;mužský neživotný;základe;mužský neživotný
tohto;stredný;tohto;stredný
výnimočného;stredný;výnimočného;stredný
postavenia;stredný;postavenia;stredný
disponovali;neurčiteľný;disponovali;neurčiteľný
autoritou;ženský;autoritou;ženský
,;;,;
ktorej;ženský;ktorej;ženský
bol;mužský životný;bol;mužský životný
každý;mužský životný;každý;mužský životný
povinný;mužský životný;povinný;mužský životný
preukazovať;;preukazovať;
absolútnu;ženský;absolútnu;ženský
poslušnosť;ženský;poslušnosť;ženský
.;;.;
Účinok;mužský neživotný;Účinok;mužský neživotný
exkomunikácie;ženský;exkomunikácie;ženský
bol;mužský neživotný;bol;mužský neživotný
nevídaný;mužský neživotný;nevídaný;mužský neživotný
.;;.;
Prirodzene;;Prirodzene;
,;;,;
udalosti;ženský;udalosti;ženský
okolo;;okolo;
Canossy;ženský;Canossy;ženský
boli;ženský;boli;ženský
len;;len;
začiatkom;mužský neživotný;začiatkom;mužský neživotný
úsilia;stredný;úsilia;stredný
o;;o;
presadenie;stredný;presadenie;stredný
takéhoto;stredný;takéhoto;stredný
usporiadania;stredný;usporiadania;stredný
sveta;mužský neživotný;sveta;mužský neživotný
.;;.;
Žiadne;mužský neživotný;Žiadne;mužský neživotný
údaje;mužský neživotný;údaje;mužský neživotný
o;;o;
prípadných;ženský;prípadných;ženský
ďalších;ženský;ďalších;ženský
tunajších;ženský;tunajších;ženský
aktivitách;ženský;aktivitách;ženský
Leva;mužský životný;Leva;mužský životný
IX;;IX;
.;;.;
,;;,;
napríklad;;napríklad;
o;;o;
snahách;ženský;snahách;ženský
presadzovť;;presadzovť;
refory;mužský neživotný;refory;ženský
,;;,;
k;;k;
dispozícii;ženský;dispozícii;ženský
nemáme;;nemáme;
.;;.;
V;;V;
prvých;mužský neživotný;prvých;mužský neživotný
listoch;mužský neživotný;listoch;mužský neživotný
reaguje;;reaguje;
na;;na;
uhorskú;ženský;uhorskú;ženský
vnútropolitickú;ženský;vnútropolitickú;ženský
situáciu;ženský;situáciu;ženský
,;;,;
keď;;keď;
prebiehali;mužský neživotný;prebiehali;mužský neživotný
boje;mužský neživotný;boje;mužský neživotný
medzi;;medzi;
Gejzom;mužský životný;Gejzom;mužský životný
a;;a;
Šalamúnom;mužský životný;Šalamúnom;mužský životný
o;;o;
uhorský;mužský neživotný;uhorský;mužský neživotný
trón;mužský neživotný;trón;mužský neživotný
.;;.;
V;;V;
Gregorovom;stredný;Gregorovom;stredný
ponímaní;stredný;ponímaní;stredný
by;;by;
to;stredný;to;stredný
znamenalo;stredný;znamenalo;stredný
komendovanie;stredný;komendovanie;stredný
Uhorska;stredný;Uhorska;stredný
sv;;sv;
.;;.;
Petrovi;mužský životný;Petrovi;mužský životný
,;;,;
ktorého;mužský životný;ktorého;mužský životný
nástupca;mužský životný;nástupca;mužský životný
by;;by;
vládcovi;mužský životný;vládcovi;mužský životný
krajiny;ženský;krajiny;ženský
udelil;mužský životný;udelil;mužský životný
kráľovskú;ženský;kráľovskú;ženský
korunu;ženský;korunu;ženský
.;;.;
Gregorove;ženský;Gregorove;ženský
nádeje;ženský;nádeje;ženský
sa;;sa;
za;;za;
Gejzovho;stredný;Gejzovho;stredný
panovania;stredný;panovania;stredný
nesplnili;ženský;nesplnili;ženský
.;;.;
Je;;Je;
