Slovo;Slovný druh;Slovo2;Slovný druh2
pripravujeme;Sloveso;pripravujeme;Sloveso
Svet;Podstatné meno;Svet;Podstatné meno
víťazstva;Podstatné meno;víťazstva;Podstatné meno
za;Predložka;za;Predložka
víťazstvom;Podstatné meno;víťazstvom;Podstatné meno
triumfu;Podstatné meno;triumfu;Podstatné meno
za;Predložka;za;Predložka
triumfom;Podstatné meno;triumfom;Podstatné meno
nekonečný;Prídavné meno;nekonečný;Prídavné meno
nátlak;Podstatné meno;nátlak;Podstatné meno
nátlak;Podstatné meno;nátlak;Podstatné meno
nátlak;Podstatné meno;nátlak;Podstatné meno
na;Citoslovce;na;Predložka
nervy;Podstatné meno;nervy;Podstatné meno
moci;Podstatné meno;moci;Podstatné meno
Je;Sloveso;Je;Sloveso
to;Zámeno;to;Zámeno
len;Spojka;len;Častica
sen;Podstatné meno;sen;Podstatné meno
Vybudovať;Sloveso;Vybudovať;Sloveso
civilizáciu;Podstatné meno;civilizáciu;Podstatné meno
na;Citoslovce;na;Predložka
strachu;Podstatné meno;strachu;Podstatné meno
nenávisti;Podstatné meno;nenávisti;Podstatné meno
a;Spojka;a;Spojka
krutosti;Podstatné meno;krutosti;Podstatné meno
nemožno;Príslovka;nemožno;Príslovka
životaschopná;Prídavné meno;životaschopná;Prídavné meno
Spácha;Sloveso;Spácha;Sloveso
samovraždu;Podstatné meno;samovraždu;Podstatné meno
Nezmysel;Podstatné meno;Nezmysel;Podstatné meno
A;Spojka;A;Častica
prečo;Príslovka;prečo;Zámeno
by;Spojka;by;Kondicionálová morféma
že;Spojka;že;Spojka
smrť;Podstatné meno;smrť;Podstatné meno
jednotlivca;Podstatné meno;jednotlivca;Podstatné meno
nie;Častice;nie;Častica
je;Sloveso;je;Sloveso
vôbec;Príslovka;vôbec;Častica
smrť;Podstatné meno;smrť;Podstatné meno
Strana;Podstatné meno;Strana;Podstatné meno
je;Sloveso;je;Sloveso
nesmrteľná;Prídavné meno;nesmrteľná;Prídavné meno
Neviem;Častice;Neviem;Sloveso
mne;Zámeno;mne;Zámeno
už;Príslovka;už;Častica
je;Sloveso;je;Sloveso
to;Zámeno;to;Zámeno
fuk;Citoslovce;fuk;Príslovka
Niečo;Zámeno;Niečo;Zámeno
vás;Zámeno;vás;Zámeno
porazí;Sloveso;porazí;Sloveso
Život;Podstatné meno;Život;Podstatné meno
vás;Zámeno;vás;Zámeno
porazí;Sloveso;porazí;Sloveso
My;Zámeno;My;Zámeno
však;Spojka;však;Častica
na;Citoslovce;na;Predložka
všetkých;Zámeno;všetkých;Zámeno
stupňoch;Podstatné meno;stupňoch;Podstatné meno
život;Podstatné meno;život;Podstatné meno
ovládame;Sloveso;ovládame;Sloveso
Ostatní;Prídavné meno;Ostatní;Prídavné meno
sú;Sloveso;sú;Sloveso
mimo;Príslovka;mimo;Príslovka
na;Citoslovce;na;Predložka
nich;Zámeno;nich;Zámeno
Mne;Zámeno;Mne;Zámeno
je;Sloveso;je;Sloveso
to;Zámeno;to;Zámeno
jedno;Príslovka;jedno;Číslovka
Nie;Častice;Nie;Častica
Ja;Zámeno;Ja;Zámeno
tomu;Zámeno;tomu;Zámeno
len;Spojka;len;Častica
verím;Sloveso;verím;Sloveso
Viem;Sloveso;Viem;Sloveso
že;Spojka;že;Spojka
raz;Číslovka;raz;Príslovka
padnete;Sloveso;padnete;Sloveso
Nie;Častice;Nie;Častica
Áno;Citoslovce;Áno;Častica
Tvoj;Zámeno;Tvoj;Zámeno
druh;Podstatné meno;druh;Podstatné meno
vyhynul;Sloveso;vyhynul;Sloveso
a;Spojka;a;Spojka
my;Zámeno;my;Zámeno
sme;Sloveso;sme;Sloveso
jeho;Zámeno;jeho;Zámeno
dedičia;Podstatné meno;dedičia;Podstatné meno
O;Citoslovce;O;Neurčiteľný slovný druh
nič;Podstatné meno;nič;Zámeno
Zazneli;Sloveso;Zazneli;Sloveso
dva;Číslovka;dva;Číslovka
iné;Prídavné meno;iné;Zámeno
hlasy;Podstatné meno;hlasy;Podstatné meno
Počul;Sloveso;Počul;Sloveso
ako;Spojka;ako;Spojka
sľubuje;Sloveso;sľubuje;Sloveso
klamať;Sloveso;klamať;Sloveso
kradnúť;Sloveso;kradnúť;Sloveso
falšovať;Sloveso;falšovať;Sloveso
vraždiť;Sloveso;vraždiť;Sloveso
rozširovať;Sloveso;rozširovať;Sloveso
drogy;Podstatné meno;drogy;Podstatné meno
prostitúciu;Podstatné meno;prostitúciu;Podstatné meno
a;Spojka;a;Spojka
pohlavné;Prídavné meno;pohlavné;Prídavné meno
choroby;Podstatné meno;choroby;Podstatné meno
liať;Sloveso;liať;Sloveso
deťom;Podstatné meno;deťom;Podstatné meno
do;Citoslovce;do;Predložka
tváre;Podstatné meno;tváre;Podstatné meno
Potom;Spojka;Potom;Príslovka
otočil;Sloveso;otočil;Sloveso
ktorýmsi;Zámeno;ktorýmsi;Zámeno
vypínačom;Podstatné meno;vypínačom;Podstatné meno
a;Spojka;a;Spojka
hlasy;Podstatné meno;hlasy;Podstatné meno
zmĺkli;Sloveso;zmĺkli;Sloveso
Putá;Podstatné meno;Putá;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
uvoľnili;Sloveso;uvoľnili;Sloveso
spustil;Sloveso;spustil;Sloveso
nohy;Podstatné meno;nohy;Podstatné meno
na;Citoslovce;na;Predložka
podlahu;Podstatné meno;podlahu;Podstatné meno
a;Spojka;a;Spojka
neisto;Príslovka;neisto;Príslovka
sa;Zámeno;sa;Zvratné zámeno
postavil;Sloveso;postavil;Sloveso
Si;Zámeno;Si;Sloveso
posledný;Prídavné meno;posledný;Číslovka
človek;Podstatné meno;človek;Podstatné meno
poznamenal;Sloveso;poznamenal;Sloveso
O;Citoslovce;O;Neurčiteľný slovný druh
Si;Zámeno;Si;Sloveso
ochranca;Podstatné meno;ochranca;Podstatné meno
ľudského;Prídavné meno;ľudského;Prídavné meno
ducha;Podstatné meno;ducha;Podstatné meno
Vyzleč;Sloveso;Vyzleč;Sloveso
sa;Zámeno;sa;Zvratné zámeno
Zips;Podstatné meno;Zips;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
mu;Zámeno;mu;Zámeno
už;Príslovka;už;Častica
dávnejšie;Príslovka;dávnejšie;Príslovka
odtrhol;Sloveso;odtrhol;Sloveso
Keď;Spojka;Keď;Spojka
ich;Zámeno;ich;Zámeno
spustil;Sloveso;spustil;Sloveso
na;Citoslovce;na;Predložka
zem;Podstatné meno;zem;Podstatné meno
zazrel;Sloveso;zazrel;Sloveso
na;Citoslovce;na;Predložka
vzdialenom;Prídavné meno;vzdialenom;Príčastie - Sloveso
konci;Podstatné meno;konci;Podstatné meno
miestnosti;Podstatné meno;miestnosti;Podstatné meno
trojstranné;Prídavné meno;trojstranné;Prídavné meno
zrkadlo;Podstatné meno;zrkadlo;Podstatné meno
Vykročil;Sloveso;Vykročil;Sloveso
k;Podstatné meno;k;Predložka
nemu;Zámeno;nemu;Zámeno
potom;Spojka;potom;Príslovka
zastal;Sloveso;zastal;Sloveso
ako;Spojka;ako;Spojka
do;Citoslovce;do;Predložka
zeme;Podstatné meno;zeme;Podstatné meno
Uvidíš;Sloveso;Uvidíš;Sloveso
sa;Zámeno;sa;Zvratné zámeno
aj;Citoslovce;aj;Častica
zboka;Príslovka;zboka;Príslovka
Približovala;Sloveso;Približovala;Sloveso
sa;Zámeno;sa;Zvratné zámeno
k;Podstatné meno;k;Predložka
nemu;Zámeno;nemu;Zámeno
popolavo;Príslovka;popolavo;Príslovka
sivá;Prídavné meno;sivá;Prídavné meno
postava;Podstatné meno;postava;Podstatné meno
ktorá;Zámeno;ktorá;Zámeno
pripomínala;Sloveso;pripomínala;Sloveso
kostlivca;Podstatné meno;kostlivca;Podstatné meno
Už;Príslovka;Už;Častica
jej;Zámeno;jej;Zámeno
vzhľad;Podstatné meno;vzhľad;Podstatné meno
mu;Zámeno;mu;Zámeno
naháňal;Sloveso;naháňal;Sloveso
hrôzu;Podstatné meno;hrôzu;Podstatné meno
a;Spojka;a;Spojka
nielen;Spojka;nielen;Spojka
vedomie;Podstatné meno;vedomie;Podstatné meno
že;Spojka;že;Spojka
je;Sloveso;je;Sloveso
to;Zámeno;to;Zámeno
on;Zámeno;on;Zámeno
Pristúpil;Sloveso;Pristúpil;Sloveso
k;Podstatné meno;k;Predložka
zrkadlu;Podstatné meno;zrkadlu;Podstatné meno
bližšie;Príslovka;bližšie;Príslovka
jeho;Zámeno;jeho;Zámeno
chrbtice;Podstatné meno;chrbtice;Podstatné meno
bola;Podstatné meno;bola;Sloveso
ohromujúca;Prídavné meno;ohromujúca;Príčastie - Sloveso
Uchopil;Sloveso;Uchopil;Sloveso
za;Predložka;za;Predložka
rameno;Podstatné meno;rameno;Podstatné meno
a;Spojka;a;Spojka
obrátil;Sloveso;obrátil;Sloveso
ho;Zámeno;ho;Zámeno
tak;Príslovka;tak;Zámeno
aby;Spojka;aby;Spojka
si;Zámeno;si;Zvratné zámeno
hľadeli;Sloveso;hľadeli;Sloveso
tvárou;Podstatné meno;tvárou;Podstatné meno
v;Predložka;v;Predložka
tvár;Podstatné meno;tvár;Podstatné meno
Vidíš;Sloveso;Vidíš;Sloveso
to;Zámeno;to;Zámeno
Tvoj;Zámeno;Tvoj;Zámeno
biceps;Podstatné meno;biceps;Podstatné meno
by;Spojka;by;Kondicionálová morféma
som;Sloveso;som;Sloveso
obopol;Sloveso;obopol;Sloveso
palcom;Podstatné meno;palcom;Podstatné meno
a;Spojka;a;Spojka
ukazovákom;Podstatné meno;ukazovákom;Podstatné meno
Krk;Podstatné meno;Krk;Podstatné meno
by;Spojka;by;Kondicionálová morféma
som;Sloveso;som;Sloveso
ti;Zámeno;ti;Zámeno
zlomil;Sloveso;zlomil;Sloveso
ako;Spojka;ako;Spojka
mrkvu;Podstatné meno;mrkvu;Podstatné meno
I;Spojka;I;Častica
vlasy;Podstatné meno;vlasy;Podstatné meno
ti;Zámeno;ti;Zámeno
vypadávajú;Sloveso;vypadávajú;Sloveso
v;Predložka;v;Predložka
celých;Prídavné meno;celých;Prídavné meno
chuchvalcoch;Podstatné meno;chuchvalcoch;Podstatné meno
Zostalo;Sloveso;Zostalo;Sloveso
ti;Zámeno;ti;Zámeno
deväť;Číslovka;deväť;Číslovka
desať;Číslovka;desať;Číslovka
jedenásť;Číslovka;jedenásť;Číslovka
zubov;Podstatné meno;zubov;Podstatné meno
Sem;Zámeno;Sem;Zámeno
sa;Zámeno;sa;Zvratné zámeno
pozri;Sloveso;pozri;Sloveso
Schmatol;Sloveso;Schmatol;Sloveso
jeden;Číslovka;jeden;Číslovka
z;Podstatné meno;z;Predložka
zostávajúcich;Prídavné meno;zostávajúcich;Príčastie - Sloveso
predných;Prídavné meno;predných;Prídavné meno
zubov;Podstatné meno;zubov;Podstatné meno
palcom;Podstatné meno;palcom;Podstatné meno
a;Spojka;a;Spojka
ukazovákom;Podstatné meno;ukazovákom;Podstatné meno
čeľusť;Podstatné meno;čeľusť;Podstatné meno
zovrela;Sloveso;zovrela;Sloveso
bodavá;Prídavné meno;bodavá;Prídavné meno
bolesť;Podstatné meno;bolesť;Podstatné meno
Uvoľnený;Prídavné meno;Uvoľnený;Príčastie - Sloveso
zub;Podstatné meno;zub;Podstatné meno
vytrhol;Sloveso;vytrhol;Sloveso
O;Citoslovce;O;Neurčiteľný slovný druh
aj;Citoslovce;aj;Častica
s;Podstatné meno;s;Predložka
koreňom;Podstatné meno;koreňom;Podstatné meno
Kôpka;Podstatné meno;Kôpka;Podstatné meno
hnoja;Podstatné meno;hnoja;Podstatné meno
Je;Sloveso;Je;Sloveso
to;Zámeno;to;Zámeno
posledný;Prídavné meno;posledný;Prídavné meno
človek;Podstatné meno;človek;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
začal;Sloveso;začal;Sloveso
obliekať;Sloveso;obliekať;Sloveso
pomalými;Prídavné meno;pomalými;Prídavné meno
strnulými;Prídavné meno;strnulými;Prídavné meno
pohybmi;Podstatné meno;pohybmi;Podstatné meno
Až;Príslovka;Až;Častica
doteraz;Príslovka;doteraz;Príslovka
vlastne;Častice;vlastne;Častica
aký;Zámeno;aký;Zámeno
je;Sloveso;je;Sloveso
chudý;Prídavné meno;chudý;Prídavné meno
a;Spojka;a;Spojka
slabý;Prídavné meno;slabý;Prídavné meno
O;Citoslovce;O;Neurčiteľný slovný druh
mu;Zámeno;mu;Zámeno
položil;Sloveso;položil;Sloveso
ruku;Podstatné meno;ruku;Podstatné meno
na;Citoslovce;na;Predložka
rameno;Podstatné meno;rameno;Podstatné meno
takmer;Častice;takmer;Častica
priateľsky;Príslovka;priateľsky;Príslovka
Všetko;Zámeno;Všetko;Zámeno
závisí;Sloveso;závisí;Sloveso
len;Spojka;len;Častica
od;Predložka;od;Predložka
teba;Zámeno;teba;Zámeno
To;Zámeno;To;Zámeno
všetko;Zámeno;všetko;Zámeno
obsahoval;Sloveso;obsahoval;Sloveso
už;Príslovka;už;Častica
tvoj;Zámeno;tvoj;Zámeno
prvý;Číslovka;prvý;Číslovka
počin;Podstatné meno;počin;Podstatné meno
Porazili;Sloveso;Porazili;Sloveso
sme;Sloveso;sme;Sloveso
ťa;Zámeno;ťa;Zámeno
Zlomili;Sloveso;Zlomili;Sloveso
sme;Sloveso;sme;Sloveso
ťa;Zámeno;ťa;Zámeno
aj;Citoslovce;aj;Spojka
keď;Spojka;keď;Spojka
slzy;Podstatné meno;slzy;Podstatné meno
mu;Zámeno;mu;Zámeno
ešte;Príslovka;ešte;Častica
stále;Príslovka;stále;Príslovka
stekali;Sloveso;stekali;Sloveso
z;Podstatné meno;z;Predložka
očí;Podstatné meno;očí;Podstatné meno
Zdvihol;Sloveso;Zdvihol;Sloveso
zrak;Podstatné meno;zrak;Podstatné meno
na;Citoslovce;na;Predložka
O;Citoslovce;O;Neurčiteľný slovný druh
Ale;Spojka;Ale;Častica
Júliu;Podstatné meno;Júliu;Podstatné meno
som;Sloveso;som;Sloveso
poznamenal;Sloveso;poznamenal;Sloveso
Každý;Zámeno;Každý;Zámeno
iný;Prídavné meno;iný;Zámeno
na;Citoslovce;na;Predložka
tejto;Zámeno;tejto;Zámeno
Zemi;Podstatné meno;Zemi;Podstatné meno
by;Spojka;by;Kondicionálová morféma
ihneď;Príslovka;ihneď;Príslovka
odvetil;Sloveso;odvetil;Sloveso
že;Spojka;že;Spojka
zradil;Sloveso;zradil;Sloveso
Júliu;Podstatné meno;Júliu;Podstatné meno
Veď;Spojka;Veď;Častica
čo;Zámeno;čo;Zámeno
už;Príslovka;už;Častica
zvýšilo;Sloveso;zvýšilo;Sloveso
z;Podstatné meno;z;Predložka
toho;Zámeno;toho;Zámeno
čo;Zámeno;čo;Zámeno
z;Podstatné meno;z;Predložka
neho;Zámeno;neho;Zámeno
mučením;Podstatné meno;mučením;Podstatné meno
Aj;Citoslovce;Aj;Častica
bez;Predložka;bez;Predložka
ďalšieho;Prídavné meno;ďalšieho;Prídavné meno
vysvetľovania;Podstatné meno;vysvetľovania;Podstatné meno
O;Citoslovce;O;Neurčiteľný slovný druh
vedel;Sloveso;vedel;Sloveso
ako;Spojka;ako;Zámeno
to;Zámeno;to;Zámeno
myslí;Sloveso;myslí;Sloveso
Môže;Sloveso;Môže;Sloveso
to;Zámeno;to;Zámeno
trvať;Sloveso;trvať;Sloveso
dlho;Príslovka;dlho;Príslovka
odvetil;Sloveso;odvetil;Sloveso
O;Citoslovce;O;Neurčiteľný slovný druh
Ty;Zámeno;Ty;Zámeno
si;Zámeno;si;Sloveso
ťažký;Prídavné meno;ťažký;Prídavné meno
prípad;Podstatné meno;prípad;Podstatné meno
Nakoniec;Príslovka;Nakoniec;Príslovka
ťa;Zámeno;ťa;Zámeno
pravda;Podstatné meno;pravda;Častica
zastrelíme;Sloveso;zastrelíme;Sloveso
Dostal;Sloveso;Dostal;Sloveso
novú;Prídavné meno;novú;Prídavné meno
spodnú;Prídavné meno;spodnú;Prídavné meno
bielizeň;Podstatné meno;bielizeň;Podstatné meno
a;Spojka;a;Spojka
čistú;Prídavné meno;čistú;Prídavné meno
súpravu;Podstatné meno;súpravu;Podstatné meno
kombinézy;Podstatné meno;kombinézy;Podstatné meno
vred;Podstatné meno;vred;Podstatné meno
mu;Zámeno;mu;Zámeno
natreli;Sloveso;natreli;Sloveso
hojivou;Prídavné meno;hojivou;Prídavné meno
masťou;Podstatné meno;masťou;Podstatné meno
Zvyšné;Prídavné meno;Zvyšné;Prídavné meno
zuby;Podstatné meno;zuby;Podstatné meno
mu;Zámeno;mu;Zámeno
vytrhli;Sloveso;vytrhli;Sloveso
a;Spojka;a;Spojka
dali;Sloveso;dali;Sloveso
mu;Zámeno;mu;Zámeno
nové;Prídavné meno;nové;Prídavné meno
protézy;Podstatné meno;protézy;Podstatné meno
Zrejme;Príslovka;Zrejme;Častica
uplynuli;Sloveso;uplynuli;Sloveso
týždne;Podstatné meno;týždne;Podstatné meno
a;Spojka;a;Spojka
mesiace;Podstatné meno;mesiace;Podstatné meno
Strava;Podstatné meno;Strava;Podstatné meno
bola;Podstatné meno;bola;Sloveso
prekvapujúco;Príslovka;prekvapujúco;Príslovka
dobrá;Podstatné meno;dobrá;Prídavné meno
každý;Zámeno;každý;Zámeno
tretí;Číslovka;tretí;Číslovka
deň;Podstatné meno;deň;Podstatné meno
mäso;Podstatné meno;mäso;Podstatné meno
Raz;Číslovka;Raz;Číslovka
dokonca;Častice;dokonca;Častica
dostal;Sloveso;dostal;Sloveso
balíček;Podstatné meno;balíček;Podstatné meno
cigariet;Podstatné meno;cigariet;Podstatné meno
Spočiatku;Príslovka;Spočiatku;Príslovka
ich;Zámeno;ich;Zámeno
Naučil;Sloveso;Naučil;Sloveso
sa;Zámeno;sa;Zvratné zámeno
spať;Sloveso;spať;Sloveso
s;Podstatné meno;s;Predložka
prudkým;Prídavné meno;prudkým;Prídavné meno
svetlom;Podstatné meno;svetlom;Podstatné meno
na;Citoslovce;na;Predložka
tvári;Sloveso;tvári;Podstatné meno
Tentoraz;Príslovka;Tentoraz;Príslovka
oveľa;Príslovka;oveľa;Príslovka
viac;Prídavné meno;viac;Príslovka
sníval;Sloveso;sníval;Sloveso
a;Spojka;a;Spojka
vždy;Príslovka;vždy;Zámeno
to;Zámeno;to;Zámeno
boli;Sloveso;boli;Sloveso
príjemné;Prídavné meno;príjemné;Prídavné meno
sny;Podstatné meno;sny;Podstatné meno
Bolo;Sloveso;Bolo;Sloveso
to;Zámeno;to;Zámeno
beznádejné;Prídavné meno;beznádejné;Prídavné meno
sa;Zámeno;sa;Zvratné zámeno
zdvihnúť;Sloveso;zdvihnúť;Sloveso
ani;Spojka;ani;Častica
o;Citoslovce;o;Predložka
centimeter;Podstatné meno;centimeter;Podstatné meno
Kapituloval;Sloveso;Kapituloval;Sloveso
to;Zámeno;to;Zámeno
bolo;Sloveso;bolo;Sloveso
jasné;Častice;jasné;Prídavné meno
Zdravý;Prídavné meno;Zdravý;Prídavné meno
rozum;Podstatné meno;rozum;Podstatné meno
je;Sloveso;je;Sloveso
záležitosť;Podstatné meno;záležitosť;Podstatné meno
štatistiky;Podstatné meno;štatistiky;Podstatné meno
SLOBODA;Podstatné meno;SLOBODA;Podstatné meno
JE;Sloveso;JE;Sloveso
OTROCTVO;Podstatné meno;OTROCTVO;Podstatné meno
DVA;Číslovka;DVA;Číslovka
A;Spojka;A;Spojka
DVA;Číslovka;DVA;Číslovka
JE;Sloveso;JE;Sloveso
PÄŤ;Číslovka;PÄŤ;Číslovka
Napísal;Sloveso;Napísal;Sloveso
BOH;Podstatné meno;BOH;Podstatné meno
JE;Sloveso;JE;Sloveso
MOC;Podstatné meno;MOC;Podstatné meno
Pravda;Podstatné meno;Pravda;Podstatné meno
môže;Sloveso;môže;Sloveso
byť;Sloveso;byť;Sloveso
čokoľvek;Zámeno;čokoľvek;Zámeno
to;Zámeno;to;Zámeno
ľahké;Prídavné meno;ľahké;Prídavné meno
Jedno;Príslovka;Jedno;Číslovka
však;Spojka;však;Spojka
bolo;Sloveso;bolo;Sloveso
isté;Prídavné meno;isté;Prídavné meno
smrť;Podstatné meno;smrť;Podstatné meno
nikdy;Zámeno;nikdy;Zámeno
v;Predložka;v;Predložka
očakávanú;Prídavné meno;očakávanú;Príčastie - Sloveso
chvíľu;Príslovka;chvíľu;Podstatné meno
Kráčal;Sloveso;Kráčal;Sloveso
po;Predložka;po;Predložka
chodbe;Podstatné meno;chodbe;Podstatné meno
a;Spojka;a;Spojka
očakával;Sloveso;očakával;Sloveso
guľku;Podstatné meno;guľku;Podstatné meno
Telo;Podstatné meno;Telo;Podstatné meno
má;Sloveso;má;Sloveso
zdravé;Prídavné meno;zdravé;Prídavné meno
a;Spojka;a;Spojka
silné;Prídavné meno;silné;Prídavné meno
Vtom;Príslovka;Vtom;Príslovka
ním;Zámeno;ním;Zámeno
mocne;Príslovka;mocne;Príslovka
zalomcoval;Sloveso;zalomcoval;Sloveso
záchvat;Podstatné meno;záchvat;Podstatné meno
hrôzy;Podstatné meno;hrôzy;Podstatné meno
Na;Skratka;Na;Predložka
chrbtici;Podstatné meno;chrbtici;Podstatné meno
mu;Zámeno;mu;Zámeno
vystúpili;Sloveso;vystúpili;Sloveso
kropaje;Podstatné meno;kropaje;Podstatné meno
potu;Podstatné meno;potu;Podstatné meno
Onedlho;Príslovka;Onedlho;Príslovka
začul;Sloveso;začul;Sloveso
dupot;Podstatné meno;dupot;Podstatné meno
čižiem;Podstatné meno;čižiem;Podstatné meno
niekde;Zámeno;niekde;Zámeno
mimo;Príslovka;mimo;Predložka
cely;Podstatné meno;cely;Podstatné meno
V;Skratka;V;Predložka
minulosti;Podstatné meno;minulosti;Podstatné meno
zakrýval;Sloveso;zakrýval;Sloveso
kacírsku;Prídavné meno;kacírsku;Prídavné meno
myseľ;Podstatné meno;myseľ;Podstatné meno
maskou;Podstatné meno;maskou;Podstatné meno
konformizmu;Podstatné meno;konformizmu;Podstatné meno
Nálože;Podstatné meno;Nálože;Podstatné meno
jeho;Zámeno;jeho;Zámeno
nenávisti;Podstatné meno;nenávisti;Podstatné meno
explodujú;Sloveso;explodujú;Sloveso
Zatvoril;Sloveso;Zatvoril;Sloveso
oči;Podstatné meno;oči;Podstatné meno
Na;Skratka;Na;Predložka
chodbe;Podstatné meno;chodbe;Podstatné meno
zadupotali;Sloveso;zadupotali;Sloveso
ťažké;Prídavné meno;ťažké;Prídavné meno
čižmy;Podstatné meno;čižmy;Podstatné meno
Tak;Príslovka;Tak;Častica
ty;Zámeno;ty;Zámeno
ho;Zámeno;ho;Zámeno
nenávidíš;Sloveso;nenávidíš;Sloveso
Musíš;Sloveso;Musíš;Sloveso
Veľkého;Prídavné meno;Veľkého;Prídavné meno
brata;Podstatné meno;brata;Podstatné meno
milovať;Sloveso;milovať;Sloveso
Pustil;Sloveso;Pustil;Sloveso
a;Spojka;a;Spojka
zároveň;Príslovka;zároveň;Príslovka
ho;Zámeno;ho;Zámeno
postrčil;Sloveso;postrčil;Sloveso
dozorcom;Podstatné meno;dozorcom;Podstatné meno
Pozná;Sloveso;Pozná;Sloveso
ju;Zámeno;ju;Zámeno
každý;Zámeno;každý;Zámeno
Vstúpil;Sloveso;Vstúpil;Sloveso
tam;Príslovka;tam;Zámeno
dozorca;Podstatné meno;dozorca;Podstatné meno
Položil;Sloveso;Položil;Sloveso
to;Zámeno;to;Zámeno
na;Citoslovce;na;Predložka
vzdialenejší;Prídavné meno;vzdialenejší;Prídavné meno
stôl;Podstatné meno;stôl;Podstatné meno
Odvahy;Podstatné meno;Odvahy;Podstatné meno
a;Spojka;a;Spojka
zbabelosti;Podstatné meno;zbabelosti;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
to;Zámeno;to;Zámeno
Ty;Zámeno;Ty;Zámeno
ich;Zámeno;ich;Zámeno
Opatrne;Príslovka;Opatrne;Príslovka
ju;Zámeno;ju;Zámeno
položil;Sloveso;položil;Sloveso
na;Citoslovce;na;Predložka
zelené;Prídavné meno;zelené;Prídavné meno
súkno;Podstatné meno;súkno;Podstatné meno
počul;Sloveso;počul;Sloveso
v;Predložka;v;Predložka
hlave;Podstatné meno;hlave;Podstatné meno
krvi;Podstatné meno;krvi;Podstatné meno
Potkany;Podstatné meno;Potkany;Podstatné meno
by;Spojka;by;Kondicionálová morféma
ho;Zámeno;ho;Zámeno
určite;Príslovka;určite;Častica
napadli;Sloveso;napadli;Sloveso
a;Spojka;a;Spojka
zakrátko;Príslovka;zakrátko;Príslovka
by;Spojka;by;Kondicionálová morféma
ho;Zámeno;ho;Zámeno
obžrali;Sloveso;obžrali;Sloveso
na;Citoslovce;na;Predložka
kosť;Podstatné meno;kosť;Podstatné meno
Niekedy;Zámeno;Niekedy;Zámeno
zaútočia;Sloveso;zaútočia;Sloveso
najprv;Príslovka;najprv;Príslovka
na;Citoslovce;na;Predložka
oči;Podstatné meno;oči;Podstatné meno
Zúrivo;Príslovka;Zúrivo;Príslovka
odrážal;Sloveso;odrážal;Sloveso
nápory;Podstatné meno;nápory;Podstatné meno
paniky;Podstatné meno;paniky;Podstatné meno
Všetko;Zámeno;Všetko;Zámeno
očernelo;Sloveso;očernelo;Sloveso
Jestvuje;Sloveso;Jestvuje;Sloveso
len;Spojka;len;Častica
jeden;Číslovka;jeden;Číslovka
a;Spojka;a;Spojka
jediný;Číslovka;jediný;Číslovka
spôsob;Podstatné meno;spôsob;Podstatné meno
ako;Spojka;ako;Spojka
sa;Zámeno;sa;Zvratné zámeno
zachrániť;Sloveso;zachrániť;Sloveso
