Slovo;Slovný druh;Slovo2;Slovný druh2
spomedzi;Predložka;spomedzi;Predložka
študentov;Podstatné meno;študentov;Podstatné meno
náročnej;Prídavné meno;náročnej;Prídavné meno
školy;Podstatné meno;školy;Podstatné meno
vzídu;Sloveso;vzídu;Sloveso
študenti;Podstatné meno;študenti;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorí;Zámeno;ktorí;Zámeno
sa;Zvratné zámeno;sa;Zvratné zámeno
dokážu;Sloveso;dokážu;Sloveso
presadiť;Sloveso;presadiť;Sloveso
v;Predložka;v;Predložka
silnej;Prídavné meno;silnej;Prídavné meno
konkurencii;Podstatné meno;konkurencii;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Svedčia;Sloveso;Svedčia;Sloveso
o;Predložka;o;Predložka
tom;Zámeno;tom;Zámeno
výsledky;Podstatné meno;výsledky;Podstatné meno
viacerých;Číslovka;viacerých;Číslovka
súťaží;Podstatné meno;súťaží;Podstatné meno
.;Interpunkcia;.;Interpunkcia
O;Predložka;O;Predložka
tom;Zámeno;tom;Zámeno
,;Interpunkcia;,;Interpunkcia
že;Spojka;že;Spojka
si;Zvratné zámeno;si;Zvratné zámeno
v;Predložka;v;Predložka
nich;Zámeno;nich;Zámeno
počínajú;Sloveso;počínajú;Sloveso
veľmi;Príslovka;veľmi;Príslovka
dobre;Príslovka;dobre;Príslovka
,;Interpunkcia;,;Interpunkcia
svedčia;Sloveso;svedčia;Sloveso
niektoré;Zámeno;niektoré;Zámeno
úspechy;Podstatné meno;úspechy;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Síce;Spojka;Síce;Spojka
sme;Sloveso;sme;Sloveso
nevyhrali;Sloveso;nevyhrali;Sloveso
,;Interpunkcia;,;Interpunkcia
ale;Spojka;ale;Spojka
verím;Sloveso;verím;Sloveso
,;Interpunkcia;,;Interpunkcia
že;Spojka;že;Spojka
aj;Častica;aj;Častica
to;Zámeno;to;Zámeno
príde;Sloveso;príde;Sloveso
.;Interpunkcia;.;Interpunkcia
Cieľom;Podstatné meno;Cieľom;Podstatné meno
Diskusného;Prídavné meno;Diskusného;Prídavné meno
klubu;Podstatné meno;klubu;Podstatné meno
je;Sloveso;je;Sloveso
budovanie;Podstatné meno;budovanie;Podstatné meno
občianskej;Prídavné meno;občianskej;Prídavné meno
spoločnosti;Podstatné meno;spoločnosti;Podstatné meno
na;Predložka;na;Predložka
kresťanskom;Prídavné meno;kresťanskom;Prídavné meno
morálnom;Prídavné meno;morálnom;Prídavné meno
základe;Podstatné meno;základe;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Potrebujeme;Sloveso;Potrebujeme;Sloveso
ľudí;Podstatné meno;ľudí;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorí;Zámeno;ktorí;Zámeno
budú;Sloveso;budú;Sloveso
ochotní;Prídavné meno;ochotní;Prídavné meno
počúvať;Sloveso;počúvať;Sloveso
svojho;Zámeno;svojho;Zámeno
partnera;Podstatné meno;partnera;Podstatné meno
,;Interpunkcia;,;Interpunkcia
budú;Sloveso;budú;Sloveso
dostatočne;Príslovka;dostatočne;Príslovka
vzdelaní;Príčastie - Sloveso;vzdelaní;Príčastie - Sloveso
na;Predložka;na;Predložka
to;Zámeno;to;Zámeno
,;Interpunkcia;,;Interpunkcia
aby;Spojka;aby;Spojka
dokázali;Sloveso;dokázali;Sloveso
zaujať;Sloveso;zaujať;Sloveso
jasné;Prídavné meno;jasné;Prídavné meno
stanovisko;Podstatné meno;stanovisko;Podstatné meno
k;Predložka;k;Predložka
mnohým;Číslovka;mnohým;Číslovka
problémom;Podstatné meno;problémom;Podstatné meno
súčasnosti;Podstatné meno;súčasnosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Už;Častica;Už;Častica
tretíkrát;Číslovka;tretíkrát;Číslovka
sme;Sloveso;sme;Sloveso
sa;Zvratné zámeno;sa;Zvratné zámeno
mohli;Sloveso;mohli;Sloveso
stretnúť;Sloveso;stretnúť;Sloveso
na;Predložka;na;Predložka
neformálnej;Prídavné meno;neformálnej;Prídavné meno
úrovni;Podstatné meno;úrovni;Podstatné meno
a;Spojka;a;Spojka
prebrať;Sloveso;prebrať;Sloveso
pálčivé;Prídavné meno;pálčivé;Prídavné meno
problémy;Podstatné meno;problémy;Podstatné meno
,;Interpunkcia;,;Interpunkcia
s;Predložka;s;Predložka
ktorými;Zámeno;ktorými;Zámeno
sa;Zvratné zámeno;sa;Zvratné zámeno
stretávame;Sloveso;stretávame;Sloveso
na;Predložka;na;Predložka
chodbách;Podstatné meno;chodbách;Podstatné meno
našej;Zámeno;našej;Zámeno
školy;Podstatné meno;školy;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Dr;Značky;Dr;Značky
.;Interpunkcia;.;Interpunkcia
Hanesová;Podstatné meno;Hanesová;Podstatné meno
nastolila;Sloveso;nastolila;Sloveso
niekoľko;Zámeno;niekoľko;Zámeno
veľmi;Príslovka;veľmi;Príslovka
aktuálnych;Prídavné meno;aktuálnych;Prídavné meno
problémov;Podstatné meno;problémov;Podstatné meno
,;Interpunkcia;,;Interpunkcia
s;Predložka;s;Predložka
ktorými;Zámeno;ktorými;Zámeno
sa;Zvratné zámeno;sa;Zvratné zámeno
borí;Sloveso;borí;Sloveso
nejedna;Zámeno;nejedna;Číslovka
cirkevná;Prídavné meno;cirkevná;Prídavné meno
škola;Podstatné meno;škola;Podstatné meno
na;Predložka;na;Predložka
Slovensku;Podstatné meno;Slovensku;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Aké;Zámeno;Aké;Zámeno
je;Sloveso;je;Sloveso
však;Častica;však;Častica
jeho;Zámeno;jeho;Zámeno
miesto;Podstatné meno;miesto;Podstatné meno
v;Predložka;v;Predložka
dnešnej;Prídavné meno;dnešnej;Prídavné meno
kresťanskej;Prídavné meno;kresťanskej;Prídavné meno
obci;Podstatné meno;obci;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Nové;Prídavné meno;Nové;Prídavné meno
,;Interpunkcia;,;Interpunkcia
moderné;Prídavné meno;moderné;Prídavné meno
pedagogické;Prídavné meno;pedagogické;Prídavné meno
postupy;Podstatné meno;postupy;Podstatné meno
v;Predložka;v;Predložka
mnohých;Číslovka;mnohých;Číslovka
oblastiach;Podstatné meno;oblastiach;Podstatné meno
zlyhávajú;Sloveso;zlyhávajú;Sloveso
.;Interpunkcia;.;Interpunkcia
Marián;Podstatné meno;Marián;Podstatné meno
Damankoš;Podstatné meno;Damankoš;Podstatné meno
,;Interpunkcia;,;Interpunkcia
učiteľ;Podstatné meno;učiteľ;Podstatné meno
EKG;Značky;EKG;Značky
V;Predložka;V;Predložka
dňoch;Podstatné meno;dňoch;Podstatné meno
18;Číslica;18;Číslica
.;Interpunkcia;.;Interpunkcia
a;Spojka;a;Spojka
19;Číslica;19;Číslica
.;Interpunkcia;.;Interpunkcia
4;Číslica;4;Číslica
.;Interpunkcia;.;Interpunkcia
2004;Číslica;2004;Číslica
bol;Sloveso;bol;Sloveso
hosťom;Podstatné meno;hosťom;Podstatné meno
nášho;Zámeno;nášho;Zámeno
cirkevného;Prídavné meno;cirkevného;Prídavné meno
zboru;Podstatné meno;zboru;Podstatné meno
prof;Značky;prof;Značky
.;Interpunkcia;.;Interpunkcia
Harald;Podstatné meno;Harald;Podstatné meno
Binder;Podstatné meno;Binder;Podstatné meno
zo;Predložka;zo;Predložka
Švajčiarska;Podstatné meno;Švajčiarska;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Typickým;Prídavné meno;Typickým;Prídavné meno
znakom;Podstatné meno;znakom;Podstatné meno
našej;Zámeno;našej;Zámeno
planéty;Podstatné meno;planéty;Podstatné meno
je;Sloveso;je;Sloveso
existencia;Podstatné meno;existencia;Podstatné meno
rôznych;Prídavné meno;rôznych;Prídavné meno
foriem;Podstatné meno;foriem;Podstatné meno
života;Podstatné meno;života;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ako;Zámeno;Ako;Zámeno
vznikol;Sloveso;vznikol;Sloveso
život;Podstatné meno;život;Podstatné meno
na;Predložka;na;Predložka
našej;Zámeno;našej;Zámeno
planéte;Podstatné meno;planéte;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Súčasné;Prídavné meno;Súčasné;Prídavné meno
ľudské;Prídavné meno;ľudské;Prídavné meno
poznanie;Podstatné meno;poznanie;Podstatné meno
je;Sloveso;je;Sloveso
na;Predložka;na;Predložka
veľmi;Príslovka;veľmi;Príslovka
vysokej;Prídavné meno;vysokej;Prídavné meno
úrovni;Podstatné meno;úrovni;Podstatné meno
,;Interpunkcia;,;Interpunkcia
stojí;Sloveso;stojí;Sloveso
na;Predložka;na;Predložka
prahu;Podstatné meno;prahu;Podstatné meno
klonovania;Podstatné meno;klonovania;Podstatné meno
nového;Prídavné meno;nového;Prídavné meno
života;Podstatné meno;života;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Napriek;Predložka;Napriek;Predložka
týmto;Zámeno;týmto;Zámeno
úžasným;Prídavné meno;úžasným;Prídavné meno
poznatkom;Podstatné meno;poznatkom;Podstatné meno
vedy;Podstatné meno;vedy;Podstatné meno
a;Spojka;a;Spojka
techniky;Podstatné meno;techniky;Podstatné meno
neexistuje;Sloveso;neexistuje;Sloveso
zatiaľ;Zámeno;zatiaľ;Zámeno
žiadna;Zámeno;žiadna;Zámeno
definícia;Podstatné meno;definícia;Podstatné meno
,;Interpunkcia;,;Interpunkcia
čo;Zámeno;čo;Zámeno
je;Sloveso;je;Sloveso
to;Zámeno;to;Zámeno
život;Podstatné meno;život;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Na;Predložka;Na;Predložka
tejto;Zámeno;tejto;Zámeno
biblickej;Prídavné meno;biblickej;Prídavné meno
platforme;Podstatné meno;platforme;Podstatné meno
stojí;Sloveso;stojí;Sloveso
dnes;Príslovka;dnes;Príslovka
mnoho;Číslovka;mnoho;Číslovka
významných;Prídavné meno;významných;Prídavné meno
svetových;Prídavné meno;svetových;Prídavné meno
vedcov;Podstatné meno;vedcov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Biblia;Podstatné meno;Biblia;Podstatné meno
nie;Častica;nie;Častica
je;Sloveso;je;Sloveso
v;Predložka;v;Predložka
rozpore;Podstatné meno;rozpore;Podstatné meno
s;Predložka;s;Predložka
vedeckými;Prídavné meno;vedeckými;Prídavné meno
objavmi;Podstatné meno;objavmi;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Prof;Značky;Prof;Značky
.;Interpunkcia;.;Interpunkcia
H;Značky;H;Značky
.;Interpunkcia;.;Interpunkcia
Bindera;Podstatné meno;Bindera;Podstatné meno
už;Častica;už;Častica
niekoľko;Zámeno;niekoľko;Zámeno
rokov;Podstatné meno;rokov;Podstatné meno
oslovuje;Sloveso;oslovuje;Sloveso
biblický;Prídavné meno;biblický;Prídavné meno
príbeh;Podstatné meno;príbeh;Podstatné meno
o;Predložka;o;Predložka
vzkriesení;Podstatné meno;vzkriesení;Podstatné meno
Lazára;Podstatné meno;Lazára;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Odborným;Prídavné meno;Odborným;Prídavné meno
prekladom;Podstatné meno;prekladom;Podstatné meno
z;Predložka;z;Predložka
nemeckého;Prídavné meno;nemeckého;Prídavné meno
jazyka;Podstatné meno;jazyka;Podstatné meno
nám;Zámeno;nám;Zámeno
poslúžil;Sloveso;poslúžil;Sloveso
Mikuláš;Podstatné meno;Mikuláš;Podstatné meno
Lipták;Podstatné meno;Lipták;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ako;Spojka;Ako;Spojka
prírodovedci;Podstatné meno;prírodovedci;Podstatné meno
sme;Sloveso;sme;Sloveso
to;Zámeno;to;Zámeno
stále;Príslovka;stále;Príslovka
málo;Príslovka;málo;Príslovka
schopní;Prídavné meno;schopní;Prídavné meno
definovať;Sloveso;definovať;Sloveso
.;Interpunkcia;.;Interpunkcia
Biblia;Podstatné meno;Biblia;Podstatné meno
nám;Zámeno;nám;Zámeno
na;Predložka;na;Predložka
to;Zámeno;to;Zámeno
odpovedá;Sloveso;odpovedá;Sloveso
.;Interpunkcia;.;Interpunkcia
Cez;Predložka;Cez;Predložka
Bibliu;Podstatné meno;Bibliu;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
ako;Spojka;ako;Spojka
červená;Prídavné meno;červená;Prídavné meno
niť;Podstatné meno;niť;Podstatné meno
tiahne;Sloveso;tiahne;Sloveso
hodnota;Podstatné meno;hodnota;Podstatné meno
človeka;Podstatné meno;človeka;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Stvoriteľ;Podstatné meno;Stvoriteľ;Podstatné meno
chcel;Sloveso;chcel;Sloveso
,;Interpunkcia;,;Interpunkcia
stvoril;Sloveso;stvoril;Sloveso
a;Spojka;a;Spojka
riadi;Sloveso;riadi;Sloveso
svoje;Zámeno;svoje;Zámeno
stvorenie;Podstatné meno;stvorenie;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Mgr;Značky;Mgr;Značky
.;Interpunkcia;.;Interpunkcia
Miroslav;Podstatné meno;Miroslav;Podstatné meno
Čurlík;Podstatné meno;Čurlík;Podstatné meno
,;Interpunkcia;,;Interpunkcia
Ing;Značky;Ing;Značky
.;Interpunkcia;.;Interpunkcia
Vladimír;Podstatné meno;Vladimír;Podstatné meno
Ferenc;Podstatné meno;Ferenc;Podstatné meno
Súčasná;Prídavné meno;Súčasná;Prídavné meno
spoločnosť;Podstatné meno;spoločnosť;Podstatné meno
je;Sloveso;je;Sloveso
marketingovou;Prídavné meno;marketingovou;Prídavné meno
spoločnosťou;Podstatné meno;spoločnosťou;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Marketing;Podstatné meno;Marketing;Podstatné meno
je;Sloveso;je;Sloveso
súborom;Podstatné meno;súborom;Podstatné meno
disciplín;Podstatné meno;disciplín;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoré;Zámeno;ktoré;Zámeno
sa;Zvratné zámeno;sa;Zvratné zámeno
zaoberajú;Sloveso;zaoberajú;Sloveso
trhom;Podstatné meno;trhom;Podstatné meno
a;Spojka;a;Spojka
v;Predložka;v;Predložka
trhovej;Prídavné meno;trhovej;Prídavné meno
ekonomike;Podstatné meno;ekonomike;Podstatné meno
človek;Podstatné meno;človek;Podstatné meno
má;Sloveso;má;Sloveso
cenu;Podstatné meno;cenu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorá;Zámeno;ktorá;Zámeno
sa;Zvratné zámeno;sa;Zvratné zámeno
vyjadruje;Sloveso;vyjadruje;Sloveso
len;Častica;len;Častica
peniazmi;Podstatné meno;peniazmi;Podstatné meno
.;Interpunkcia;.;Interpunkcia
V;Predložka;V;Predložka
trhovej;Prídavné meno;trhovej;Prídavné meno
ekonomike;Podstatné meno;ekonomike;Podstatné meno
je;Sloveso;je;Sloveso
všetko;Zámeno;všetko;Zámeno
na;Predložka;na;Predložka
predaj;Podstatné meno;predaj;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Trh;Podstatné meno;Trh;Podstatné meno
určuje;Sloveso;určuje;Sloveso
našu;Zámeno;našu;Zámeno
cenu;Podstatné meno;cenu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
To;Zámeno;To;Zámeno
je;Sloveso;je;Sloveso
prvá;Číslovka;prvá;Číslovka
brutalita;Podstatné meno;brutalita;Podstatné meno
marketingu;Podstatné meno;marketingu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Druhá;Číslovka;Druhá;Číslovka
brutalita;Podstatné meno;brutalita;Podstatné meno
marketingu;Podstatné meno;marketingu;Podstatné meno
je;Sloveso;je;Sloveso
menej;Príslovka;menej;Príslovka
zjavná;Prídavné meno;zjavná;Prídavné meno
.;Interpunkcia;.;Interpunkcia
Marketing;Podstatné meno;Marketing;Podstatné meno
deformuje;Sloveso;deformuje;Sloveso
naše;Zámeno;naše;Zámeno
vnímanie;Podstatné meno;vnímanie;Podstatné meno
a;Spojka;a;Spojka
chápanie;Podstatné meno;chápanie;Podstatné meno
pravdy;Podstatné meno;pravdy;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Miesto;Podstatné meno;Miesto;Predložka
pravdy;Podstatné meno;pravdy;Podstatné meno
ponúka;Sloveso;ponúka;Sloveso
nejasné;Prídavné meno;nejasné;Prídavné meno
,;Interpunkcia;,;Interpunkcia
ale;Spojka;ale;Spojka
presvedčivé;Prídavné meno;presvedčivé;Prídavné meno
prísľuby;Podstatné meno;prísľuby;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vyrába;Sloveso;Vyrába;Sloveso
umelé;Prídavné meno;umelé;Prídavné meno
potreby;Podstatné meno;potreby;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoré;Zámeno;ktoré;Zámeno
nás;Zámeno;nás;Zámeno
aktivujú;Sloveso;aktivujú;Sloveso
,;Interpunkcia;,;Interpunkcia
vyprázdňujú;Sloveso;vyprázdňujú;Sloveso
,;Interpunkcia;,;Interpunkcia
ničia;Sloveso;ničia;Sloveso
a;Spojka;a;Spojka
zotročujú;Sloveso;zotročujú;Sloveso
.;Interpunkcia;.;Interpunkcia
Najdôležitejšie;Prídavné meno;Najdôležitejšie;Prídavné meno
informácie;Podstatné meno;informácie;Podstatné meno
v;Predložka;v;Predložka
marketingovej;Prídavné meno;marketingovej;Prídavné meno
spoločnosti;Podstatné meno;spoločnosti;Podstatné meno
sú;Sloveso;sú;Sloveso
napísané;Príčastie - Sloveso;napísané;Príčastie - Sloveso
na;Predložka;na;Predložka
okraji;Podstatné meno;okraji;Podstatné meno
a;Spojka;a;Spojka
malými;Prídavné meno;malými;Prídavné meno
písmenami;Podstatné meno;písmenami;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Všimnime;Sloveso;Všimnime;Sloveso
si;Zvratné zámeno;si;Zvratné zámeno
audiotextové;Prídavné meno;audiotextové;Prídavné meno
reklamy;Podstatné meno;reklamy;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Reklama;Podstatné meno;Reklama;Podstatné meno
nás;Zámeno;nás;Zámeno
každý;Zámeno;každý;Zámeno
deň;Podstatné meno;deň;Podstatné meno
bombarduje;Sloveso;bombarduje;Sloveso
rôznymi;Prídavné meno;rôznymi;Prídavné meno
výzvami;Podstatné meno;výzvami;Podstatné meno
,;Interpunkcia;,;Interpunkcia
sľubuje;Sloveso;sľubuje;Sloveso
bohatstvo;Podstatné meno;bohatstvo;Podstatné meno
,;Interpunkcia;,;Interpunkcia
zdravie;Podstatné meno;zdravie;Podstatné meno
a;Spojka;a;Spojka
úspech;Podstatné meno;úspech;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Do;Predložka;Do;Predložka
nášho;Zámeno;nášho;Zámeno
podvedomia;Podstatné meno;podvedomia;Podstatné meno
pomaly;Príslovka;pomaly;Príslovka
a;Spojka;a;Spojka
nenápadne;Príslovka;nenápadne;Príslovka
ukladá;Sloveso;ukladá;Sloveso
hrdzu;Podstatné meno;hrdzu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorá;Zámeno;ktorá;Zámeno
ukradomky;Príslovka;ukradomky;Príslovka
rozožiera;Sloveso;rozožiera;Sloveso
našu;Zámeno;našu;Zámeno
psychiku;Podstatné meno;psychiku;Podstatné meno
.;Interpunkcia;.;Interpunkcia
To;Zámeno;To;Zámeno
je;Sloveso;je;Sloveso
tretia;Číslovka;tretia;Číslovka
brutalita;Podstatné meno;brutalita;Podstatné meno
marketingu;Podstatné meno;marketingu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vyvoláva;Sloveso;Vyvoláva;Sloveso
pokušenie;Podstatné meno;pokušenie;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ponúka;Sloveso;Ponúka;Sloveso
nám;Zámeno;nám;Zámeno
niečo;Zámeno;niečo;Zámeno
,;Interpunkcia;,;Interpunkcia
čo;Zámeno;čo;Zámeno
nepotrebujeme;Sloveso;nepotrebujeme;Sloveso
.;Interpunkcia;.;Interpunkcia
Satan;Podstatné meno;Satan;Podstatné meno
Krista;Podstatné meno;Krista;Podstatné meno
na;Predložka;na;Predložka
púšti;Podstatné meno;púšti;Podstatné meno
pokúšal;Sloveso;pokúšal;Sloveso
troma;Číslovka;troma;Číslovka
pokušeniami;Podstatné meno;pokušeniami;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Hmotným;Prídavné meno;Hmotným;Prídavné meno
blahobytom;Podstatné meno;blahobytom;Podstatné meno
(;Interpunkcia;(;Interpunkcia
chlebom;Podstatné meno;chlebom;Podstatné meno
);Interpunkcia;);Interpunkcia
,;Interpunkcia;,;Interpunkcia
mocou;Podstatné meno;mocou;Podstatné meno
a;Spojka;a;Spojka
pýchou;Podstatné meno;pýchou;Podstatné meno
.;Interpunkcia;.;Interpunkcia
PhDr;Značky;PhDr;Značky
.;Interpunkcia;.;Interpunkcia
Ján;Podstatné meno;Ján;Podstatné meno
Juhás;Podstatné meno;Juhás;Podstatné meno
Cestujem;Sloveso;Cestujem;Sloveso
do;Predložka;do;Predložka
večnosti;Podstatné meno;večnosti;Podstatné meno
k;Predložka;k;Predložka
Pánu;Podstatné meno;Pánu;Podstatné meno
Ježišovi;Podstatné meno;Ježišovi;Podstatné meno
Kristovi;Podstatné meno;Kristovi;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Našla;Sloveso;Našla;Sloveso
som;Sloveso;som;Sloveso
svojho;Zámeno;svojho;Zámeno
osobného;Prídavné meno;osobného;Prídavné meno
Spasiteľa;Podstatné meno;Spasiteľa;Podstatné meno
,;Interpunkcia;,;Interpunkcia
Ježiša;Podstatné meno;Ježiša;Podstatné meno
Krista;Podstatné meno;Krista;Podstatné meno
vo;Predložka;vo;Predložka
svetle;Podstatné meno;svetle;Podstatné meno
Ježišovho;Prídavné meno;Ježišovho;Prídavné meno
evanjelia;Podstatné meno;evanjelia;Podstatné meno
,;Interpunkcia;,;Interpunkcia
v;Predložka;v;Predložka
ňom;Zámeno;ňom;Zámeno
som;Sloveso;som;Sloveso
poznala;Sloveso;poznala;Sloveso
posolstvo;Podstatné meno;posolstvo;Podstatné meno
pokoja;Podstatné meno;pokoja;Podstatné meno
,;Interpunkcia;,;Interpunkcia
lásky;Podstatné meno;lásky;Podstatné meno
,;Interpunkcia;,;Interpunkcia
radosti;Podstatné meno;radosti;Podstatné meno
a;Spojka;a;Spojka
šťastia;Podstatné meno;šťastia;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Dôverujem;Sloveso;Dôverujem;Sloveso
tomu;Zámeno;tomu;Zámeno
zasľúbeniu;Podstatné meno;zasľúbeniu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoré;Zámeno;ktoré;Zámeno
som;Sloveso;som;Sloveso
prijala;Sloveso;prijala;Sloveso
vierou;Podstatné meno;vierou;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Koľko;Zámeno;Koľko;Zámeno
je;Sloveso;je;Sloveso
takých;Zámeno;takých;Zámeno
cestovateľov;Podstatné meno;cestovateľov;Podstatné meno
,;Interpunkcia;,;Interpunkcia
Pane;Podstatné meno;Pane;Podstatné meno
?;Interpunkcia;?;Interpunkcia
To;Zámeno;To;Zámeno
vie;Sloveso;vie;Sloveso
Boh;Podstatné meno;Boh;Podstatné meno
sám;Zámeno;sám;Zámeno
,;Interpunkcia;,;Interpunkcia
človek;Podstatné meno;človek;Podstatné meno
